chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date,dq_issue_count,is_valid_record,cleaned_at
511,CB_29084,29084,7713,1081,2026-03-24,85.98,duplicate_processing,lost,2026-05-17,2,False,2026-05-27 17:14:06.202831
514,CB_29301,29301,9247,1138,2025-12-07,76.39,authorization_issue,open,2026-01-06,0,True,2026-05-27 17:14:06.202831
515,CB_29383,29383,5959,763,2026-03-18,197.97,authorization_issue,lost,2026-03-03,1,False,2026-05-27 17:14:06.202831
516,CB_29413,29413,1473,342,2026-01-29,16.18,authorization_issue,lost,2026-04-04,0,True,2026-05-27 17:14:06.202831
517,CB_29445,29445,9206,42,2026-03-14,20.61,duplicate_processing,closed,2026-06-14,0,True,2026-05-27 17:14:06.202831
518,CB_29478,29478,4571,37,2026-04-28,88.91,duplicate_processing,won,2026-04-27,4,False,2026-05-27 17:14:06.202831
519,CB_29518,29518,3360,199,2026-04-20,79.03,authorization_issue,lost,2026-06-15,2,False,2026-05-27 17:14:06.202831
520,CB_29533,29533,2863,1151,2025-12-17,40.18,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
523,CB_29689,29689,6190,120,2025-07-20,92.94,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
524,CB_29753,29753,8720,627,2025-11-03,66.25,fraud,won,2025-11-24,1,False,2026-05-27 17:14:06.202831
525,CB_29810,29810,3240,333,2026-03-07,51.54,duplicate_processing,closed,,0,True,2026-05-27 17:14:06.202831
527,CB_29877,29877,5380,444,2026-02-23,85.49,duplicate_processing,closed,2026-04-01,0,True,2026-05-27 17:14:06.202831
529,CB_30030,30030,7233,1029,2026-01-16,15.41,authorization_issue,open,2026-02-07,0,True,2026-05-27 17:14:06.202831
530,CB_30042,30042,2276,345,2025-06-08,148.2,fraud,lost,2025-06-12,0,True,2026-05-27 17:14:06.202831
531,CB_30071,30071,6475,405,2025-11-11,0.24,duplicate_processing,open,2025-12-01,2,False,2026-05-27 17:14:06.202831
532,CB_30284,30284,4083,37,2025-04-27,72.44,service_not_received,won,2025-05-13,3,False,2026-05-27 17:14:06.202831
533,CB_30326,30326,7228,234,2025-07-28,215.55,service_not_received,won,2025-08-30,1,False,2026-05-27 17:14:06.202831
535,CB_30454,30454,4996,741,2026-03-18,87.56,service_not_received,closed,2026-04-07,0,True,2026-05-27 17:14:06.202831
536,CB_30486,30486,5461,1119,2026-02-08,8.12,duplicate_processing,closed,2026-03-03,0,True,2026-05-27 17:14:06.202831
537,CB_30734,30734,6050,473,2025-05-17,85.82,service_not_received,lost,2025-07-20,0,True,2026-05-27 17:14:06.202831
539,CB_30767,30767,3230,1157,2026-03-27,62.69,authorization_issue,won,2026-03-11,3,False,2026-05-27 17:14:06.202831
541,CB_30882,30882,6290,895,2025-10-17,79.73,service_not_received,won,2025-10-08,3,False,2026-05-27 17:14:06.202831
542,CB_30930,30930,3065,782,2025-05-25,61.3,duplicate_processing,closed,2025-06-16,0,True,2026-05-27 17:14:06.202831
543,CB_31037,31037,4493,731,2026-02-23,463.78,fraud,lost,,0,True,2026-05-27 17:14:06.202831
545,CB_31095,31095,868,948,2025-11-17,66.05,authorization_issue,lost,,2,False,2026-05-27 17:14:06.202831
546,CB_31208,31208,9414,823,2025-10-15,24.11,fraud,won,,0,True,2026-05-27 17:14:06.202831
548,CB_31250,31250,6197,587,2026-02-03,134.86,duplicate_processing,open,2026-03-28,0,True,2026-05-27 17:14:06.202831
549,CB_31256,31256,5750,744,2025-10-20,91.86,duplicate_processing,won,2025-11-13,0,True,2026-05-27 17:14:06.202831
550,CB_31290,31290,8108,1158,2025-08-15,283.47,fraud,closed,,0,True,2026-05-27 17:14:06.202831
551,CB_31325,31325,3512,208,2025-11-19,123.87,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
552,CB_31358,31358,7887,830,2025-07-12,9.94,fraud,won,2025-06-24,3,False,2026-05-27 17:14:06.202831
553,CB_31492,31492,87,618,2025-11-19,21.66,service_not_received,lost,2026-01-11,0,True,2026-05-27 17:14:06.202831
554,CB_31629,31629,6039,539,2025-06-06,63.6,duplicate_processing,won,2025-06-16,2,False,2026-05-27 17:14:06.202831
556,CB_31689,31689,4029,775,2025-06-19,87.83,fraud,won,2025-08-30,0,True,2026-05-27 17:14:06.202831
557,CB_31696,31696,2540,503,2025-11-04,96.76,fraud,open,2025-11-21,2,False,2026-05-27 17:14:06.202831
558,CB_31703,31703,6344,642,2025-07-12,60.64,duplicate_processing,won,2025-08-05,0,True,2026-05-27 17:14:06.202831
559,CB_31841,31841,5778,982,2025-08-30,25.92,duplicate_processing,closed,,0,True,2026-05-27 17:14:06.202831
560,CB_31928,31928,2059,13,2026-04-22,64.78,service_not_received,won,2026-04-28,1,False,2026-05-27 17:14:06.202831
561,CB_32134,32134,8492,441,2025-06-02,91.97,service_not_received,closed,,0,True,2026-05-27 17:14:06.202831
562,CB_32194,32194,7732,549,2025-06-04,53.81,fraud,closed,2025-07-03,0,True,2026-05-27 17:14:06.202831
544,CB_31053,31053,960544,348,2026-01-12,66.46,service_not_received,open,2026-02-23,3,False,2026-05-27 17:14:06.202831
534,CB_30364,30364,1696,970534,2025-09-15,42.84,fraud,closed,2025-11-03,1,False,2026-05-27 17:14:06.202831
555,CB_31652,31652,6290,970555,2025-11-13,73.44,service_not_received,open,2025-12-20,2,False,2026-05-27 17:14:06.202831
498,CB_28418,28418,3910,973,2025-11-18,,authorization_issue,lost,2025-11-30,1,False,2026-05-27 17:14:06.202831
522,CB_29674,29674,5986,1104,2026-04-10,,duplicate_processing,closed,2026-04-30,1,False,2026-05-27 17:14:06.202831
512,CB_29190,29190,614,599,2025-05-10,-303.76,authorization_issue,lost,2025-05-29,3,False,2026-05-27 17:14:06.202831
547,CB_31221,31221,3664,1079,2026-03-27,-32.92,fraud,won,2026-04-29,1,False,2026-05-27 17:14:06.202831
521,CB_29652,29652,4672,161,2026-03-16,51.03,duplicate_processing,closed,2026-05-31,0,True,2026-05-27 17:14:06.202831
528,CB_30008,30008,7497,1159,2025-07-01,220.41,fraud,won,,0,True,2026-05-27 17:14:06.202831
506,CB_28738,28738,2497,551,2025-11-09,173.88,fraud,open,2025-11-30,2,False,2026-05-27 17:14:06.202831
540,CB_30778,30778,3940,1102,2026-05-03,362.03,service_not_received,won,2026-04-01,3,False,2026-05-27 17:14:06.202831
513,CB_29243,29243,7277,912,2025-12-30,99.85,duplicate_processing,open,2025-12-26,1,False,2026-05-27 17:14:06.202831
564,CB_32331,32331,4943,320,2026-03-03,70.18,service_not_received,open,2026-02-23,1,False,2026-05-27 17:14:06.202831
565,CB_32353,32353,9433,907,2025-11-06,75.52,duplicate_processing,closed,2026-01-05,2,False,2026-05-27 17:14:06.202831
566,CB_32395,32395,1380,588,2025-09-12,392.71,service_not_received,open,2025-09-14,2,False,2026-05-27 17:14:06.202831
567,CB_32529,32529,2498,811,2026-04-09,6.46,service_not_received,won,,0,True,2026-05-27 17:14:06.202831
568,CB_32555,32555,6953,104,2026-03-16,91.8,service_not_received,won,2026-05-06,2,False,2026-05-27 17:14:06.202831
569,CB_32811,32811,7288,1006,2025-09-03,22.43,authorization_issue,won,2025-10-08,0,True,2026-05-27 17:14:06.202831
570,CB_32842,32842,5102,28,2025-08-30,40.18,duplicate_processing,won,,3,False,2026-05-27 17:14:06.202831
571,CB_33039,33039,1706,516,2026-03-05,81.46,duplicate_processing,won,,2,False,2026-05-27 17:14:06.202831
572,CB_33092,33092,9676,142,2025-10-02,72.31,service_not_received,closed,2025-11-07,2,False,2026-05-27 17:14:06.202831
573,CB_33098,33098,9838,1164,2026-03-05,4.49,authorization_issue,closed,2026-02-18,1,False,2026-05-27 17:14:06.202831
574,CB_33108,33108,4761,837,2025-05-26,89.72,service_not_received,lost,2025-05-15,1,False,2026-05-27 17:14:06.202831
575,CB_33212,33212,8562,43,2025-09-03,92.03,duplicate_processing,lost,2025-08-27,3,False,2026-05-27 17:14:06.202831
577,CB_33357,33357,5904,967,2025-07-30,58.89,service_not_received,won,2025-09-04,0,True,2026-05-27 17:14:06.202831
578,CB_33488,33488,2909,970,2025-10-31,462.97,authorization_issue,closed,,0,True,2026-05-27 17:14:06.202831
579,CB_33493,33493,8974,641,2025-12-13,5.43,authorization_issue,open,2026-02-14,2,False,2026-05-27 17:14:06.202831
581,CB_33541,33541,6198,454,2026-03-13,41.01,service_not_received,open,2026-03-12,1,False,2026-05-27 17:14:06.202831
583,CB_33576,33576,9741,362,2025-11-28,65.74,authorization_issue,lost,2025-11-18,3,False,2026-05-27 17:14:06.202831
586,CB_33782,33782,450,555,2025-08-20,70.02,authorization_issue,lost,2025-08-06,1,False,2026-05-27 17:14:06.202831
589,CB_33852,33852,6543,107,2025-05-28,12.23,fraud,open,,0,True,2026-05-27 17:14:06.202831
591,CB_34161,34161,693,297,2025-08-01,75.21,authorization_issue,closed,,0,True,2026-05-27 17:14:06.202831
593,CB_34210,34210,9804,922,2026-02-07,62.73,duplicate_processing,won,2026-02-03,1,False,2026-05-27 17:14:06.202831
596,CB_34336,34336,3690,286,2026-03-07,35.93,service_not_received,won,2026-02-11,1,False,2026-05-27 17:14:06.202831
597,CB_34353,34353,3239,499,2025-11-11,5.23,authorization_issue,lost,2025-09-24,1,False,2026-05-27 17:14:06.202831
599,CB_34480,34480,6462,1166,2025-06-21,22.63,authorization_issue,open,2025-05-30,3,False,2026-05-27 17:14:06.202831
601,CB_34555,34555,5046,1070,2025-05-19,92.78,authorization_issue,open,2025-06-17,0,True,2026-05-27 17:14:06.202831
603,CB_34637,34637,788,840,2025-09-29,5.48,authorization_issue,lost,,0,True,2026-05-27 17:14:06.202831
604,CB_34641,34641,1322,1175,2025-09-08,72.95,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
605,CB_34722,34722,2843,75,2025-07-03,347.91,duplicate_processing,won,2025-08-19,0,True,2026-05-27 17:14:06.202831
607,CB_34760,34760,5644,861,2025-11-09,242.46,fraud,open,,0,True,2026-05-27 17:14:06.202831
609,CB_34836,34836,3001,1153,2025-12-24,1621.38,authorization_issue,closed,2026-01-03,0,True,2026-05-27 17:14:06.202831
610,CB_34837,34837,8600,1015,2025-05-28,31.03,service_not_received,lost,2025-06-17,0,True,2026-05-27 17:14:06.202831
611,CB_34840,34840,1398,540,2026-02-26,66.05,service_not_received,open,2026-04-07,0,True,2026-05-27 17:14:06.202831
612,CB_34898,34898,6297,434,2025-08-18,293.22,duplicate_processing,closed,2025-11-15,0,True,2026-05-27 17:14:06.202831
613,CB_34929,34929,8566,867,2025-07-16,93.1,duplicate_processing,open,2025-05-28,1,False,2026-05-27 17:14:06.202831
614,CB_34947,34947,9340,1104,2026-02-28,52.84,duplicate_processing,open,2026-04-03,0,True,2026-05-27 17:14:06.202831
615,CB_35105,35105,3393,486,2025-12-16,100.7,authorization_issue,won,2026-02-10,0,True,2026-05-27 17:14:06.202831
616,CB_35136,35136,554,308,2025-10-03,20.37,duplicate_processing,open,2025-10-04,2,False,2026-05-27 17:14:06.202831
617,CB_35148,35148,8096,1049,2025-12-09,9.49,authorization_issue,open,2026-02-07,0,True,2026-05-27 17:14:06.202831
619,CB_35328,35328,5076,555,2026-04-15,37.84,service_not_received,closed,2026-07-02,0,True,2026-05-27 17:14:06.202831
620,CB_35346,35346,8629,209,2025-06-05,85.02,authorization_issue,won,2025-06-27,1,False,2026-05-27 17:14:06.202831
621,CB_35416,35416,1318,1150,2025-07-22,31.25,duplicate_processing,lost,2025-06-15,1,False,2026-05-27 17:14:06.202831
622,CB_35460,35460,8963,455,2026-03-03,452.95,authorization_issue,won,2026-04-23,2,False,2026-05-27 17:14:06.202831
624,CB_35510,35510,7145,481,2025-12-29,6.67,authorization_issue,won,2026-03-06,2,False,2026-05-27 17:14:06.202831
625,CB_35609,35609,1902,690,2025-08-09,38.65,authorization_issue,open,2025-08-03,1,False,2026-05-27 17:14:06.202831
626,CB_35628,35628,2302,330,2025-12-16,69.23,service_not_received,won,2026-01-21,0,True,2026-05-27 17:14:06.202831
627,CB_35662,35662,2107,756,2025-06-24,70.96,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
628,CB_35682,35682,1767,770,2025-10-21,73.49,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
588,CB_33825,33825,960588,971,2025-07-04,86.01,service_not_received,won,2025-07-24,1,False,2026-05-27 17:14:06.202831
563,CB_32329,32329,1683,970563,2025-05-12,176.3,authorization_issue,closed,,2,False,2026-05-27 17:14:06.202831
602,CB_34556,34556,9533,469,2025-10-12,8.32,fraud,open,,0,True,2026-05-27 17:14:06.202831
580,CB_33524,33524,4085,922,2025-07-01,,duplicate_processing,closed,,1,False,2026-05-27 17:14:06.202831
582,CB_33558,33558,949,1160,2025-09-09,,authorization_issue,won,,1,False,2026-05-27 17:14:06.202831
587,CB_33803,33803,1531,426,2025-11-06,,fraud,closed,2025-12-03,3,False,2026-05-27 17:14:06.202831
585,CB_33708,33708,7420,781,2025-05-31,-88.84,service_not_received,won,2025-07-26,1,False,2026-05-27 17:14:06.202831
595,CB_34294,34294,5956,686,2025-12-12,-99.26,duplicate_processing,open,,3,False,2026-05-27 17:14:06.202831
600,CB_34551,34551,7178,403,2025-07-18,311.45,authorization_issue,open,,2,False,2026-05-27 17:14:06.202831
606,CB_34755,34755,5540,49,2025-11-13,15.71,fraud,lost,,0,True,2026-05-27 17:14:06.202831
630,CB_35849,35849,7082,76,2025-06-13,12.24,duplicate_processing,lost,2025-09-15,2,False,2026-05-27 17:14:06.202831
576,CB_33322,33322,5007,60,2025-11-14,74.04,fraud,won,2025-11-12,3,False,2026-05-27 17:14:06.202831
590,CB_33985,33985,5720,881,2026-01-10,93.14,fraud,open,2026-02-15,0,True,2026-05-27 17:14:06.202831
618,CB_35315,35315,9364,1193,2026-03-14,31.91,fraud,open,,0,True,2026-05-27 17:14:06.202831
584,CB_33706,33706,7769,970584,2026-01-02,8.2,duplicate_processing,open,2025-12-25,3,False,2026-05-27 17:14:06.202831
592,CB_34197,34197,4440,488,2025-05-31,17.31,service_not_received,won,2025-06-21,1,False,2026-05-27 17:14:06.202831
608,CB_34768,34768,1715,627,2025-08-08,6.58,fraud,closed,2025-07-30,1,False,2026-05-27 17:14:06.202831
631,CB_35891,35891,198,801,2026-03-17,9.91,authorization_issue,open,2026-02-17,1,False,2026-05-27 17:14:06.202831
632,CB_35903,35903,9719,1011,2025-07-23,43.45,authorization_issue,lost,2025-06-20,3,False,2026-05-27 17:14:06.202831
633,CB_35955,35955,7572,616,2025-07-12,93.19,authorization_issue,lost,2025-07-12,0,True,2026-05-27 17:14:06.202831
634,CB_36028,36028,6331,277,2025-05-20,9.79,duplicate_processing,lost,2025-05-18,4,False,2026-05-27 17:14:06.202831
635,CB_36088,36088,4767,150,2026-03-22,79.89,duplicate_processing,won,2026-06-05,0,True,2026-05-27 17:14:06.202831
636,CB_36267,36267,8776,1007,2025-12-22,72.52,fraud,closed,2026-02-22,1,False,2026-05-27 17:14:06.202831
637,CB_36282,36282,7677,129,2025-10-10,28.49,service_not_received,open,2025-09-11,1,False,2026-05-27 17:14:06.202831
641,CB_36681,36681,6830,553,2026-01-26,7.82,service_not_received,won,,0,True,2026-05-27 17:14:06.202831
642,CB_36779,36779,8058,814,2026-04-10,194.39,fraud,open,2026-05-06,0,True,2026-05-27 17:14:06.202831
644,CB_36837,36837,8,571,2025-10-03,99.1,duplicate_processing,won,2025-11-27,2,False,2026-05-27 17:14:06.202831
645,CB_36959,36959,9882,865,2025-12-02,62.34,fraud,open,2025-10-24,1,False,2026-05-27 17:14:06.202831
646,CB_36987,36987,9351,69,2025-08-31,52.07,service_not_received,closed,2025-11-11,0,True,2026-05-27 17:14:06.202831
647,CB_36999,36999,9017,1007,2026-03-11,94.65,fraud,won,2026-03-16,1,False,2026-05-27 17:14:06.202831
648,CB_37014,37014,6453,324,2025-06-18,50.16,duplicate_processing,closed,2025-06-09,1,False,2026-05-27 17:14:06.202831
649,CB_37072,37072,9421,355,2025-08-13,6.12,fraud,lost,2025-09-18,0,True,2026-05-27 17:14:06.202831
650,CB_37175,37175,2850,928,2025-05-24,96.03,authorization_issue,open,,0,True,2026-05-27 17:14:06.202831
651,CB_37217,37217,7453,534,2025-12-12,27.62,authorization_issue,won,2025-12-02,1,False,2026-05-27 17:14:06.202831
652,CB_37342,37342,8206,973,2025-12-18,22.75,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
653,CB_37375,37375,8641,171,2025-11-09,39.67,authorization_issue,open,2025-11-09,0,True,2026-05-27 17:14:06.202831
654,CB_37513,37513,8073,886,2025-05-28,16.51,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
655,CB_37524,37524,1066,885,2026-01-15,422.78,duplicate_processing,closed,2026-02-07,2,False,2026-05-27 17:14:06.202831
656,CB_37536,37536,4273,638,2026-02-19,261.86,service_not_received,closed,,2,False,2026-05-27 17:14:06.202831
657,CB_37559,37559,9788,819,2026-01-04,2.17,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
658,CB_37582,37582,4965,1056,2026-01-13,69.13,duplicate_processing,won,2025-12-06,1,False,2026-05-27 17:14:06.202831
659,CB_37612,37612,3785,795,2025-05-15,42.44,fraud,won,,0,True,2026-05-27 17:14:06.202831
660,CB_37617,37617,2589,544,2026-01-25,108.57,authorization_issue,open,2026-02-17,2,False,2026-05-27 17:14:06.202831
661,CB_37633,37633,3427,651,2025-12-27,87.43,service_not_received,won,,0,True,2026-05-27 17:14:06.202831
662,CB_37719,37719,2216,412,2025-11-06,307.26,authorization_issue,closed,,1,False,2026-05-27 17:14:06.202831
663,CB_37727,37727,1684,549,2026-04-20,444.71,fraud,lost,2026-06-25,0,True,2026-05-27 17:14:06.202831
664,CB_37840,37840,8589,1068,2025-10-18,350.96,service_not_received,lost,2025-11-23,2,False,2026-05-27 17:14:06.202831
666,CB_37967,37967,1448,807,2026-03-03,28.68,duplicate_processing,closed,2026-02-10,1,False,2026-05-27 17:14:06.202831
667,CB_38145,38145,7910,1090,2025-06-08,29.01,authorization_issue,lost,2025-07-16,2,False,2026-05-27 17:14:06.202831
668,CB_38182,38182,4107,48,2025-07-25,343.94,authorization_issue,won,,0,True,2026-05-27 17:14:06.202831
669,CB_38197,38197,9780,232,2026-04-09,60.51,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
672,CB_38376,38376,448,537,2025-08-09,91.98,service_not_received,closed,2025-08-22,0,True,2026-05-27 17:14:06.202831
675,CB_38423,38423,8153,980,2026-01-25,69.3,service_not_received,lost,2025-12-30,1,False,2026-05-27 17:14:06.202831
676,CB_38484,38484,3081,615,2025-10-29,61.58,fraud,won,2025-11-21,0,True,2026-05-27 17:14:06.202831
678,CB_38544,38544,522,754,2025-06-16,58.85,fraud,open,2025-07-02,0,True,2026-05-27 17:14:06.202831
679,CB_38581,38581,5043,294,2026-01-10,51.26,service_not_received,won,2026-02-17,0,True,2026-05-27 17:14:06.202831
680,CB_38711,38711,4484,574,2025-06-22,243.41,fraud,lost,2025-05-29,1,False,2026-05-27 17:14:06.202831
681,CB_38837,38837,6467,885,2025-04-25,54.21,authorization_issue,closed,2025-06-10,2,False,2026-05-27 17:14:06.202831
685,CB_38936,38936,969,353,2025-07-10,35.09,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
686,CB_38983,38983,6886,22,2025-09-22,454.33,fraud,lost,2025-10-25,2,False,2026-05-27 17:14:06.202831
687,CB_39063,39063,5095,823,2025-12-17,28.12,duplicate_processing,lost,,0,True,2026-05-27 17:14:06.202831
688,CB_39226,39226,708,845,2026-03-18,32.65,authorization_issue,lost,,1,False,2026-05-27 17:14:06.202831
689,CB_39244,39244,3331,736,2026-01-30,92.96,duplicate_processing,closed,2026-02-18,0,True,2026-05-27 17:14:06.202831
690,CB_39272,39272,9755,733,2026-01-22,50.41,service_not_received,closed,2026-01-20,1,False,2026-05-27 17:14:06.202831
693,CB_39436,39436,6691,1007,2026-05-26,59.8,service_not_received,lost,2026-06-04,0,True,2026-05-27 17:14:06.202831
694,CB_39468,39468,1552,540,2026-03-17,50.57,fraud,closed,2026-03-27,2,False,2026-05-27 17:14:06.202831
695,CB_39496,39496,1809,75,2025-08-16,97.05,duplicate_processing,won,,0,True,2026-05-27 17:14:06.202831
696,CB_39508,39508,2576,699,2025-08-21,99.57,authorization_issue,open,,1,False,2026-05-27 17:14:06.202831
697,CB_39554,39554,4048,287,2026-05-07,72.29,service_not_received,won,2026-06-22,2,False,2026-05-27 17:14:06.202831
698,CB_39565,39565,4229,968,2026-04-07,60.29,duplicate_processing,open,2026-05-03,0,True,2026-05-27 17:14:06.202831
699,CB_39615,39615,3767,1017,2025-07-08,20.68,service_not_received,won,2025-09-21,0,True,2026-05-27 17:14:06.202831
638,CB_36341,36341,960638,1163,2026-03-10,27.33,fraud,open,2026-03-30,1,False,2026-05-27 17:14:06.202831
639,CB_36373,36373,960639,854,2025-11-15,48.51,fraud,closed,2025-12-16,3,False,2026-05-27 17:14:06.202831
670,CB_38199,38199,2037,605,2025-11-17,,fraud,lost,,1,False,2026-05-27 17:14:06.202831
673,CB_38381,38381,4909,230,2025-10-12,75.11,service_not_received,open,2026-01-23,0,True,2026-05-27 17:14:06.202831
682,CB_38865,38865,8475,1153,2025-12-24,89.95,service_not_received,closed,2026-05-04,0,True,2026-05-27 17:14:06.202831
674,CB_38384,38384,2986,144,2025-12-24,306.68,fraud,open,2025-12-29,2,False,2026-05-27 17:14:06.202831
643,CB_36797,36797,5643,1038,2025-11-05,47.06,duplicate_processing,open,2026-01-05,0,True,2026-05-27 17:14:06.202831
684,CB_38908,38908,3506,492,2025-11-12,32.42,duplicate_processing,open,2026-01-10,0,True,2026-05-27 17:14:06.202831
665,CB_37870,37870,5219,356,2026-01-21,64.16,fraud,closed,2026-02-06,2,False,2026-05-27 17:14:06.202831
640,CB_36457,36457,11,571,2026-05-03,169.04,fraud,lost,2026-04-22,3,False,2026-05-27 17:14:06.202831
683,CB_38907,38907,5199,680,2025-07-04,427.98,duplicate_processing,lost,2025-06-24,1,False,2026-05-27 17:14:06.202831
700,CB_39624,39624,3489,306,2025-10-14,320.44,authorization_issue,closed,2025-09-17,1,False,2026-05-27 17:14:06.202831
701,CB_39766,39766,5729,803,2025-10-23,193.89,duplicate_processing,open,2025-11-28,0,True,2026-05-27 17:14:06.202831
703,CB_39904,39904,7665,630,2026-03-17,50.97,duplicate_processing,closed,2026-03-17,0,True,2026-05-27 17:14:06.202831
704,CB_40031,40031,4951,674,2026-03-06,75.9,service_not_received,closed,2026-02-28,1,False,2026-05-27 17:14:06.202831
705,CB_40071,40071,8659,312,2025-08-27,4.69,fraud,won,2025-09-05,0,True,2026-05-27 17:14:06.202831
706,CB_40125,40125,9273,600,2026-04-12,23.39,duplicate_processing,closed,2026-04-08,1,False,2026-05-27 17:14:06.202831
707,CB_40135,40135,6721,906,2025-09-13,20.78,authorization_issue,open,,0,True,2026-05-27 17:14:06.202831
708,CB_40295,40295,9401,112,2025-09-28,46.88,service_not_received,lost,2025-09-28,0,True,2026-05-27 17:14:06.202831
709,CB_40314,40314,6158,1116,2025-10-10,27.3,authorization_issue,closed,2025-12-04,0,True,2026-05-27 17:14:06.202831
710,CB_40437,40437,5781,473,2025-05-10,238.54,fraud,open,2025-06-03,1,False,2026-05-27 17:14:06.202831
711,CB_40469,40469,5785,816,2025-09-24,57.75,service_not_received,lost,2025-10-18,0,True,2026-05-27 17:14:06.202831
712,CB_40552,40552,7915,638,2025-09-25,5.74,duplicate_processing,won,2025-09-22,3,False,2026-05-27 17:14:06.202831
714,CB_40584,40584,6100,154,2025-12-03,34.99,fraud,open,,0,True,2026-05-27 17:14:06.202831
715,CB_40668,40668,2083,279,2026-03-24,21.08,service_not_received,open,2026-04-19,0,True,2026-05-27 17:14:06.202831
716,CB_40676,40676,2187,220,2026-03-23,451.73,duplicate_processing,lost,2026-05-12,0,True,2026-05-27 17:14:06.202831
718,CB_40724,40724,4730,1114,2025-12-24,52.34,service_not_received,closed,2025-12-24,0,True,2026-05-27 17:14:06.202831
719,CB_40732,40732,25,1087,2026-03-31,257.02,authorization_issue,open,2026-05-11,0,True,2026-05-27 17:14:06.202831
720,CB_40929,40929,2732,374,2026-03-16,7.56,authorization_issue,closed,2026-02-16,1,False,2026-05-27 17:14:06.202831
721,CB_40935,40935,1165,726,2025-10-23,40.97,authorization_issue,closed,,0,True,2026-05-27 17:14:06.202831
722,CB_40943,40943,4891,905,2025-08-31,14.42,authorization_issue,closed,2025-09-27,0,True,2026-05-27 17:14:06.202831
725,CB_41095,41095,4321,740,2025-11-22,29.73,service_not_received,open,,0,True,2026-05-27 17:14:06.202831
727,CB_41154,41154,3817,411,2026-01-10,198.55,fraud,won,,2,False,2026-05-27 17:14:06.202831
728,CB_41206,41206,8415,238,2026-04-06,33.49,fraud,closed,2026-06-18,0,True,2026-05-27 17:14:06.202831
729,CB_41215,41215,5047,1081,2026-04-30,60.68,authorization_issue,open,,2,False,2026-05-27 17:14:06.202831
730,CB_41245,41245,5817,1127,2026-01-23,81.1,service_not_received,lost,2026-03-15,0,True,2026-05-27 17:14:06.202831
732,CB_41421,41421,5993,975,2026-03-19,25.29,fraud,open,2026-05-19,0,True,2026-05-27 17:14:06.202831
733,CB_41450,41450,2393,77,2026-01-11,37.92,fraud,won,2026-02-03,0,True,2026-05-27 17:14:06.202831
734,CB_41457,41457,5475,110,2026-03-18,85.92,authorization_issue,lost,2026-04-29,0,True,2026-05-27 17:14:06.202831
735,CB_41479,41479,597,406,2025-12-16,183.81,service_not_received,won,2025-11-27,1,False,2026-05-27 17:14:06.202831
736,CB_41492,41492,4862,71,2026-02-27,61.58,authorization_issue,won,2026-04-14,0,True,2026-05-27 17:14:06.202831
737,CB_41602,41602,4919,675,2025-10-18,368.55,fraud,closed,2025-11-21,2,False,2026-05-27 17:14:06.202831
738,CB_41690,41690,1114,275,2026-04-11,317.36,duplicate_processing,closed,2026-04-28,2,False,2026-05-27 17:14:06.202831
739,CB_41727,41727,1858,693,2026-02-10,84.48,duplicate_processing,won,2026-04-03,0,True,2026-05-27 17:14:06.202831
740,CB_41770,41770,2159,409,2025-06-13,93.05,authorization_issue,won,2025-08-14,0,True,2026-05-27 17:14:06.202831
742,CB_41965,41965,1823,347,2025-07-05,481.31,service_not_received,lost,,0,True,2026-05-27 17:14:06.202831
744,CB_42150,42150,8796,201,2025-11-22,50.35,fraud,lost,2025-10-25,1,False,2026-05-27 17:14:06.202831
745,CB_42347,42347,2776,347,2025-10-19,53.95,authorization_issue,closed,2025-12-04,0,True,2026-05-27 17:14:06.202831
746,CB_42358,42358,6185,682,2025-07-23,76.29,fraud,lost,2025-07-23,0,True,2026-05-27 17:14:06.202831
747,CB_42405,42405,3400,943,2025-09-06,0.7,duplicate_processing,won,2025-10-21,0,True,2026-05-27 17:14:06.202831
749,CB_42446,42446,6863,459,2025-09-11,477.38,fraud,closed,,0,True,2026-05-27 17:14:06.202831
750,CB_42520,42520,2367,1074,2025-05-29,22.15,authorization_issue,closed,2025-08-04,0,True,2026-05-27 17:14:06.202831
751,CB_42528,42528,843,689,2025-05-17,91.78,service_not_received,won,2025-07-24,2,False,2026-05-27 17:14:06.202831
752,CB_42552,42552,5769,665,2026-04-21,437.0,authorization_issue,lost,,0,True,2026-05-27 17:14:06.202831
753,CB_42580,42580,9052,754,2025-11-18,92.23,authorization_issue,closed,,0,True,2026-05-27 17:14:06.202831
755,CB_42704,42704,6878,792,2025-10-24,221.72,fraud,won,2025-11-16,0,True,2026-05-27 17:14:06.202831
