alert_id,alert_ref,transaction_id,customer_id,merchant_id,device_id,alert_ts,rule_name,severity,risk_score,alert_status,dq_issue_count,is_valid_record,cleaned_at
3235,ALT_32454_1,32454,2042,746,3857,2025-07-04 01:39:20.078382,shared_device_many_customers,high,75.83,resolved,0,True,2026-05-27 17:15:33.149438
3236,ALT_32459_1,32459,6386,165,5361,2025-09-17 15:39:20.078382,merchant_chargeback_spike,low,99.36,resolved,0,True,2026-05-27 17:15:33.149438
3239,ALT_32486_1,32486,6400,135,82,2025-09-22 15:39:20.078382,cross_border_high_risk_merchant,high,91.38,under_review,0,True,2026-05-27 17:15:33.149438
3240,ALT_32504_1,32504,5641,463,14663,2025-11-09 04:39:20.078382,merchant_chargeback_spike,low,80.51,false_positive,0,True,2026-05-27 17:15:33.149438
3241,ALT_32507_1,32507,7046,897,7365,2025-11-26 10:39:20.078382,merchant_chargeback_spike,medium,89.29,under_review,2,False,2026-05-27 17:15:33.149438
3242,ALT_32509_1,32509,9247,306,8409,2025-09-28 19:39:20.078382,shared_device_many_customers,low,67.86,resolved,0,True,2026-05-27 17:15:33.149438
3243,ALT_32531_1,32531,9594,865,7279,2026-03-11 19:39:20.078382,high_chargeback_customer,medium,74.76,false_positive,2,False,2026-05-27 17:15:33.149438
3244,ALT_32565_1,32565,8843,357,11028,2026-03-06 08:39:20.078382,merchant_chargeback_spike,high,43.0,resolved,0,True,2026-05-27 17:15:33.149438
3245,ALT_32571_1,32571,8346,23,2965,2025-11-26 21:39:20.078382,high_chargeback_customer,high,65.88,under_review,0,True,2026-05-27 17:15:33.149438
3234,ALT_32432_1,32432,2657,104,7002,2026-04-06 12:39:20.078382,emulator_device_usage,medium,56.43,resolved,2,False,2026-05-27 17:15:33.149438
3213,ALT_32235_1,32235,6259,965,11449,2025-11-19 18:39:20.078382,shared_device_many_customers,low,-10.0,false_positive,3,False,2026-05-27 17:15:33.149438
3238,ALT_32467_1,32467,2564,1083,2684,2025-12-06 02:39:20.078382,repeated_failed_payments,medium,42.11,resolved,2,False,2026-05-27 17:15:33.149438
3246,ALT_32572_1,32572,2303,1031,1322,2025-06-18 07:39:20.078382,merchant_chargeback_spike,high,21.65,open,0,True,2026-05-27 17:15:33.149438
3247,ALT_32580_1,32580,7031,280,14882,2025-12-10 05:39:20.078382,high_chargeback_customer,high,68.15,false_positive,0,True,2026-05-27 17:15:33.149438
3248,ALT_32586_1,32586,6738,559,13152,2025-09-25 12:39:20.078382,emulator_device_usage,low,30.84,resolved,0,True,2026-05-27 17:15:33.149438
3249,ALT_32594_1,32594,6432,1143,14052,2025-11-22 17:39:20.078382,shared_device_many_customers,high,65.17,false_positive,0,True,2026-05-27 17:15:33.149438
3250,ALT_32600_1,32600,3655,753,12603,2025-08-22 07:39:20.078382,merchant_chargeback_spike,high,92.96,resolved,0,True,2026-05-27 17:15:33.149438
3251,ALT_32607_1,32607,3263,984,5565,2026-04-10 14:39:20.078382,high_chargeback_customer,high,21.08,open,0,True,2026-05-27 17:15:33.149438
3252,ALT_32611_1,32611,3915,46,3790,2025-11-07 11:39:20.078382,high_chargeback_customer,high,72.23,false_positive,0,True,2026-05-27 17:15:33.149438
3253,ALT_32618_1,32618,9395,124,1890,2026-02-08 23:39:20.078382,high_chargeback_customer,medium,60.03,open,0,True,2026-05-27 17:15:33.149438
3255,ALT_32679_1,32679,7867,160,10669,2026-03-17 06:39:20.078382,merchant_chargeback_spike,high,48.09,false_positive,2,False,2026-05-27 17:15:33.149438
3256,ALT_32696_1,32696,6643,544,4896,2025-06-04 11:39:20.078382,shared_device_many_customers,high,66.7,under_review,2,False,2026-05-27 17:15:33.149438
3257,ALT_32702_1,32702,2714,373,175,2026-03-05 12:39:20.078382,emulator_device_usage,low,42.73,under_review,0,True,2026-05-27 17:15:33.149438
3258,ALT_32712_1,32712,8679,1135,9829,2025-11-02 20:39:20.078382,shared_device_many_customers,medium,30.92,resolved,0,True,2026-05-27 17:15:33.149438
3259,ALT_32722_1,32722,1727,764,989,2025-05-26 03:39:20.078382,merchant_chargeback_spike,medium,21.92,open,0,True,2026-05-27 17:15:33.149438
3260,ALT_32729_1,32729,4844,249,9467,2025-10-15 05:39:20.078382,emulator_device_usage,low,34.57,open,0,True,2026-05-27 17:15:33.149438
3261,ALT_32742_1,32742,6132,1002,7585,2025-10-23 08:39:20.078382,high_chargeback_customer,low,88.02,false_positive,0,True,2026-05-27 17:15:33.149438
3262,ALT_32748_1,32748,762,124,6693,2026-01-03 07:39:20.078382,high_chargeback_customer,medium,20.98,resolved,0,True,2026-05-27 17:15:33.149438
3263,ALT_32774_1,32774,6650,601,1482,2025-06-04 01:39:20.078382,merchant_chargeback_spike,high,80.12,resolved,0,True,2026-05-27 17:15:33.149438
3264,ALT_32796_1,32796,4691,797,1447,2025-07-28 19:39:20.078382,merchant_chargeback_spike,medium,61.88,false_positive,2,False,2026-05-27 17:15:33.149438
3265,ALT_32797_1,32797,1345,964,3069,2025-09-09 01:39:20.078382,merchant_chargeback_spike,low,56.57,under_review,2,False,2026-05-27 17:15:33.149438
3266,ALT_32799_1,32799,7052,1160,11650,2025-08-24 20:39:20.078382,high_chargeback_customer,low,83.4,resolved,0,True,2026-05-27 17:15:33.149438
3267,ALT_32800_1,32800,296,644,14852,2026-03-10 20:39:20.078382,repeated_failed_payments,low,85.22,open,0,True,2026-05-27 17:15:33.149438
3268,ALT_32803_1,32803,3423,43,8556,2025-12-11 04:39:20.078382,repeated_failed_payments,high,57.31,false_positive,2,False,2026-05-27 17:15:33.149438
3269,ALT_32818_1,32818,4088,590,6524,2025-12-25 05:39:20.078382,repeated_failed_payments,high,75.49,under_review,0,True,2026-05-27 17:15:33.149438
3270,ALT_32853_1,32853,4827,56,14502,2025-04-20 10:39:20.078382,emulator_device_usage,medium,71.69,false_positive,2,False,2026-05-27 17:15:33.149438
3271,ALT_32856_1,32856,1537,715,4731,2026-01-05 17:39:20.078382,high_chargeback_customer,medium,45.99,open,0,True,2026-05-27 17:15:33.149438
3272,ALT_32864_1,32864,7357,765,3995,2025-12-11 15:39:20.078382,emulator_device_usage,medium,75.7,false_positive,2,False,2026-05-27 17:15:33.149438
3273,ALT_32869_1,32869,9860,470,11096,2025-05-23 19:39:20.078382,emulator_device_usage,low,53.88,false_positive,0,True,2026-05-27 17:15:33.149438
3274,ALT_32877_1,32877,1679,290,3259,2025-10-30 00:39:20.078382,repeated_failed_payments,high,27.54,under_review,2,False,2026-05-27 17:15:33.149438
3276,ALT_32895_1,32895,3762,945,14699,2025-11-14 06:39:20.078382,merchant_chargeback_spike,medium,45.54,resolved,0,True,2026-05-27 17:15:33.149438
3277,ALT_32896_1,32896,7988,1032,3270,2025-10-05 19:39:20.078382,high_chargeback_customer,medium,63.56,resolved,3,False,2026-05-27 17:15:33.149438
3278,ALT_32919_1,32919,2891,501,14067,2025-10-29 17:39:20.078382,high_chargeback_customer,low,95.57,resolved,0,True,2026-05-27 17:15:33.149438
3279,ALT_32922_1,32922,5528,278,8577,2026-01-06 17:39:20.078382,emulator_device_usage,medium,43.59,under_review,0,True,2026-05-27 17:15:33.149438
3280,ALT_32930_1,32930,2079,1090,13132,2025-08-07 14:39:20.078382,emulator_device_usage,medium,53.08,under_review,2,False,2026-05-27 17:15:33.149438
3281,ALT_32943_1,32943,4191,1162,5681,2026-04-16 02:39:20.078382,high_chargeback_customer,low,40.07,false_positive,0,True,2026-05-27 17:15:33.149438
3282,ALT_32944_1,32944,4922,1133,2323,2026-03-05 03:39:20.078382,merchant_chargeback_spike,low,55.89,resolved,0,True,2026-05-27 17:15:33.149438
3284,ALT_32961_1,32961,971,807,8442,2026-01-08 00:39:20.078382,cross_border_high_risk_merchant,low,28.9,resolved,0,True,2026-05-27 17:15:33.149438
3286,ALT_32997_1,32997,6721,616,2523,2025-10-11 13:39:20.078382,cross_border_high_risk_merchant,medium,28.91,resolved,0,True,2026-05-27 17:15:33.149438
3287,ALT_33029_1,33029,5032,884,8245,2025-11-16 22:39:20.078382,cross_border_high_risk_merchant,medium,28.81,resolved,0,True,2026-05-27 17:15:33.149438
3288,ALT_33031_1,33031,4875,800,8022,2025-06-26 18:39:20.078382,cross_border_high_risk_merchant,high,25.62,resolved,0,True,2026-05-27 17:15:33.149438
3289,ALT_33049_1,33049,2586,962,2197,2025-11-13 01:39:20.078382,emulator_device_usage,low,44.69,resolved,0,True,2026-05-27 17:15:33.149438
3290,ALT_33061_1,33061,3492,876,12662,2025-11-12 19:39:20.078382,merchant_chargeback_spike,high,37.21,under_review,0,True,2026-05-27 17:15:33.149438
3291,ALT_33116_1,33116,5363,463,14976,2025-10-05 01:39:20.078382,shared_device_many_customers,medium,81.95,resolved,0,True,2026-05-27 17:15:33.149438
3292,ALT_33134_1,33134,6761,701,11716,2026-03-17 20:39:20.078382,emulator_device_usage,low,59.99,under_review,2,False,2026-05-27 17:15:33.149438
3293,ALT_33148_1,33148,2926,1110,4642,2025-06-09 23:39:20.078382,merchant_chargeback_spike,high,40.62,under_review,0,True,2026-05-27 17:15:33.149438
3294,ALT_33155_1,33155,1052,2,11050,2026-03-19 09:39:20.078382,high_chargeback_customer,high,58.0,open,0,True,2026-05-27 17:15:33.149438
3296,ALT_33177_1,33177,7629,868,13976,2026-01-18 00:39:20.078382,shared_device_many_customers,high,81.41,resolved,2,False,2026-05-27 17:15:33.149438
3297,ALT_33180_1,33180,4121,249,1405,2025-05-27 12:39:20.078382,shared_device_many_customers,low,30.92,false_positive,2,False,2026-05-27 17:15:33.149438
3298,ALT_33194_1,33194,1293,939,9528,2025-04-26 13:39:20.078382,shared_device_many_customers,low,91.53,under_review,0,True,2026-05-27 17:15:33.149438
3300,ALT_33206_1,33206,233,411,4531,2025-07-01 06:39:20.078382,repeated_failed_payments,medium,24.29,open,2,False,2026-05-27 17:15:33.149438
3301,ALT_33209_1,33209,4697,323,10075,2025-06-18 04:39:20.078382,high_chargeback_customer,high,42.81,under_review,0,True,2026-05-27 17:15:33.149438
3254,ALT_32621_1,32621,6383,172,399,2026-04-27 11:42:30.330496,repeated_failed_payments,low,41.37,resolved,2,False,2026-05-27 17:15:33.149438
3299,ALT_33195_1,33195,6108,442,2589,2025-07-29 03:39:20.078382,repeated_failed_payments,high,76.84,open,2,False,2026-05-27 17:15:33.149438
3285,ALT_32972_1,32972,2667,609,6656,2026-03-30 11:39:20.078382,merchant_chargeback_spike,medium,27.8,resolved,2,False,2026-05-27 17:15:33.149438
3275,ALT_32894_1,32894,3159,218,209,2025-04-22 15:39:20.078382,emulator_device_usage,medium,53.62,resolved,0,True,2026-05-27 17:15:33.149438
3302,ALT_33236_1,33236,4176,142,4582,2026-04-12 21:39:20.078382,emulator_device_usage,medium,33.64,resolved,3,False,2026-05-27 17:15:33.149438
3303,ALT_33251_1,33251,6919,905,11442,2026-03-15 05:39:20.078382,cross_border_high_risk_merchant,medium,56.3,under_review,0,True,2026-05-27 17:15:33.149438
3304,ALT_33258_1,33258,731,475,14876,2025-09-18 06:39:20.078382,merchant_chargeback_spike,high,20.3,under_review,2,False,2026-05-27 17:15:33.149438
3305,ALT_33262_1,33262,1409,49,8379,2026-01-02 19:39:20.078382,emulator_device_usage,low,62.5,resolved,2,False,2026-05-27 17:15:33.149438
3306,ALT_33273_1,33273,1932,155,1612,2025-06-16 11:39:20.078382,high_chargeback_customer,medium,79.42,false_positive,0,True,2026-05-27 17:15:33.149438
3308,ALT_33323_1,33323,5435,522,9902,2026-02-15 02:39:20.078382,shared_device_many_customers,high,28.87,false_positive,0,True,2026-05-27 17:15:33.149438
3309,ALT_33356_1,33356,630,926,8796,2025-07-19 12:39:20.078382,emulator_device_usage,medium,52.99,under_review,0,True,2026-05-27 17:15:33.149438
3310,ALT_33366_1,33366,9840,564,4009,2025-11-20 11:39:20.078382,shared_device_many_customers,high,59.05,resolved,0,True,2026-05-27 17:15:33.149438
3311,ALT_33390_1,33390,8563,927,10830,2025-10-30 07:39:20.078382,shared_device_many_customers,high,95.72,resolved,0,True,2026-05-27 17:15:33.149438
3312,ALT_33391_1,33391,8531,1141,1266,2026-01-28 20:39:20.078382,merchant_chargeback_spike,medium,91.29,under_review,0,True,2026-05-27 17:15:33.149438
3314,ALT_33423_1,33423,7352,798,10277,2026-04-05 03:39:20.078382,high_chargeback_customer,medium,65.18,resolved,0,True,2026-05-27 17:15:33.149438
3315,ALT_33424_1,33424,3950,1061,12374,2025-07-23 18:39:20.078382,merchant_chargeback_spike,low,36.41,false_positive,2,False,2026-05-27 17:15:33.149438
3316,ALT_33443_1,33443,3959,615,9566,2025-04-28 23:39:20.078382,shared_device_many_customers,high,92.64,open,2,False,2026-05-27 17:15:33.149438
3317,ALT_33450_1,33450,6254,1062,10946,2025-06-11 07:39:20.078382,emulator_device_usage,low,31.32,under_review,0,True,2026-05-27 17:15:33.149438
3319,ALT_33477_1,33477,9257,945,12496,2026-01-13 21:39:20.078382,merchant_chargeback_spike,low,94.33,false_positive,0,True,2026-05-27 17:15:33.149438
3320,ALT_33497_1,33497,1693,469,10701,2025-12-07 00:39:20.078382,merchant_chargeback_spike,medium,35.83,resolved,0,True,2026-05-27 17:15:33.149438
3321,ALT_33503_1,33503,4836,106,8237,2025-10-09 02:39:20.078382,shared_device_many_customers,low,89.53,resolved,2,False,2026-05-27 17:15:33.149438
3322,ALT_33531_1,33531,935,1180,1412,2025-08-31 17:39:20.078382,high_chargeback_customer,medium,98.68,resolved,0,True,2026-05-27 17:15:33.149438
3323,ALT_33536_1,33536,7349,560,6930,2025-12-06 21:39:20.078382,high_chargeback_customer,low,68.96,resolved,0,True,2026-05-27 17:15:33.149438
3324,ALT_33539_1,33539,8663,833,11340,2025-07-03 19:39:20.078382,merchant_chargeback_spike,medium,24.64,false_positive,2,False,2026-05-27 17:15:33.149438
3325,ALT_33545_1,33545,4941,592,1066,2025-11-10 22:39:20.078382,emulator_device_usage,high,62.38,under_review,0,True,2026-05-27 17:15:33.149438
3327,ALT_33554_1,33554,8835,277,6266,2026-02-08 22:39:20.078382,repeated_failed_payments,high,61.35,open,3,False,2026-05-27 17:15:33.149438
3328,ALT_33555_1,33555,3967,530,6193,2026-03-25 22:39:20.078382,cross_border_high_risk_merchant,low,34.57,false_positive,0,True,2026-05-27 17:15:33.149438
3329,ALT_33579_1,33579,6012,1071,3300,2026-02-28 14:39:20.078382,high_chargeback_customer,low,79.45,resolved,0,True,2026-05-27 17:15:33.149438
3330,ALT_33583_1,33583,4090,444,12112,2026-03-04 03:39:20.078382,repeated_failed_payments,high,82.02,false_positive,0,True,2026-05-27 17:15:33.149438
3331,ALT_33588_1,33588,1165,812,10023,2025-07-14 15:39:20.078382,cross_border_high_risk_merchant,medium,57.03,resolved,0,True,2026-05-27 17:15:33.149438
3332,ALT_33591_1,33591,2611,1065,10187,2025-10-01 22:39:20.078382,high_chargeback_customer,medium,86.15,under_review,0,True,2026-05-27 17:15:33.149438
3333,ALT_33600_1,33600,6409,1183,9311,2026-01-13 16:39:20.078382,cross_border_high_risk_merchant,low,65.7,resolved,2,False,2026-05-27 17:15:33.149438
3334,ALT_33609_1,33609,6444,288,7281,2026-04-04 09:39:20.078382,emulator_device_usage,medium,58.77,resolved,0,True,2026-05-27 17:15:33.149438
3335,ALT_33620_1,33620,5998,1199,236,2025-07-22 11:39:20.078382,merchant_chargeback_spike,high,68.15,under_review,0,True,2026-05-27 17:15:33.149438
3336,ALT_33636_1,33636,412,107,12594,2025-05-10 21:39:20.078382,repeated_failed_payments,high,94.67,resolved,0,True,2026-05-27 17:15:33.149438
3337,ALT_33639_1,33639,1835,1137,6836,2025-12-21 12:39:20.078382,emulator_device_usage,high,60.76,under_review,0,True,2026-05-27 17:15:33.149438
3339,ALT_33654_1,33654,331,13,13859,2025-10-15 23:39:20.078382,shared_device_many_customers,high,41.4,open,0,True,2026-05-27 17:15:33.149438
3340,ALT_33671_1,33671,4305,495,10397,2025-09-08 08:39:20.078382,cross_border_high_risk_merchant,high,83.41,resolved,0,True,2026-05-27 17:15:33.149438
3341,ALT_33694_1,33694,1306,48,5430,2025-09-24 06:39:20.078382,high_chargeback_customer,low,70.65,false_positive,0,True,2026-05-27 17:15:33.149438
3342,ALT_33695_1,33695,5249,363,3705,2025-12-26 21:39:20.078382,repeated_failed_payments,medium,91.78,open,0,True,2026-05-27 17:15:33.149438
3343,ALT_33702_1,33702,777,459,4654,2026-03-06 05:39:20.078382,high_chargeback_customer,low,32.08,under_review,2,False,2026-05-27 17:15:33.149438
3344,ALT_33703_1,33703,8945,984,9766,2025-07-07 08:39:20.078382,emulator_device_usage,medium,72.25,open,0,True,2026-05-27 17:15:33.149438
3345,ALT_33714_1,33714,5980,890,14212,2025-05-30 20:39:20.078382,repeated_failed_payments,high,25.24,false_positive,0,True,2026-05-27 17:15:33.149438
3346,ALT_33735_1,33735,9279,135,5602,2025-10-15 19:39:20.078382,cross_border_high_risk_merchant,low,85.86,false_positive,0,True,2026-05-27 17:15:33.149438
3347,ALT_33742_1,33742,544,816,5050,2026-02-20 23:39:20.078382,high_chargeback_customer,high,84.7,false_positive,0,True,2026-05-27 17:15:33.149438
3348,ALT_33755_1,33755,2467,4,6874,2025-06-23 11:39:20.078382,shared_device_many_customers,medium,34.16,under_review,2,False,2026-05-27 17:15:33.149438
3349,ALT_33768_1,33768,3160,1040,9648,2026-03-22 07:39:20.078382,high_chargeback_customer,low,73.27,resolved,0,True,2026-05-27 17:15:33.149438
3350,ALT_33781_1,33781,9664,618,360,2025-10-03 08:39:20.078382,merchant_chargeback_spike,high,29.56,open,0,True,2026-05-27 17:15:33.149438
3351,ALT_33786_1,33786,9597,18,12351,2026-01-29 13:39:20.078382,merchant_chargeback_spike,low,31.26,false_positive,0,True,2026-05-27 17:15:33.149438
3352,ALT_33793_1,33793,1544,435,9392,2026-04-02 01:39:20.078382,high_chargeback_customer,low,74.07,under_review,0,True,2026-05-27 17:15:33.149438
3353,ALT_33800_1,33800,9166,1088,11803,2025-12-28 06:39:20.078382,repeated_failed_payments,low,69.94,under_review,0,True,2026-05-27 17:15:33.149438
3354,ALT_33812_1,33812,6223,99,11486,2026-02-23 11:39:20.078382,shared_device_many_customers,high,76.48,under_review,0,True,2026-05-27 17:15:33.149438
3355,ALT_33822_1,33822,925,184,4945,2025-10-26 23:39:20.078382,emulator_device_usage,medium,39.59,resolved,3,False,2026-05-27 17:15:33.149438
3356,ALT_33833_1,33833,6297,643,3735,2025-12-29 20:39:20.078382,cross_border_high_risk_merchant,low,73.2,open,2,False,2026-05-27 17:15:33.149438
3357,ALT_33856_1,33856,5721,6,710,2025-05-07 11:39:20.078382,repeated_failed_payments,high,75.61,resolved,0,True,2026-05-27 17:15:33.149438
3338,ALT_33653_1,33653,2189,1150,986338,2026-01-30 18:39:20.078382,merchant_chargeback_spike,low,35.81,open,1,False,2026-05-27 17:15:33.149438
3307,ALT_33307_1,33307,2007,360,8239,2025-07-14 10:39:20.078382,repeated_failed_payments,low,38.8,under_review,2,False,2026-05-27 17:15:33.149438
3313,ALT_33400_1,33400,5268,542,11411,2026-03-26 20:39:20.078382,merchant_chargeback_spike,medium,150.0,resolved,1,False,2026-05-27 17:15:33.149438
3326,ALT_33553_1,33553,3714,1178,2996,2026-01-06 09:39:20.078382,emulator_device_usage,high,23.46,under_review,0,True,2026-05-27 17:15:33.149438
3358,ALT_33878_1,33878,7225,35,14384,2026-03-08 07:39:20.078382,cross_border_high_risk_merchant,medium,24.61,open,2,False,2026-05-27 17:15:33.149438
3359,ALT_33880_1,33880,3331,555,1085,2025-08-25 20:39:20.078382,repeated_failed_payments,low,58.86,under_review,0,True,2026-05-27 17:15:33.149438
3360,ALT_33885_1,33885,8280,1070,8184,2025-12-18 20:39:20.078382,high_chargeback_customer,high,72.02,open,0,True,2026-05-27 17:15:33.149438
3361,ALT_33891_1,33891,2979,476,3296,2026-01-10 21:39:20.078382,emulator_device_usage,low,37.97,resolved,2,False,2026-05-27 17:15:33.149438
3362,ALT_33892_1,33892,3732,504,4154,2025-12-04 03:39:20.078382,high_chargeback_customer,medium,81.5,false_positive,0,True,2026-05-27 17:15:33.149438
3363,ALT_33898_1,33898,2204,187,824,2025-07-31 21:39:20.078382,emulator_device_usage,low,63.39,false_positive,0,True,2026-05-27 17:15:33.149438
3364,ALT_33905_1,33905,6748,639,8696,2026-04-11 10:39:20.078382,shared_device_many_customers,medium,78.92,false_positive,2,False,2026-05-27 17:15:33.149438
3365,ALT_33921_1,33921,219,765,13307,2026-02-21 19:39:20.078382,high_chargeback_customer,low,69.12,false_positive,2,False,2026-05-27 17:15:33.149438
3366,ALT_33931_1,33931,4470,1086,760,2026-02-24 14:39:20.078382,cross_border_high_risk_merchant,high,24.27,under_review,0,True,2026-05-27 17:15:33.149438
3367,ALT_33933_1,33933,1064,30,10033,2026-02-04 08:39:20.078382,high_chargeback_customer,medium,37.2,open,0,True,2026-05-27 17:15:33.149438
3369,ALT_33943_1,33943,3569,565,13513,2025-10-18 11:39:20.078382,repeated_failed_payments,medium,25.7,open,0,True,2026-05-27 17:15:33.149438
3370,ALT_33945_1,33945,7304,470,2288,2026-04-12 19:39:20.078382,high_chargeback_customer,low,64.68,open,0,True,2026-05-27 17:15:33.149438
3371,ALT_33959_1,33959,7037,930,4655,2025-04-21 16:39:20.078382,repeated_failed_payments,high,84.02,under_review,0,True,2026-05-27 17:15:33.149438
3372,ALT_33982_1,33982,6332,85,391,2025-08-23 01:39:20.078382,emulator_device_usage,low,98.19,open,0,True,2026-05-27 17:15:33.149438
3373,ALT_33983_1,33983,5838,112,13278,2025-12-29 12:39:20.078382,cross_border_high_risk_merchant,medium,60.85,resolved,1,False,2026-05-27 17:15:33.149438
3374,ALT_33984_1,33984,8936,48,13744,2025-05-05 00:39:20.078382,merchant_chargeback_spike,low,25.86,open,0,True,2026-05-27 17:15:33.149438
3375,ALT_33991_1,33991,27,284,6247,2025-08-26 21:39:20.078382,shared_device_many_customers,high,99.46,resolved,0,True,2026-05-27 17:15:33.149438
3376,ALT_33995_1,33995,5198,579,4985,2025-05-13 05:39:20.078382,emulator_device_usage,low,54.77,under_review,0,True,2026-05-27 17:15:33.149438
3377,ALT_34000_1,34000,863,513,4170,2025-05-05 15:39:20.078382,emulator_device_usage,low,42.54,false_positive,0,True,2026-05-27 17:15:33.149438
3379,ALT_34015_1,34015,1861,68,3134,2026-01-07 16:39:20.078382,emulator_device_usage,low,76.08,resolved,2,False,2026-05-27 17:15:33.149438
3380,ALT_34036_1,34036,9517,630,8760,2026-01-06 04:39:20.078382,merchant_chargeback_spike,high,75.1,false_positive,2,False,2026-05-27 17:15:33.149438
3381,ALT_34053_1,34053,4537,1147,6925,2025-11-26 11:39:20.078382,emulator_device_usage,medium,50.36,false_positive,0,True,2026-05-27 17:15:33.149438
3382,ALT_34072_1,34072,7830,816,7332,2026-03-17 21:39:20.078382,repeated_failed_payments,medium,89.02,resolved,0,True,2026-05-27 17:15:33.149438
3383,ALT_34073_1,34073,8294,1007,2657,2025-10-07 14:39:20.078382,shared_device_many_customers,medium,67.09,resolved,0,True,2026-05-27 17:15:33.149438
3384,ALT_34076_1,34076,619,444,6143,2025-06-10 00:39:20.078382,cross_border_high_risk_merchant,high,27.62,under_review,0,True,2026-05-27 17:15:33.149438
3385,ALT_34089_1,34089,9840,667,5459,2025-10-30 18:39:20.078382,repeated_failed_payments,high,27.27,open,0,True,2026-05-27 17:15:33.149438
3386,ALT_34090_1,34090,1745,91,4632,2025-04-28 23:39:20.078382,emulator_device_usage,low,49.76,open,2,False,2026-05-27 17:15:33.149438
3387,ALT_34092_1,34092,2468,388,12266,2025-08-09 17:39:20.078382,cross_border_high_risk_merchant,medium,81.36,under_review,2,False,2026-05-27 17:15:33.149438
3388,ALT_34096_1,34096,5347,524,12253,2026-03-21 01:39:20.078382,cross_border_high_risk_merchant,medium,67.67,false_positive,2,False,2026-05-27 17:15:33.149438
3389,ALT_34106_1,34106,8234,144,8125,2026-04-02 23:39:20.078382,emulator_device_usage,medium,20.47,false_positive,2,False,2026-05-27 17:15:33.149438
3390,ALT_34109_1,34109,9313,162,5630,2025-04-20 05:39:20.078382,shared_device_many_customers,high,61.97,false_positive,3,False,2026-05-27 17:15:33.149438
3391,ALT_34112_1,34112,9781,520,8529,2025-10-08 21:39:20.078382,merchant_chargeback_spike,low,37.44,under_review,0,True,2026-05-27 17:15:33.149438
3392,ALT_34117_1,34117,1782,256,12214,2025-11-18 16:39:20.078382,emulator_device_usage,medium,72.25,resolved,2,False,2026-05-27 17:15:33.149438
3394,ALT_34129_1,34129,6148,660,14895,2025-09-11 18:39:20.078382,shared_device_many_customers,medium,94.03,false_positive,0,True,2026-05-27 17:15:33.149438
3395,ALT_34136_1,34136,7015,16,2981,2025-06-06 22:39:20.078382,emulator_device_usage,medium,80.0,under_review,2,False,2026-05-27 17:15:33.149438
3396,ALT_34151_1,34151,3686,681,7218,2025-11-09 08:39:20.078382,cross_border_high_risk_merchant,high,21.26,under_review,0,True,2026-05-27 17:15:33.149438
3397,ALT_34152_1,34152,2642,58,4963,2026-01-17 16:39:20.078382,shared_device_many_customers,low,78.96,resolved,0,True,2026-05-27 17:15:33.149438
3398,ALT_34153_1,34153,8032,624,13859,2026-03-31 00:39:20.078382,merchant_chargeback_spike,low,83.11,resolved,0,True,2026-05-27 17:15:33.149438
3399,ALT_34162_1,34162,3559,1059,14592,2025-06-30 04:39:20.078382,high_chargeback_customer,medium,83.45,open,0,True,2026-05-27 17:15:33.149438
3400,ALT_34165_1,34165,8251,177,4989,2025-08-22 06:39:20.078382,merchant_chargeback_spike,low,44.48,under_review,0,True,2026-05-27 17:15:33.149438
3402,ALT_34182_1,34182,7619,720,14754,2025-10-15 00:39:20.078382,repeated_failed_payments,high,51.13,resolved,2,False,2026-05-27 17:15:33.149438
3403,ALT_34191_1,34191,100,888,3929,2025-12-13 06:39:20.078382,merchant_chargeback_spike,high,98.1,false_positive,2,False,2026-05-27 17:15:33.149438
3404,ALT_34204_1,34204,6491,184,3951,2025-04-23 14:39:20.078382,emulator_device_usage,high,68.73,false_positive,3,False,2026-05-27 17:15:33.149438
3405,ALT_34208_1,34208,4254,79,9748,2025-11-20 09:39:20.078382,high_chargeback_customer,high,66.75,open,0,True,2026-05-27 17:15:33.149438
3406,ALT_34210_1,34210,9804,922,12985,2025-12-25 00:39:20.078382,cross_border_high_risk_merchant,high,60.68,open,0,True,2026-05-27 17:15:33.149438
3407,ALT_34222_1,34222,2612,479,4814,2025-10-29 11:39:20.078382,merchant_chargeback_spike,high,26.16,open,0,True,2026-05-27 17:15:33.149438
3408,ALT_34230_1,34230,7664,802,11111,2026-02-19 00:39:20.078382,cross_border_high_risk_merchant,high,75.76,resolved,0,True,2026-05-27 17:15:33.149438
3409,ALT_34233_1,34233,7241,827,7520,2025-12-31 07:39:20.078382,cross_border_high_risk_merchant,high,32.35,open,0,True,2026-05-27 17:15:33.149438
3410,ALT_34239_1,34239,2034,524,1954,2025-08-03 17:39:20.078382,shared_device_many_customers,high,67.75,resolved,0,True,2026-05-27 17:15:33.149438
3411,ALT_34257_1,34257,6660,838,5684,2025-12-29 02:39:20.078382,cross_border_high_risk_merchant,medium,67.3,resolved,2,False,2026-05-27 17:15:33.149438
3412,ALT_34264_1,34264,4036,127,7177,2025-07-19 07:39:20.078382,repeated_failed_payments,high,87.04,false_positive,0,True,2026-05-27 17:15:33.149438
3413,ALT_34269_1,34269,6038,465,12776,2025-10-31 19:39:20.078382,emulator_device_usage,medium,62.83,resolved,2,False,2026-05-27 17:15:33.149438
3378,ALT_34011_1,34011,6205,481,4903,2025-08-01 10:39:20.078382,repeated_failed_payments,medium,45.84,open,2,False,2026-05-27 17:15:33.149438
