merchant_id,merchant_ref,merchant_name,legal_name,merchant_category,country_code,settlement_currency,onboarding_date,risk_tier_source,is_active,created_at,updated_at,dq_issue_count,is_valid_record,cleaned_at
273,MERCH_273,Merchant_273,Merchant_273_PTY_LTD,food_delivery,GB,SGD,2025-06-04,low,True,2025-07-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
295,MERCH_295,Merchant_295,Merchant_295_PTY_LTD,subscription,AU,AUD,2026-10-08,high,True,2025-12-19 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
310,MERCH_310,Merchant_310,Merchant_310_PTY_LTD,food_delivery,SG,INR,2026-09-27,high,True,2025-10-15 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
262,MERCH_262,Merchant_262,Merchant_262_PTY_LTD,travel,AU,INR,2025-09-24,high,True,2026-02-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
266,MERCH_266,Merchant_266,,subscription,AU,USD,2025-03-11,medium,False,2025-06-25 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
269,MERCH_269,Merchant_269,,food_delivery,IN,SGD,2025-10-12,medium,True,2026-01-02 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
277,MERCH_277,Merchant_277,,gaming,US,SGD,2024-03-22,high,True,2025-11-06 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
318,MERCH_318,Merchant_318,Merchant_318_PTY_LTD,subscription,GB,INR,2025-01-07,low,True,2026-01-06 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
320,MERCH_320,Merchant_320,Merchant_320_PTY_LTD,gaming,SG,USD,2023-08-08,low,True,2025-08-11 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
322,MERCH_322,Merchant_322,Merchant_322_PTY_LTD,ecommerce,AU,USD,2024-12-31,medium,True,2025-09-28 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
323,MERCH_323,Merchant_323,Merchant_323_PTY_LTD,food_delivery,SG,SGD,2025-06-10,medium,True,2025-08-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
324,MERCH_324,Merchant_324,Merchant_324_PTY_LTD,ecommerce,SG,GBP,2025-12-30,low,False,2025-09-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
325,MERCH_325,Merchant_325,Merchant_325_PTY_LTD,ecommerce,IN,INR,2024-11-21,medium,True,2025-11-06 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
326,MERCH_326,Merchant_326,Merchant_326_PTY_LTD,ecommerce,GB,AUD,2024-01-27,high,True,2026-02-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
327,MERCH_327,Merchant_327,Merchant_327_PTY_LTD,electronics,AU,INR,2025-01-10,medium,True,2025-04-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
328,MERCH_328,Merchant_328,Merchant_328_PTY_LTD,gaming,SG,SGD,2024-04-10,low,True,2025-12-28 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
329,MERCH_329,Merchant_329,Merchant_329_PTY_LTD,electronics,SG,INR,2023-07-30,low,True,2025-11-26 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
331,MERCH_331,Merchant_331,Merchant_331_PTY_LTD,gaming,IN,AUD,2025-11-05,low,True,2025-05-20 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
332,MERCH_332,Merchant_332,Merchant_332_PTY_LTD,ecommerce,AU,AUD,2025-12-11,low,True,2025-11-20 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
333,MERCH_333,Merchant_333,Merchant_333_PTY_LTD,gaming,GB,AUD,2026-03-07,low,True,2025-07-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
334,MERCH_334,Merchant_334,Merchant_334_PTY_LTD,gaming,GB,SGD,2025-03-17,medium,True,2025-07-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
335,MERCH_335,Merchant_335,Merchant_335_PTY_LTD,food_delivery,US,GBP,2024-05-29,high,True,2025-05-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
340,MERCH_340,Merchant_340,Merchant_340_PTY_LTD,ecommerce,GB,SGD,2024-12-01,high,True,2025-09-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
341,MERCH_341,Merchant_341,Merchant_341_PTY_LTD,ecommerce,IN,GBP,2024-04-08,high,False,2026-02-20 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
343,MERCH_343,Merchant_343,Merchant_343_PTY_LTD,gaming,US,GBP,2025-07-11,high,True,2026-01-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
345,MERCH_345,Merchant_345,Merchant_345_PTY_LTD,gaming,AU,AUD,2025-06-29,high,True,2026-02-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
346,MERCH_346,Merchant_346,Merchant_346_PTY_LTD,gaming,SG,SGD,2023-09-22,low,True,2025-09-07 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
349,MERCH_349,Merchant_349,Merchant_349_PTY_LTD,travel,GB,USD,2023-12-26,high,True,2025-11-19 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
350,MERCH_350,Merchant_350,Merchant_350_PTY_LTD,ecommerce,US,SGD,2025-05-04,high,True,2025-05-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
351,MERCH_351,Merchant_351,Merchant_351_PTY_LTD,subscription,AU,AUD,2025-04-23,medium,True,2025-05-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
352,MERCH_352,Merchant_352,Merchant_352_PTY_LTD,gaming,IN,GBP,2023-08-11,medium,True,2025-05-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
353,MERCH_353,Merchant_353,Merchant_353_PTY_LTD,ecommerce,AU,GBP,2025-06-20,low,True,2026-03-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
354,MERCH_354,Merchant_354,Merchant_354_PTY_LTD,ecommerce,US,SGD,2023-12-28,medium,True,2026-01-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
355,MERCH_355,Merchant_355,Merchant_355_PTY_LTD,travel,AU,AUD,2026-01-14,medium,True,2026-01-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
357,MERCH_357,Merchant_357,Merchant_357_PTY_LTD,gaming,AU,INR,2025-02-15,high,True,2026-03-28 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
359,MERCH_359,Merchant_359,Merchant_359_PTY_LTD,food_delivery,SG,SGD,2025-07-17,low,True,2025-10-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
361,MERCH_361,Merchant_361,Merchant_361_PTY_LTD,travel,US,GBP,2023-11-29,medium,True,2025-12-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
363,MERCH_363,Merchant_363,Merchant_363_PTY_LTD,gaming,GB,SGD,2024-06-16,high,True,2025-09-11 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
364,MERCH_364,Merchant_364,Merchant_364_PTY_LTD,electronics,US,GBP,2024-10-19,low,True,2025-05-19 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
365,MERCH_365,Merchant_365,Merchant_365_PTY_LTD,travel,AU,GBP,2024-11-02,low,True,2025-11-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
367,MERCH_367,Merchant_367,Merchant_367_PTY_LTD,food_delivery,GB,GBP,2024-02-13,high,True,2025-06-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
370,MERCH_370,Merchant_370,Merchant_370_PTY_LTD,ecommerce,SG,USD,2025-11-07,high,True,2025-07-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
371,MERCH_371,Merchant_371,Merchant_371_PTY_LTD,gaming,AU,SGD,2024-05-23,high,True,2026-04-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
372,MERCH_372,Merchant_372,Merchant_372_PTY_LTD,subscription,GB,AUD,2025-06-01,low,True,2025-12-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
373,MERCH_373,Merchant_373,Merchant_373_PTY_LTD,subscription,US,USD,2026-04-17,low,True,2025-09-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
374,MERCH_374,Merchant_374,Merchant_374_PTY_LTD,subscription,US,SGD,2023-07-31,high,True,2025-06-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
375,MERCH_375,Merchant_375,Merchant_375_PTY_LTD,gaming,SG,USD,2024-10-21,high,False,2026-01-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
377,MERCH_377,Merchant_377,Merchant_377_PTY_LTD,electronics,AU,SGD,2023-10-26,low,True,2025-08-27 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
378,MERCH_378,Merchant_378,Merchant_378_PTY_LTD,ecommerce,SG,GBP,2024-10-19,medium,True,2025-11-01 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
344,MERCH_344,Merchant_344,Merchant_344_PTY_LTD,ecommerce,US,AUD,2025-03-09,medium,True,2025-12-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
366,MERCH_366,Merchant_366,Merchant_366_PTY_LTD,ecommerce,GB,USD,2024-12-27,low,True,2025-11-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
362,MERCH_362,Merchant_362,Merchant_362_PTY_LTD,electronics,GB,XXX,2024-03-18,medium,True,2025-07-10 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
330,MERCH_330,Merchant_330,Merchant_330_PTY_LTD,ecommerce,GB,GBP,2024-01-27,high,True,2025-11-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
380,MERCH_380,Merchant_380,Merchant_380_PTY_LTD,ecommerce,SG,SGD,2024-01-09,medium,True,2025-07-06 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
336,MERCH_336,Merchant_336,Merchant_336_PTY_LTD,food_delivery,IN,GBP,2025-05-22,low,False,2026-03-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
347,MERCH_347,Merchant_347,Merchant_347_PTY_LTD,food_delivery,IN,GBP,2023-08-13,high,True,2025-08-07 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
337,MERCH_337,Merchant_337,Merchant_337_PTY_LTD,travel,AU,SGD,2025-05-15,high,True,2025-09-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
342,MERCH_342,Merchant_342,Merchant_342_PTY_LTD,travel,GB,AUD,2025-05-08,medium,True,2025-07-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
368,MERCH_368,Merchant_368,Merchant_368_PTY_LTD,electronics,AU,INR,2026-07-26,medium,False,2025-04-29 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
369,MERCH_369,Merchant_369,Merchant_369_PTY_LTD,food_delivery,GB,INR,2026-06-13,high,True,2025-05-03 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
321,MERCH_321,Merchant_321,Merchant_321_PTY_LTD,gaming,AU,SGD,2024-06-12,high,True,2025-05-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
319,MERCH_319,Merchant_319,Merchant_319_PTY_LTD,gaming,US,AUDD,2025-09-09,high,True,2026-03-24 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
376,MERCH_376,Merchant_376,,subscription,AU,GBP,2024-05-17,low,True,2025-08-23 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
360,MERCH_360,Merchant_360,,food_delivery,IN,INR,2024-05-26,high,True,2026-02-09 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
381,MERCH_381,Merchant_381,Merchant_381_PTY_LTD,travel,US,GBP,2024-02-29,medium,True,2025-05-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
383,MERCH_383,Merchant_383,Merchant_383_PTY_LTD,food_delivery,SG,AUD,2026-03-31,medium,True,2025-06-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
384,MERCH_384,Merchant_384,Merchant_384_PTY_LTD,travel,SG,USD,2025-11-21,medium,True,2025-06-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
385,MERCH_385,Merchant_385,Merchant_385_PTY_LTD,food_delivery,GB,GBP,2024-03-15,high,True,2025-08-07 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
386,MERCH_386,Merchant_386,Merchant_386_PTY_LTD,subscription,AU,USD,2024-08-21,medium,True,2026-01-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
387,MERCH_387,Merchant_387,Merchant_387_PTY_LTD,food_delivery,GB,INR,2023-08-31,high,True,2025-07-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
388,MERCH_388,Merchant_388,Merchant_388_PTY_LTD,ecommerce,IN,USD,2024-04-14,high,True,2025-10-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
389,MERCH_389,Merchant_389,Merchant_389_PTY_LTD,food_delivery,US,SGD,2025-09-04,high,True,2025-09-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
391,MERCH_391,Merchant_391,Merchant_391_PTY_LTD,travel,IN,AUD,2023-07-25,low,True,2026-03-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
392,MERCH_392,Merchant_392,Merchant_392_PTY_LTD,electronics,AU,INR,2025-07-30,medium,True,2026-02-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
393,MERCH_393,Merchant_393,Merchant_393_PTY_LTD,subscription,US,INR,2026-02-26,medium,True,2026-04-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
394,MERCH_394,Merchant_394,Merchant_394_PTY_LTD,travel,SG,SGD,2025-05-22,low,True,2026-01-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
395,MERCH_395,Merchant_395,Merchant_395_PTY_LTD,electronics,GB,AUD,2026-02-16,medium,True,2025-06-30 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
396,MERCH_396,Merchant_396,Merchant_396_PTY_LTD,electronics,US,INR,2023-08-21,low,True,2026-02-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
397,MERCH_397,Merchant_397,Merchant_397_PTY_LTD,gaming,AU,SGD,2024-07-09,low,False,2025-06-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
399,MERCH_399,Merchant_399,Merchant_399_PTY_LTD,electronics,AU,SGD,2025-08-02,medium,False,2025-05-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
400,MERCH_400,Merchant_400,Merchant_400_PTY_LTD,gaming,SG,SGD,2025-10-28,low,True,2026-01-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
401,MERCH_401,Merchant_401,Merchant_401_PTY_LTD,travel,GB,USD,2025-06-01,low,True,2026-01-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
402,MERCH_402,Merchant_402,Merchant_402_PTY_LTD,gaming,US,SGD,2024-08-09,medium,True,2025-09-29 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
404,MERCH_404,Merchant_404,Merchant_404_PTY_LTD,ecommerce,US,INR,2025-07-06,low,True,2026-02-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
406,MERCH_406,Merchant_406,Merchant_406_PTY_LTD,subscription,SG,AUD,2025-07-02,low,True,2025-09-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
407,MERCH_407,Merchant_407,Merchant_407_PTY_LTD,electronics,US,GBP,2025-02-18,medium,False,2025-06-22 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
409,MERCH_409,Merchant_409,Merchant_409_PTY_LTD,food_delivery,SG,GBP,2023-11-09,high,True,2025-05-15 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
410,MERCH_410,Merchant_410,Merchant_410_PTY_LTD,gaming,AU,INR,2023-09-12,low,True,2025-07-26 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
412,MERCH_412,Merchant_412,Merchant_412_PTY_LTD,electronics,SG,AUD,2023-10-30,high,True,2025-12-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
414,MERCH_414,Merchant_414,Merchant_414_PTY_LTD,subscription,US,INR,2023-08-13,low,True,2025-11-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
416,MERCH_416,Merchant_416,Merchant_416_PTY_LTD,subscription,SG,SGD,2024-05-24,medium,True,2025-07-21 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
417,MERCH_417,Merchant_417,Merchant_417_PTY_LTD,gaming,SG,USD,2024-04-03,medium,True,2026-03-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
418,MERCH_418,Merchant_418,Merchant_418_PTY_LTD,travel,AU,GBP,2023-09-22,high,True,2025-08-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
419,MERCH_419,Merchant_419,Merchant_419_PTY_LTD,electronics,GB,SGD,2024-07-10,medium,True,2025-11-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
420,MERCH_420,Merchant_420,Merchant_420_PTY_LTD,subscription,IN,GBP,2024-09-13,low,True,2025-10-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
421,MERCH_421,Merchant_421,Merchant_421_PTY_LTD,travel,SG,INR,2024-07-10,low,True,2025-10-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
424,MERCH_424,Merchant_424,Merchant_424_PTY_LTD,subscription,AU,INR,2025-12-10,low,True,2025-08-03 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
425,MERCH_425,Merchant_425,Merchant_425_PTY_LTD,food_delivery,GB,INR,2025-12-23,low,True,2025-06-09 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
426,MERCH_426,Merchant_426,Merchant_426_PTY_LTD,food_delivery,GB,USD,2025-06-01,medium,True,2026-03-29 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
427,MERCH_427,Merchant_427,Merchant_427_PTY_LTD,food_delivery,AU,GBP,2023-12-11,medium,True,2025-08-12 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
429,MERCH_429,Merchant_429,Merchant_429_PTY_LTD,electronics,SG,SGD,2025-08-18,low,False,2025-08-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
430,MERCH_430,Merchant_430,Merchant_430_PTY_LTD,travel,GB,GBP,2026-02-26,low,True,2026-03-18 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
431,MERCH_431,Merchant_431,Merchant_431_PTY_LTD,travel,AU,GBP,2026-02-05,high,False,2026-01-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
432,MERCH_432,Merchant_432,Merchant_432_PTY_LTD,ecommerce,AU,GBP,2023-09-19,low,True,2025-06-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
434,MERCH_434,Merchant_434,Merchant_434_PTY_LTD,gaming,GB,USD,2025-08-31,medium,True,2025-09-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
436,MERCH_436,Merchant_436,Merchant_436_PTY_LTD,subscription,IN,SGD,2023-08-22,low,True,2026-01-31 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
438,MERCH_438,Merchant_438,Merchant_438_PTY_LTD,gaming,GB,USD,2024-06-02,high,True,2025-09-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
439,MERCH_439,Merchant_439,Merchant_439_PTY_LTD,electronics,AU,INR,2024-03-03,high,False,2025-10-27 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
440,MERCH_440,Merchant_440,Merchant_440_PTY_LTD,travel,AU,USD,2026-04-04,low,True,2026-02-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
441,MERCH_441,Merchant_441,Merchant_441_PTY_LTD,subscription,SG,SGD,2025-06-25,high,True,2025-05-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
443,MERCH_443,Merchant_443,Merchant_443_PTY_LTD,food_delivery,US,SGD,2024-05-24,low,True,2026-02-17 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
403,MERCH_403,Merchant_403,Merchant_403_PTY_LTD,travel,AU,AUDD,2024-06-28,low,True,2026-03-06 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
413,MERCH_413,Merchant_413,Merchant_413_PTY_LTD,gaming,SG,AUDD,2025-07-10,medium,True,2025-11-01 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
442,MERCH_442,Merchant_442,Merchant_442_PTY_LTD,electronics,SG,AUDD,2023-10-24,medium,True,2025-10-16 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
405,MERCH_405,Merchant_405,Merchant_405_PTY_LTD,subscription,IN,XXX,2024-03-11,medium,True,2025-12-01 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
422,MERCH_422,Merchant_422,Merchant_422_PTY_LTD,ecommerce,GB,AUD,2025-10-03,low,True,2025-05-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
437,MERCH_437,Merchant_437,Merchant_437_PTY_LTD,ecommerce,GB,INR,2023-08-26,medium,False,2025-05-16 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
390,MERCH_390,Merchant_390,Merchant_390_PTY_LTD,food_delivery,GB,GBP,2025-03-15,high,True,2025-12-04 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
428,MERCH_428,Merchant_428,Merchant_428_PTY_LTD,food_delivery,IN,INR,2025-01-06,low,True,2025-05-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
411,MERCH_411,Merchant_411,Merchant_411_PTY_LTD,electronics,GB,USD,2026-09-24,medium,True,2026-03-20 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
433,MERCH_433,Merchant_433,Merchant_433_PTY_LTD,food_delivery,IN,GBP,2026-05-03,high,True,2025-09-15 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
435,MERCH_435,Merchant_435,Merchant_435_PTY_LTD,subscription,US,INR,2025-08-11,high,True,2025-12-24 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
423,MERCH_423,Merchant_423,Merchant_423_PTY_LTD,subscription,GB,SGD,2024-09-10,medium,True,2025-06-23 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
398,MERCH_398,Merchant_398,,electronics,US,USD,2024-08-10,medium,False,2026-04-05 07:26:36.509380,2026-04-17 07:26:36.509380,1,False,2026-05-27 16:37:19.641637
444,MERCH_444,Merchant_444,Merchant_444_PTY_LTD,ecommerce,US,SGD,2025-07-31,medium,False,2026-03-21 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
445,MERCH_445,Merchant_445,Merchant_445_PTY_LTD,ecommerce,AU,AUD,2023-10-24,high,True,2025-12-13 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
447,MERCH_447,Merchant_447,Merchant_447_PTY_LTD,ecommerce,AU,USD,2026-02-08,low,True,2025-05-02 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
451,MERCH_451,Merchant_451,Merchant_451_PTY_LTD,ecommerce,GB,GBP,2026-02-13,low,True,2025-11-08 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
452,MERCH_452,Merchant_452,Merchant_452_PTY_LTD,electronics,SG,USD,2025-01-09,high,True,2025-11-11 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
453,MERCH_453,Merchant_453,Merchant_453_PTY_LTD,gaming,AU,GBP,2026-03-27,low,True,2026-03-10 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
454,MERCH_454,Merchant_454,Merchant_454_PTY_LTD,subscription,IN,AUD,2025-01-19,high,True,2025-08-14 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
455,MERCH_455,Merchant_455,Merchant_455_PTY_LTD,travel,GB,AUD,2024-07-08,low,True,2025-08-25 07:26:36.509380,2026-04-17 07:26:36.509380,0,True,2026-05-27 16:37:19.641637
