device_id,device_ref,customer_id,device_type,os_name,app_version,is_emulator,first_seen_at,last_seen_at,country_code,ip_country_code,dq_issue_count,is_valid_record,cleaned_at
4331,DEV_4331,5409,desktop,macos,v3.3,False,2024-12-09 07:31:40.479076,2026-04-01 07:31:40.479076,AU,SG,0,True,2026-05-27 16:41:43.303822
4332,DEV_4332,6720,tablet,android,v3.4,False,2025-02-17 07:31:40.479076,2026-03-19 07:31:40.479076,GB,IN,0,True,2026-05-27 16:41:43.303822
4333,DEV_4333,9376,mobile,macos,v5.9,False,2025-10-23 07:31:40.479076,2026-03-30 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4334,DEV_4334,7250,mobile,ios,v3.2,False,2024-07-05 07:31:40.479076,2026-03-20 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4336,DEV_4336,9629,tablet,android,v3.1,False,2025-04-09 07:31:40.479076,2026-03-30 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4337,DEV_4337,755,desktop,windows,v3.7,False,2025-10-31 07:31:40.479076,2026-04-05 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4338,DEV_4338,7139,tablet,macos,v5.4,False,2024-11-09 07:31:40.479076,2026-04-01 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4339,DEV_4339,5879,desktop,windows,v4.5,False,2025-06-21 07:31:40.479076,2026-03-21 07:31:40.479076,US,US,0,True,2026-05-27 16:41:43.303822
4340,DEV_4340,2944,mobile,android,v1.4,False,2026-02-13 07:31:40.479076,2026-04-06 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4341,DEV_4341,5911,mobile,ios,v1.1,False,2024-10-30 07:31:40.479076,2026-03-25 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4342,DEV_4342,7366,tablet,windows,v1.0,False,2026-04-02 07:31:40.479076,2026-04-14 07:31:40.479076,US,SG,0,True,2026-05-27 16:41:43.303822
4343,DEV_4343,4621,desktop,windows,v1.6,False,2025-11-26 07:31:40.479076,2026-04-17 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4344,DEV_4344,4418,mobile,macos,v3.1,False,2024-08-05 07:31:40.479076,2026-04-12 07:31:40.479076,IN,AU,0,True,2026-05-27 16:41:43.303822
4346,DEV_4346,7069,desktop,macos,v1.3,False,2026-03-30 07:31:40.479076,2026-04-14 07:31:40.479076,SG,IN,0,True,2026-05-27 16:41:43.303822
4347,DEV_4347,2674,tablet,macos,v3.3,False,2025-03-24 07:31:40.479076,2026-03-26 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4348,DEV_4348,1086,desktop,android,v3.6,False,2025-10-10 07:31:40.479076,2026-04-07 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4349,DEV_4349,5968,desktop,macos,v3.1,False,2025-03-31 07:31:40.479076,2026-04-02 07:31:40.479076,GB,IN,0,True,2026-05-27 16:41:43.303822
4286,DEV_4286,6015,desktop,ios,v4.3,False,2025-12-30 07:31:40.479076,2026-03-30 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4317,DEV_4317,7413,mobile,ios,v4.0,False,2025-12-25 07:31:40.479076,2026-03-19 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4335,DEV_4335,3593,tablet,ios,,False,2025-08-21 07:31:40.479076,2026-03-21 07:31:40.479076,IN,GB,2,False,2026-05-27 16:41:43.303822
4350,DEV_4350,8401,desktop,ios,v2.0,False,2026-03-30 07:31:40.479076,2026-03-20 07:31:40.479076,US,US,1,False,2026-05-27 16:41:43.303822
4352,DEV_4352,2919,mobile,windows,v2.1,False,2024-11-17 07:31:40.479076,2026-04-02 07:31:40.479076,IN,SG,0,True,2026-05-27 16:41:43.303822
4353,DEV_4353,5916,desktop,macos,v1.7,False,2025-05-13 07:31:40.479076,2026-03-31 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4354,DEV_4354,6745,mobile,ios,v1.8,False,2025-09-19 07:31:40.479076,2026-04-13 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4355,DEV_4355,8096,tablet,android,v4.6,False,2025-05-03 07:31:40.479076,2026-03-20 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4356,DEV_4356,2429,desktop,windows,v4.9,False,2024-09-04 07:31:40.479076,2026-03-23 07:31:40.479076,US,SG,0,True,2026-05-27 16:41:43.303822
4357,DEV_4357,1101,tablet,windows,v3.6,False,2025-06-11 07:31:40.479076,2026-03-22 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4358,DEV_4358,1286,desktop,macos,v4.8,False,2025-01-24 07:31:40.479076,2026-04-08 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4359,DEV_4359,3167,mobile,macos,v3.8,False,2024-06-08 07:31:40.479076,2026-03-18 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4360,DEV_4360,8683,desktop,macos,v2.0,False,2025-11-12 07:31:40.479076,2026-04-09 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4361,DEV_4361,3116,mobile,windows,v4.0,False,2025-08-30 07:31:40.479076,2026-03-23 07:31:40.479076,US,SG,0,True,2026-05-27 16:41:43.303822
4363,DEV_4363,9753,tablet,windows,v4.3,False,2024-12-16 07:31:40.479076,2026-03-28 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4364,DEV_4364,8376,mobile,windows,v3.6,False,2025-04-05 07:31:40.479076,2026-03-29 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4365,DEV_4365,3142,desktop,android,v4.4,False,2025-03-31 07:31:40.479076,2026-03-20 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4366,DEV_4366,5714,mobile,windows,v4.2,False,2025-06-17 07:31:40.479076,2026-04-06 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4367,DEV_4367,8803,desktop,android,v1.5,False,2026-04-17 07:31:40.479076,2026-03-23 07:31:40.479076,US,AU,1,False,2026-05-27 16:41:43.303822
4368,DEV_4368,766,tablet,macos,v5.2,True,2024-12-04 07:31:40.479076,2026-03-19 07:31:40.479076,SG,SG,0,True,2026-05-27 16:41:43.303822
4369,DEV_4369,8724,tablet,ios,v2.3,False,2025-10-19 07:31:40.479076,2026-03-31 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4370,DEV_4370,3064,desktop,ios,v5.3,False,2026-03-29 07:31:40.479076,2026-03-24 07:31:40.479076,US,US,1,False,2026-05-27 16:41:43.303822
4371,DEV_4371,5433,desktop,android,v4.8,False,2025-08-14 07:31:40.479076,2026-03-25 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4372,DEV_4372,2743,mobile,windows,v4.3,False,2024-07-24 07:31:40.479076,2026-04-09 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4373,DEV_4373,6903,mobile,android,v5.0,False,2024-12-16 07:31:40.479076,2026-04-06 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4374,DEV_4374,1652,desktop,windows,v1.2,False,2024-06-14 07:31:40.479076,2026-03-22 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4375,DEV_4375,3627,mobile,ios,v4.5,False,2026-02-14 07:31:40.479076,2026-04-16 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4377,DEV_4377,9068,tablet,macos,v4.1,False,2024-09-04 07:31:40.479076,2026-04-13 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4378,DEV_4378,620,mobile,android,v5.9,False,2025-06-19 07:31:40.479076,2026-03-26 07:31:40.479076,SG,AU,0,True,2026-05-27 16:41:43.303822
4380,DEV_4380,1224,tablet,android,v5.4,False,2024-08-01 07:31:40.479076,2026-03-19 07:31:40.479076,US,IN,0,True,2026-05-27 16:41:43.303822
4381,DEV_4381,7815,mobile,macos,v1.1,False,2025-03-15 07:31:40.479076,2026-03-29 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4382,DEV_4382,9951,tablet,ios,v3.3,False,2024-08-26 07:31:40.479076,2026-04-01 07:31:40.479076,SG,GB,1,False,2026-05-27 16:41:43.303822
4383,DEV_4383,856,tablet,windows,v5.7,False,2024-06-07 07:31:40.479076,2026-03-19 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4384,DEV_4384,2552,tablet,macos,v5.4,False,2024-05-05 07:31:40.479076,2026-04-04 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4385,DEV_4385,4529,mobile,ios,v1.1,False,2025-05-10 07:31:40.479076,2026-04-10 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4386,DEV_4386,6279,desktop,android,v5.6,False,2024-04-21 07:31:40.479076,2026-03-22 07:31:40.479076,IN,AU,0,True,2026-05-27 16:41:43.303822
4387,DEV_4387,4670,desktop,macos,v5.7,False,2026-03-16 07:31:40.479076,2026-04-06 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4388,DEV_4388,9536,mobile,macos,v4.7,False,2025-06-15 07:31:40.479076,2026-03-29 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4389,DEV_4389,9391,mobile,windows,v5.0,False,2024-08-08 07:31:40.479076,2026-03-22 07:31:40.479076,IN,SG,0,True,2026-05-27 16:41:43.303822
4390,DEV_4390,2627,desktop,macos,v1.2,False,2024-06-18 07:31:40.479076,2026-04-15 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4391,DEV_4391,6809,mobile,macos,v2.2,False,2026-02-28 07:31:40.479076,2026-04-07 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4392,DEV_4392,1625,tablet,ios,v2.9,False,2025-05-22 07:31:40.479076,2026-04-09 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4393,DEV_4393,2788,desktop,android,v2.8,False,2024-05-15 07:31:40.479076,2026-03-25 07:31:40.479076,SG,SG,0,True,2026-05-27 16:41:43.303822
4394,DEV_4394,427,desktop,windows,v3.8,False,2025-05-03 07:31:40.479076,2026-04-11 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4396,DEV_4396,4943,tablet,windows,v3.7,False,2025-10-01 07:31:40.479076,2026-04-15 07:31:40.479076,US,SG,0,True,2026-05-27 16:41:43.303822
4397,DEV_4397,1224,desktop,macos,v5.1,False,2025-12-19 07:31:40.479076,2026-03-22 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4398,DEV_4398,69,mobile,windows,v2.8,False,2025-01-14 07:31:40.479076,2026-03-24 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4399,DEV_4399,1007,tablet,windows,v2.1,False,2025-11-19 07:31:40.479076,2026-04-03 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4400,DEV_4400,3613,mobile,macos,v1.3,False,2024-09-18 07:31:40.479076,2026-03-29 07:31:40.479076,AU,GB,1,False,2026-05-27 16:41:43.303822
4401,DEV_4401,4385,desktop,macos,v2.5,False,2026-04-10 07:31:40.479076,2026-04-05 07:31:40.479076,US,AU,1,False,2026-05-27 16:41:43.303822
4402,DEV_4402,4409,tablet,macos,v1.6,False,2025-07-01 07:31:40.479076,2026-03-26 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4403,DEV_4403,6329,tablet,ios,v1.1,False,2025-02-28 07:31:40.479076,2026-03-22 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4404,DEV_4404,5223,tablet,macos,v4.7,False,2025-06-07 07:31:40.479076,2026-04-06 07:31:40.479076,SG,AU,0,True,2026-05-27 16:41:43.303822
4405,DEV_4405,9430,desktop,ios,v2.8,False,2025-08-03 07:31:40.479076,2026-04-02 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4406,DEV_4406,563,mobile,macos,v2.6,False,2024-09-08 07:31:40.479076,2026-04-09 07:31:40.479076,IN,GB,0,True,2026-05-27 16:41:43.303822
4408,DEV_4408,4540,desktop,windows,v4.4,False,2025-08-03 07:31:40.479076,2026-03-18 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4409,DEV_4409,8876,tablet,ios,v4.4,False,2026-01-18 07:31:40.479076,2026-04-03 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4410,DEV_4410,705,tablet,android,v4.7,False,2025-07-13 07:31:40.479076,2026-03-29 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4411,DEV_4411,8296,tablet,windows,v2.0,False,2025-04-18 07:31:40.479076,2026-04-15 07:31:40.479076,US,US,0,True,2026-05-27 16:41:43.303822
4412,DEV_4412,5600,tablet,ios,v1.7,False,2025-02-23 07:31:40.479076,2026-04-02 07:31:40.479076,GB,GB,0,True,2026-05-27 16:41:43.303822
4413,DEV_4413,6695,tablet,android,v4.5,False,2025-08-11 07:31:40.479076,2026-03-30 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4414,DEV_4414,8870,tablet,macos,v3.8,False,2025-08-06 07:31:40.479076,2026-04-09 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4416,DEV_4416,5491,desktop,macos,v5.4,False,2025-07-03 07:31:40.479076,2026-04-15 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4417,DEV_4417,3637,mobile,windows,v5.0,False,2026-04-05 07:31:40.479076,2026-03-30 07:31:40.479076,IN,AU,1,False,2026-05-27 16:41:43.303822
4418,DEV_4418,6654,tablet,macos,v4.7,False,2024-11-17 07:31:40.479076,2026-03-19 07:31:40.479076,US,IN,0,True,2026-05-27 16:41:43.303822
4419,DEV_4419,9712,mobile,android,v5.8,False,2025-01-07 07:31:40.479076,2026-03-20 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4420,DEV_4420,2666,desktop,windows,v5.8,False,2025-11-07 07:31:40.479076,2026-03-26 07:31:40.479076,IN,US,0,True,2026-05-27 16:41:43.303822
4421,DEV_4421,8206,tablet,android,v3.8,False,2024-06-05 07:31:40.479076,2026-04-09 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4422,DEV_4422,2860,desktop,ios,v4.1,False,2024-06-20 07:31:40.479076,2026-04-12 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4423,DEV_4423,2282,mobile,windows,v5.1,False,2024-09-21 07:31:40.479076,2026-04-03 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4424,DEV_4424,4635,mobile,macos,v1.3,False,2025-03-31 07:31:40.479076,2026-04-06 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4395,DEV_4395,7882,tablet,android,,False,2025-01-14 07:31:40.479076,2026-03-23 07:31:40.479076,AU,GB,1,False,2026-05-27 16:41:43.303822
4362,DEV_4362,1004361,mobile,macos,v4.3,False,2025-12-30 07:31:40.479076,2026-04-10 07:31:40.479076,GB,AU,1,False,2026-05-27 16:41:43.303822
4351,DEV_4351,5224,mobile,android,v1.1,False,2025-12-16 07:31:40.479076,2025-12-11 07:31:40.479076,IN,SG,1,False,2026-05-27 16:41:43.303822
4415,DEV_4415,1965,desktop,ios,v4.1,False,2025-02-17 07:31:40.479076,2026-04-10 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4425,DEV_4425,9610,mobile,ios,v5.4,False,2025-11-11 07:31:40.479076,2026-03-30 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4426,DEV_4426,3371,tablet,ios,v1.6,False,2024-04-24 07:31:40.479076,2026-03-27 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4427,DEV_4427,3960,desktop,ios,v3.6,False,2025-03-27 07:31:40.479076,2026-04-12 07:31:40.479076,IN,AU,0,True,2026-05-27 16:41:43.303822
4428,DEV_4428,4253,desktop,windows,v5.9,False,2025-10-19 07:31:40.479076,2026-03-28 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4429,DEV_4429,2741,mobile,windows,v5.1,False,2024-12-20 07:31:40.479076,2026-03-20 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4430,DEV_4430,1558,mobile,macos,v1.1,False,2025-07-31 07:31:40.479076,2026-04-17 07:31:40.479076,SG,AU,0,True,2026-05-27 16:41:43.303822
4431,DEV_4431,7581,desktop,ios,v2.3,False,2025-06-16 07:31:40.479076,2026-03-29 07:31:40.479076,SG,US,0,True,2026-05-27 16:41:43.303822
4432,DEV_4432,2228,desktop,android,v4.6,False,2025-08-27 07:31:40.479076,2026-03-21 07:31:40.479076,IN,SG,0,True,2026-05-27 16:41:43.303822
4433,DEV_4433,424,mobile,macos,v4.3,True,2024-09-17 07:31:40.479076,2026-03-21 07:31:40.479076,GB,IN,0,True,2026-05-27 16:41:43.303822
4434,DEV_4434,6127,desktop,windows,v4.9,False,2025-07-15 07:31:40.479076,2026-03-27 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4435,DEV_4435,463,desktop,windows,v2.2,False,2025-11-07 07:31:40.479076,2026-04-07 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4436,DEV_4436,6268,desktop,android,v1.5,False,2025-02-15 07:31:40.479076,2026-03-23 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4437,DEV_4437,8697,desktop,android,v1.0,False,2024-08-03 07:31:40.479076,2026-04-06 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4438,DEV_4438,2539,desktop,android,v4.1,False,2025-02-11 07:31:40.479076,2026-04-08 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4439,DEV_4439,510,tablet,android,v3.5,False,2025-03-26 07:31:40.479076,2026-04-15 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4440,DEV_4440,1587,mobile,macos,v3.1,False,2024-12-24 07:31:40.479076,2026-03-31 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4441,DEV_4441,3827,mobile,android,v5.7,False,2024-10-06 07:31:40.479076,2026-04-05 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4442,DEV_4442,7795,mobile,ios,v2.6,False,2025-05-19 07:31:40.479076,2026-03-25 07:31:40.479076,GB,GB,0,True,2026-05-27 16:41:43.303822
4443,DEV_4443,7345,tablet,ios,v2.1,False,2024-10-01 07:31:40.479076,2026-03-27 07:31:40.479076,US,US,0,True,2026-05-27 16:41:43.303822
4444,DEV_4444,9638,mobile,android,v3.8,False,2024-07-15 07:31:40.479076,2026-04-03 07:31:40.479076,US,IN,0,True,2026-05-27 16:41:43.303822
4445,DEV_4445,7293,desktop,android,v2.2,False,2025-07-16 07:31:40.479076,2026-03-30 07:31:40.479076,IN,IN,1,False,2026-05-27 16:41:43.303822
4446,DEV_4446,7518,desktop,ios,v3.8,False,2025-10-27 07:31:40.479076,2026-04-11 07:31:40.479076,SG,SG,0,True,2026-05-27 16:41:43.303822
4447,DEV_4447,3892,mobile,macos,v3.0,False,2025-05-17 07:31:40.479076,2026-03-22 07:31:40.479076,SG,AU,0,True,2026-05-27 16:41:43.303822
4448,DEV_4448,1773,mobile,ios,v1.7,False,2025-09-14 07:31:40.479076,2026-04-15 07:31:40.479076,US,SG,0,True,2026-05-27 16:41:43.303822
4449,DEV_4449,8705,mobile,ios,v4.2,False,2026-02-11 07:31:40.479076,2026-04-13 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4450,DEV_4450,6566,tablet,android,v3.7,False,2025-01-01 07:31:40.479076,2026-03-22 07:31:40.479076,IN,US,0,True,2026-05-27 16:41:43.303822
4451,DEV_4451,7765,tablet,ios,v1.3,False,2026-03-05 07:31:40.479076,2026-03-19 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4452,DEV_4452,8163,tablet,macos,v2.8,False,2025-06-24 07:31:40.479076,2026-04-13 07:31:40.479076,SG,IN,0,True,2026-05-27 16:41:43.303822
4453,DEV_4453,1667,mobile,ios,v5.8,False,2024-10-07 07:31:40.479076,2026-04-14 07:31:40.479076,US,IN,0,True,2026-05-27 16:41:43.303822
4454,DEV_4454,5474,mobile,android,v1.8,False,2024-09-09 07:31:40.479076,2026-03-27 07:31:40.479076,AU,SG,0,True,2026-05-27 16:41:43.303822
4455,DEV_4455,3758,mobile,macos,v1.0,False,2025-10-24 07:31:40.479076,2026-03-26 07:31:40.479076,US,IN,1,False,2026-05-27 16:41:43.303822
4456,DEV_4456,1463,tablet,macos,v4.5,False,2024-09-29 07:31:40.479076,2026-04-14 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4457,DEV_4457,7832,mobile,macos,v4.8,False,2025-08-18 07:31:40.479076,2026-03-28 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4458,DEV_4458,2714,mobile,ios,v1.4,False,2024-11-21 07:31:40.479076,2026-04-12 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4459,DEV_4459,4743,tablet,macos,v3.2,False,2024-06-16 07:31:40.479076,2026-04-02 07:31:40.479076,SG,SG,0,True,2026-05-27 16:41:43.303822
4460,DEV_4460,3042,desktop,macos,v2.7,False,2025-08-20 07:31:40.479076,2026-04-12 07:31:40.479076,GB,GB,0,True,2026-05-27 16:41:43.303822
4461,DEV_4461,6087,tablet,macos,v5.1,False,2025-12-02 07:31:40.479076,2026-04-12 07:31:40.479076,GB,GB,0,True,2026-05-27 16:41:43.303822
4462,DEV_4462,2307,desktop,macos,v1.1,False,2024-12-07 07:31:40.479076,2026-04-07 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4463,DEV_4463,6470,desktop,ios,v3.4,False,2026-02-27 07:31:40.479076,2026-03-19 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4464,DEV_4464,2201,tablet,ios,v4.0,False,2025-06-02 07:31:40.479076,2026-04-02 07:31:40.479076,GB,US,0,True,2026-05-27 16:41:43.303822
4465,DEV_4465,4380,tablet,ios,v4.6,False,2024-04-26 07:31:40.479076,2026-04-10 07:31:40.479076,GB,AU,1,False,2026-05-27 16:41:43.303822
4466,DEV_4466,6031,desktop,macos,v5.1,False,2025-08-09 07:31:40.479076,2026-03-21 07:31:40.479076,SG,IN,0,True,2026-05-27 16:41:43.303822
4467,DEV_4467,474,desktop,ios,v4.2,False,2024-12-17 07:31:40.479076,2026-04-16 07:31:40.479076,SG,IN,0,True,2026-05-27 16:41:43.303822
4469,DEV_4469,1295,desktop,macos,v2.5,False,2026-03-18 07:31:40.479076,2026-03-22 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4470,DEV_4470,5368,desktop,ios,v4.2,False,2025-04-29 07:31:40.479076,2026-03-20 07:31:40.479076,SG,GB,1,False,2026-05-27 16:41:43.303822
4471,DEV_4471,8332,tablet,ios,v5.5,False,2025-10-05 07:31:40.479076,2026-03-29 07:31:40.479076,SG,GB,0,True,2026-05-27 16:41:43.303822
4472,DEV_4472,9765,tablet,macos,v4.8,False,2024-11-05 07:31:40.479076,2026-04-15 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4473,DEV_4473,944,tablet,ios,v2.5,False,2025-07-28 07:31:40.479076,2026-04-05 07:31:40.479076,IN,US,0,True,2026-05-27 16:41:43.303822
4474,DEV_4474,4823,mobile,macos,v4.5,False,2025-02-04 07:31:40.479076,2026-03-21 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4475,DEV_4475,1482,mobile,windows,v5.2,False,2024-07-15 07:31:40.479076,2026-04-15 07:31:40.479076,US,US,0,True,2026-05-27 16:41:43.303822
4476,DEV_4476,1680,mobile,macos,v3.9,False,2024-09-22 07:31:40.479076,2026-04-02 07:31:40.479076,SG,US,1,False,2026-05-27 16:41:43.303822
4477,DEV_4477,5138,mobile,android,v4.0,False,2024-06-19 07:31:40.479076,2026-04-07 07:31:40.479076,GB,AU,0,True,2026-05-27 16:41:43.303822
4478,DEV_4478,2056,desktop,android,v1.8,False,2024-10-26 07:31:40.479076,2026-04-17 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4479,DEV_4479,9309,mobile,android,v5.4,False,2025-05-10 07:31:40.479076,2026-03-31 07:31:40.479076,IN,IN,0,True,2026-05-27 16:41:43.303822
4480,DEV_4480,9396,desktop,macos,v5.3,False,2025-05-22 07:31:40.479076,2026-03-26 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4481,DEV_4481,8287,mobile,windows,v5.7,False,2024-07-11 07:31:40.479076,2026-03-29 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4482,DEV_4482,4490,tablet,macos,v5.1,False,2025-04-23 07:31:40.479076,2026-04-16 07:31:40.479076,AU,US,0,True,2026-05-27 16:41:43.303822
4483,DEV_4483,7702,tablet,android,v4.2,False,2025-01-02 07:31:40.479076,2026-04-11 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4484,DEV_4484,2660,desktop,windows,v2.3,False,2025-01-11 07:31:40.479076,2026-04-16 07:31:40.479076,IN,AU,0,True,2026-05-27 16:41:43.303822
4486,DEV_4486,9238,mobile,macos,v5.1,False,2024-05-27 07:31:40.479076,2026-04-15 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4487,DEV_4487,5852,tablet,android,v4.0,False,2025-03-08 07:31:40.479076,2026-04-09 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4488,DEV_4488,613,desktop,macos,v4.8,False,2025-03-14 07:31:40.479076,2026-04-10 07:31:40.479076,AU,AU,0,True,2026-05-27 16:41:43.303822
4490,DEV_4490,7487,mobile,ios,v5.7,False,2024-08-15 07:31:40.479076,2026-04-08 07:31:40.479076,AU,GB,0,True,2026-05-27 16:41:43.303822
4491,DEV_4491,1958,tablet,windows,v3.5,False,2024-12-05 07:31:40.479076,2026-04-16 07:31:40.479076,US,GB,0,True,2026-05-27 16:41:43.303822
4492,DEV_4492,361,mobile,android,v2.7,False,2024-12-27 07:31:40.479076,2026-03-25 07:31:40.479076,SG,IN,0,True,2026-05-27 16:41:43.303822
4493,DEV_4493,74,tablet,macos,v3.5,False,2026-04-12 07:31:40.479076,2026-03-19 07:31:40.479076,IN,GB,1,False,2026-05-27 16:41:43.303822
4494,DEV_4494,152,tablet,windows,v4.8,False,2025-07-26 07:31:40.479076,2026-04-11 07:31:40.479076,AU,IN,0,True,2026-05-27 16:41:43.303822
4495,DEV_4495,4752,tablet,macos,v5.2,False,2025-05-16 07:31:40.479076,2026-03-29 07:31:40.479076,GB,GB,0,True,2026-05-27 16:41:43.303822
4496,DEV_4496,4999,mobile,macos,v3.2,False,2025-06-20 07:31:40.479076,2026-04-16 07:31:40.479076,SG,SG,0,True,2026-05-27 16:41:43.303822
4497,DEV_4497,6638,desktop,windows,v4.3,False,2024-10-11 07:31:40.479076,2026-04-09 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
4498,DEV_4498,1872,desktop,macos,v4.3,False,2025-06-06 07:31:40.479076,2026-04-12 07:31:40.479076,IN,AU,0,True,2026-05-27 16:41:43.303822
4499,DEV_4499,8129,tablet,macos,v4.6,False,2024-12-14 07:31:40.479076,2026-04-07 07:31:40.479076,US,AU,0,True,2026-05-27 16:41:43.303822
4489,DEV_4489,1422,mobile,ios,v2.5,False,2024-05-26 07:31:40.479076,2026-03-27 07:31:40.479076,GB,SG,0,True,2026-05-27 16:41:43.303822
