merchant_id,merchant_ref,merchant_name,legal_name,merchant_category,country_code,settlement_currency,onboarding_date,risk_tier_source,is_active,created_at,updated_at
176,MERCH_176,Merchant_176,Merchant_176_PTY_LTD,travel ,GB,SGD,2024-02-08,high,False,2026-02-22 07:26:36.509380,2026-04-17 07:26:36.509380
160,MERCH_160,Merchant_160,,subscription,GB,GBP,2026-01-31,low,True,2026-03-11 07:26:36.509380,2026-04-17 07:26:36.509380
150,MERCH_150,Merchant_150,Merchant_150_PTY_LTD,ecommerce,SG,SGD,2026-05-12,medium,True,2025-06-06 07:26:36.509380,2026-04-17 07:26:36.509380
172,MERCH_172,Merchant_172,Merchant_172_PTY_LTD,electronics,SG,INR,2026-09-30,medium,True,2025-11-19 07:26:36.509380,2026-04-17 07:26:36.509380
133,MERCH_133,Merchant_133,Merchant_133_PTY_LTD,travel,GB,INR,2026-08-07,High,True,2025-08-11 07:26:36.509380,2026-04-17 07:26:36.509380
174,MERCH_174,Merchant_174,Merchant_174_PTY_LTD,electronics,SG,SGD,2023-12-03,MEDIUM,True,2025-06-25 07:26:36.509380,2026-04-17 07:26:36.509380
163,MERCH_163,Merchant_163,,electronics,AU,AUD,2024-12-02,low,True,2025-10-27 07:26:36.509380,2026-04-17 07:26:36.509380
184,MERCH_184,Merchant_184,,travel,IN,AUD,2024-05-06,medium,True,2025-08-23 07:26:36.509380,2026-04-17 07:26:36.509380
191,MERCH_191,Merchant_191,,gaming,IN,GBP,2023-08-06,high,True,2025-09-21 07:26:36.509380,2026-04-17 07:26:36.509380
138,MERCH_138,Merchant_138,,gaming,GB,usd,2026-01-22,low,True,2026-03-15 07:26:36.509380,2026-04-17 07:26:36.509380
195,MERCH_195,Merchant_195,Merchant_195_PTY_LTD,subscription,GB,GBP,2024-04-19,low,True,2025-07-09 07:26:36.509380,2026-04-17 07:26:36.509380
198,MERCH_198,Merchant_198,Merchant_198_PTY_LTD,electronics,GB,SGD,2024-08-22,medium,True,2025-06-22 07:26:36.509380,2026-04-17 07:26:36.509380
200,MERCH_200,Merchant_200,Merchant_200_PTY_LTD,gaming,IN,INR,2023-07-31,high,True,2026-01-22 07:26:36.509380,2026-04-17 07:26:36.509380
201,MERCH_201,Merchant_201,Merchant_201_PTY_LTD,ecommerce,AU,GBP,2026-03-08,low,True,2025-05-26 07:26:36.509380,2026-04-17 07:26:36.509380
202,MERCH_202,Merchant_202,Merchant_202_PTY_LTD,ecommerce,US,GBP,2023-08-19,high,True,2026-04-09 07:26:36.509380,2026-04-17 07:26:36.509380
203,MERCH_203,Merchant_203,Merchant_203_PTY_LTD,ecommerce,AU,USD,2023-09-03,medium,True,2025-12-29 07:26:36.509380,2026-04-17 07:26:36.509380
205,MERCH_205,Merchant_205,Merchant_205_PTY_LTD,ecommerce,SG,USD,2025-09-08,high,False,2025-12-25 07:26:36.509380,2026-04-17 07:26:36.509380
207,MERCH_207,Merchant_207,Merchant_207_PTY_LTD,gaming,GB,GBP,2023-12-20,high,True,2025-04-26 07:26:36.509380,2026-04-17 07:26:36.509380
208,MERCH_208,Merchant_208,Merchant_208_PTY_LTD,food_delivery,SG,USD,2025-01-16,low,True,2025-09-11 07:26:36.509380,2026-04-17 07:26:36.509380
209,MERCH_209,Merchant_209,Merchant_209_PTY_LTD,subscription,IN,GBP,2025-11-12,high,True,2026-01-24 07:26:36.509380,2026-04-17 07:26:36.509380
210,MERCH_210,Merchant_210,Merchant_210_PTY_LTD,subscription,US,USD,2024-08-23,low,True,2025-09-14 07:26:36.509380,2026-04-17 07:26:36.509380
211,MERCH_211,Merchant_211,Merchant_211_PTY_LTD,gaming,AU,GBP,2026-04-04,low,True,2025-09-30 07:26:36.509380,2026-04-17 07:26:36.509380
213,MERCH_213,Merchant_213,Merchant_213_PTY_LTD,gaming,GB,GBP,2025-10-24,high,True,2025-06-13 07:26:36.509380,2026-04-17 07:26:36.509380
216,MERCH_216,Merchant_216,Merchant_216_PTY_LTD,travel,US,USD,2025-12-18,medium,True,2025-05-12 07:26:36.509380,2026-04-17 07:26:36.509380
217,MERCH_217,Merchant_217,Merchant_217_PTY_LTD,subscription,IN,USD,2026-03-15,medium,True,2025-10-24 07:26:36.509380,2026-04-17 07:26:36.509380
219,MERCH_219,Merchant_219,Merchant_219_PTY_LTD,gaming,GB,USD,2024-05-16,medium,True,2025-07-01 07:26:36.509380,2026-04-17 07:26:36.509380
220,MERCH_220,Merchant_220,Merchant_220_PTY_LTD,food_delivery,IN,SGD,2024-04-22,low,False,2026-01-11 07:26:36.509380,2026-04-17 07:26:36.509380
221,MERCH_221,Merchant_221,Merchant_221_PTY_LTD,gaming,US,GBP,2026-04-15,high,True,2025-04-23 07:26:36.509380,2026-04-17 07:26:36.509380
222,MERCH_222,Merchant_222,Merchant_222_PTY_LTD,subscription,AU,AUD,2026-03-21,high,True,2025-05-13 07:26:36.509380,2026-04-17 07:26:36.509380
223,MERCH_223,Merchant_223,Merchant_223_PTY_LTD,gaming,SG,SGD,2024-10-20,high,True,2025-12-06 07:26:36.509380,2026-04-17 07:26:36.509380
224,MERCH_224,Merchant_224,Merchant_224_PTY_LTD,electronics,SG,SGD,2023-10-26,low,False,2026-03-21 07:26:36.509380,2026-04-17 07:26:36.509380
225,MERCH_225,Merchant_225,Merchant_225_PTY_LTD,food_delivery,US,INR,2024-06-19,high,True,2025-10-03 07:26:36.509380,2026-04-17 07:26:36.509380
227,MERCH_227,Merchant_227,Merchant_227_PTY_LTD,electronics,SG,AUD,2025-12-31,medium,True,2025-06-25 07:26:36.509380,2026-04-17 07:26:36.509380
228,MERCH_228,Merchant_228,Merchant_228_PTY_LTD,gaming,US,GBP,2024-02-26,low,True,2025-12-15 07:26:36.509380,2026-04-17 07:26:36.509380
229,MERCH_229,Merchant_229,Merchant_229_PTY_LTD,food_delivery,US,GBP,2025-07-03,low,True,2026-02-28 07:26:36.509380,2026-04-17 07:26:36.509380
232,MERCH_232,Merchant_232,Merchant_232_PTY_LTD,food_delivery,SG,INR,2024-03-04,high,True,2025-11-20 07:26:36.509380,2026-04-17 07:26:36.509380
233,MERCH_233,Merchant_233,Merchant_233_PTY_LTD,travel,IN,USD,2025-09-07,medium,True,2026-01-20 07:26:36.509380,2026-04-17 07:26:36.509380
234,MERCH_234,Merchant_234,Merchant_234_PTY_LTD,travel,AU,GBP,2025-02-03,medium,True,2025-07-07 07:26:36.509380,2026-04-17 07:26:36.509380
237,MERCH_237,Merchant_237,Merchant_237_PTY_LTD,ecommerce,GB,GBP,2023-08-22,medium,True,2025-07-31 07:26:36.509380,2026-04-17 07:26:36.509380
238,MERCH_238,Merchant_238,Merchant_238_PTY_LTD,electronics,US,GBP,2024-07-29,low,True,2026-01-13 07:26:36.509380,2026-04-17 07:26:36.509380
239,MERCH_239,Merchant_239,Merchant_239_PTY_LTD,gaming,AU,USD,2025-08-08,high,True,2025-12-06 07:26:36.509380,2026-04-17 07:26:36.509380
241,MERCH_241,Merchant_241,Merchant_241_PTY_LTD,subscription,SG,INR,2024-05-17,medium,True,2025-07-01 07:26:36.509380,2026-04-17 07:26:36.509380
242,MERCH_242,Merchant_242,Merchant_242_PTY_LTD,electronics,US,GBP,2024-09-03,medium,True,2025-05-02 07:26:36.509380,2026-04-17 07:26:36.509380
243,MERCH_243,Merchant_243,Merchant_243_PTY_LTD,travel,AU,SGD,2025-03-28,low,True,2026-04-13 07:26:36.509380,2026-04-17 07:26:36.509380
244,MERCH_244,Merchant_244,Merchant_244_PTY_LTD,subscription,SG,INR,2024-10-30,low,True,2025-08-28 07:26:36.509380,2026-04-17 07:26:36.509380
245,MERCH_245,Merchant_245,Merchant_245_PTY_LTD,subscription,SG,AUD,2024-04-05,low,True,2025-12-03 07:26:36.509380,2026-04-17 07:26:36.509380
246,MERCH_246,Merchant_246,Merchant_246_PTY_LTD,gaming,US,INR,2025-08-26,medium,True,2025-10-16 07:26:36.509380,2026-04-17 07:26:36.509380
247,MERCH_247,Merchant_247,Merchant_247_PTY_LTD,subscription,AU,GBP,2024-10-17,high,True,2025-05-07 07:26:36.509380,2026-04-17 07:26:36.509380
248,MERCH_248,Merchant_248,Merchant_248_PTY_LTD,electronics,SG,SGD,2025-05-22,medium,True,2026-01-06 07:26:36.509380,2026-04-17 07:26:36.509380
249,MERCH_249,Merchant_249,Merchant_249_PTY_LTD,subscription,GB,USD,2025-02-09,medium,False,2025-09-24 07:26:36.509380,2026-04-17 07:26:36.509380
250,MERCH_250,Merchant_250,Merchant_250_PTY_LTD,subscription,GB,INR,2023-09-30,medium,True,2025-05-25 07:26:36.509380,2026-04-17 07:26:36.509380
251,MERCH_251,Merchant_251,Merchant_251_PTY_LTD,travel,SG,AUD,2024-02-19,high,True,2025-06-11 07:26:36.509380,2026-04-17 07:26:36.509380
252,MERCH_252,Merchant_252,Merchant_252_PTY_LTD,subscription,SG,USD,2025-12-01,medium,True,2025-08-01 07:26:36.509380,2026-04-17 07:26:36.509380
253,MERCH_253,Merchant_253,Merchant_253_PTY_LTD,food_delivery,US,SGD,2025-01-26,low,True,2026-03-12 07:26:36.509380,2026-04-17 07:26:36.509380
254,MERCH_254,Merchant_254,Merchant_254_PTY_LTD,food_delivery,GB,SGD,2024-10-26,medium,True,2025-09-27 07:26:36.509380,2026-04-17 07:26:36.509380
197,MERCH_197,Merchant_197,Merchant_197_PTY_LTD,electronics,GB,AUDD,2024-01-16,low,False,2025-11-25 07:26:36.509380,2026-04-17 07:26:36.509380
235,MERCH_235,Merchant_235,Merchant_235_PTY_LTD,food_delivery,IN,AUDD,2023-10-27,low,True,2025-06-30 07:26:36.509380,2026-04-17 07:26:36.509380
226,MERCH_226,Merchant_226,Merchant_226_PTY_LTD,travel,SG,usd,2025-12-15,medium,True,2025-05-15 07:26:36.509380,2026-04-17 07:26:36.509380
231,MERCH_231,Merchant_231,Merchant_231_PTY_LTD,gaming,GB,usd,2026-03-11,medium,True,2025-08-24 07:26:36.509380,2026-04-17 07:26:36.509380
192,MERCH_192,Merchant_192,Merchant_192_PTY_LTD,ecommerce,IN,XXX,2023-12-08,medium,False,2026-03-17 07:26:36.509380,2026-04-17 07:26:36.509380
204,MERCH_204,Merchant_204,Merchant_204_PTY_LTD,FOOD_DELIVERY,GB,GBP,2025-02-25,high,True,2026-03-03 07:26:36.509380,2026-04-17 07:26:36.509380
212,MERCH_212,Merchant_212,Merchant_212_PTY_LTD,Ecommerce,IN,GBP,2023-10-31,low,True,2026-01-15 07:26:36.509380,2026-04-17 07:26:36.509380
199,MERCH_199,Merchant_199,Merchant_199_PTY_LTD,Ecommerce,US,XXX,2023-09-22,low,True,2025-07-01 07:26:36.509380,2026-04-17 07:26:36.509380
215,MERCH_215,Merchant_215,Merchant_215_PTY_LTD,FOOD_DELIVERY,GB,SGD,2023-12-31,high,True,2026-01-18 07:26:36.509380,2026-04-17 07:26:36.509380
230,MERCH_230,Merchant_230,Merchant_230_PTY_LTD,travel ,AU,AUD,2025-04-02,low,False,2026-01-11 07:26:36.509380,2026-04-17 07:26:36.509380
218,MERCH_218,Merchant_218,Merchant_218_PTY_LTD,ecommerce,GB,GBP,2025-05-27,MEDIUM,True,2025-10-20 07:26:36.509380,2026-04-17 07:26:36.509380
240,MERCH_240,Merchant_240,Merchant_240_PTY_LTD,travel,IN,SGD,2024-02-14,MEDIUM,True,2025-04-18 07:26:36.509380,2026-04-17 07:26:36.509380
194,MERCH_194,Merchant_194,,food_delivery,SG,GBP,2026-02-17,medium,True,2026-03-28 07:26:36.509380,2026-04-17 07:26:36.509380
236,MERCH_236,Merchant_236,,gaming,SG,GBP,2023-09-16,low,True,2025-11-23 07:26:36.509380,2026-04-17 07:26:36.509380
255,MERCH_255,Merchant_255,Merchant_255_PTY_LTD,subscription,IN,SGD,2023-08-22,low,True,2026-03-12 07:26:36.509380,2026-04-17 07:26:36.509380
256,MERCH_256,Merchant_256,Merchant_256_PTY_LTD,gaming,US,AUD,2025-12-23,high,True,2026-04-15 07:26:36.509380,2026-04-17 07:26:36.509380
257,MERCH_257,Merchant_257,Merchant_257_PTY_LTD,ecommerce,IN,SGD,2024-02-28,medium,True,2025-08-17 07:26:36.509380,2026-04-17 07:26:36.509380
258,MERCH_258,Merchant_258,Merchant_258_PTY_LTD,food_delivery,IN,INR,2025-11-09,medium,True,2025-06-21 07:26:36.509380,2026-04-17 07:26:36.509380
259,MERCH_259,Merchant_259,Merchant_259_PTY_LTD,electronics,SG,INR,2024-08-14,medium,True,2026-03-14 07:26:36.509380,2026-04-17 07:26:36.509380
260,MERCH_260,Merchant_260,Merchant_260_PTY_LTD,food_delivery,SG,INR,2024-09-02,medium,True,2025-11-13 07:26:36.509380,2026-04-17 07:26:36.509380
261,MERCH_261,Merchant_261,Merchant_261_PTY_LTD,subscription,US,GBP,2026-03-09,high,True,2025-07-04 07:26:36.509380,2026-04-17 07:26:36.509380
264,MERCH_264,Merchant_264,Merchant_264_PTY_LTD,travel,IN,GBP,2025-02-02,medium,True,2026-02-07 07:26:36.509380,2026-04-17 07:26:36.509380
265,MERCH_265,Merchant_265,Merchant_265_PTY_LTD,electronics,AU,USD,2024-03-25,high,True,2026-02-02 07:26:36.509380,2026-04-17 07:26:36.509380
267,MERCH_267,Merchant_267,Merchant_267_PTY_LTD,subscription,AU,GBP,2026-03-04,high,False,2026-04-10 07:26:36.509380,2026-04-17 07:26:36.509380
268,MERCH_268,Merchant_268,Merchant_268_PTY_LTD,subscription,AU,INR,2024-08-16,medium,True,2025-06-01 07:26:36.509380,2026-04-17 07:26:36.509380
270,MERCH_270,Merchant_270,Merchant_270_PTY_LTD,subscription,GB,INR,2025-05-09,medium,True,2025-05-18 07:26:36.509380,2026-04-17 07:26:36.509380
272,MERCH_272,Merchant_272,Merchant_272_PTY_LTD,ecommerce,IN,SGD,2024-01-28,high,False,2025-10-01 07:26:36.509380,2026-04-17 07:26:36.509380
274,MERCH_274,Merchant_274,Merchant_274_PTY_LTD,food_delivery,GB,INR,2025-02-15,medium,True,2026-03-09 07:26:36.509380,2026-04-17 07:26:36.509380
275,MERCH_275,Merchant_275,Merchant_275_PTY_LTD,gaming,GB,SGD,2025-09-20,medium,True,2026-03-06 07:26:36.509380,2026-04-17 07:26:36.509380
278,MERCH_278,Merchant_278,Merchant_278_PTY_LTD,electronics,GB,SGD,2025-05-13,low,True,2026-03-18 07:26:36.509380,2026-04-17 07:26:36.509380
279,MERCH_279,Merchant_279,Merchant_279_PTY_LTD,subscription,GB,SGD,2025-07-21,high,True,2026-01-17 07:26:36.509380,2026-04-17 07:26:36.509380
280,MERCH_280,Merchant_280,Merchant_280_PTY_LTD,subscription,AU,USD,2023-11-20,medium,False,2025-06-03 07:26:36.509380,2026-04-17 07:26:36.509380
281,MERCH_281,Merchant_281,Merchant_281_PTY_LTD,gaming,US,INR,2025-05-29,high,True,2026-02-06 07:26:36.509380,2026-04-17 07:26:36.509380
282,MERCH_282,Merchant_282,Merchant_282_PTY_LTD,food_delivery,US,SGD,2024-09-15,medium,True,2026-03-03 07:26:36.509380,2026-04-17 07:26:36.509380
283,MERCH_283,Merchant_283,Merchant_283_PTY_LTD,gaming,AU,SGD,2023-09-11,low,True,2026-01-29 07:26:36.509380,2026-04-17 07:26:36.509380
284,MERCH_284,Merchant_284,Merchant_284_PTY_LTD,subscription,US,INR,2026-01-15,low,True,2025-08-28 07:26:36.509380,2026-04-17 07:26:36.509380
285,MERCH_285,Merchant_285,Merchant_285_PTY_LTD,ecommerce,SG,GBP,2024-05-24,medium,True,2026-04-03 07:26:36.509380,2026-04-17 07:26:36.509380
286,MERCH_286,Merchant_286,Merchant_286_PTY_LTD,food_delivery,IN,GBP,2026-03-14,medium,True,2025-06-30 07:26:36.509380,2026-04-17 07:26:36.509380
288,MERCH_288,Merchant_288,Merchant_288_PTY_LTD,ecommerce,GB,AUD,2025-12-08,low,True,2025-09-30 07:26:36.509380,2026-04-17 07:26:36.509380
289,MERCH_289,Merchant_289,Merchant_289_PTY_LTD,gaming,IN,SGD,2025-09-13,low,True,2026-01-29 07:26:36.509380,2026-04-17 07:26:36.509380
291,MERCH_291,Merchant_291,Merchant_291_PTY_LTD,electronics,AU,AUD,2023-11-17,high,True,2026-03-27 07:26:36.509380,2026-04-17 07:26:36.509380
293,MERCH_293,Merchant_293,Merchant_293_PTY_LTD,gaming,US,INR,2025-10-31,high,True,2025-08-20 07:26:36.509380,2026-04-17 07:26:36.509380
294,MERCH_294,Merchant_294,Merchant_294_PTY_LTD,food_delivery,IN,SGD,2024-05-12,low,True,2026-04-08 07:26:36.509380,2026-04-17 07:26:36.509380
296,MERCH_296,Merchant_296,Merchant_296_PTY_LTD,food_delivery,GB,AUD,2026-01-20,low,True,2026-04-15 07:26:36.509380,2026-04-17 07:26:36.509380
297,MERCH_297,Merchant_297,Merchant_297_PTY_LTD,travel,GB,INR,2025-12-14,low,True,2025-09-14 07:26:36.509380,2026-04-17 07:26:36.509380
299,MERCH_299,Merchant_299,Merchant_299_PTY_LTD,gaming,GB,SGD,2023-08-07,high,True,2025-08-11 07:26:36.509380,2026-04-17 07:26:36.509380
301,MERCH_301,Merchant_301,Merchant_301_PTY_LTD,travel,SG,GBP,2023-08-13,low,True,2026-03-26 07:26:36.509380,2026-04-17 07:26:36.509380
302,MERCH_302,Merchant_302,Merchant_302_PTY_LTD,travel,SG,GBP,2023-08-08,medium,True,2025-07-28 07:26:36.509380,2026-04-17 07:26:36.509380
304,MERCH_304,Merchant_304,Merchant_304_PTY_LTD,gaming,IN,GBP,2023-09-08,medium,True,2025-10-17 07:26:36.509380,2026-04-17 07:26:36.509380
305,MERCH_305,Merchant_305,Merchant_305_PTY_LTD,ecommerce,SG,SGD,2024-08-05,medium,True,2025-08-06 07:26:36.509380,2026-04-17 07:26:36.509380
306,MERCH_306,Merchant_306,Merchant_306_PTY_LTD,travel,SG,SGD,2026-01-28,low,True,2026-01-30 07:26:36.509380,2026-04-17 07:26:36.509380
307,MERCH_307,Merchant_307,Merchant_307_PTY_LTD,electronics,IN,GBP,2024-10-11,low,True,2025-11-10 07:26:36.509380,2026-04-17 07:26:36.509380
308,MERCH_308,Merchant_308,Merchant_308_PTY_LTD,gaming,AU,SGD,2025-06-07,low,True,2025-05-16 07:26:36.509380,2026-04-17 07:26:36.509380
309,MERCH_309,Merchant_309,Merchant_309_PTY_LTD,food_delivery,GB,INR,2025-12-30,medium,True,2026-02-28 07:26:36.509380,2026-04-17 07:26:36.509380
311,MERCH_311,Merchant_311,Merchant_311_PTY_LTD,travel,IN,INR,2025-11-14,high,True,2025-04-22 07:26:36.509380,2026-04-17 07:26:36.509380
312,MERCH_312,Merchant_312,Merchant_312_PTY_LTD,ecommerce,GB,USD,2026-02-12,low,True,2026-04-07 07:26:36.509380,2026-04-17 07:26:36.509380
313,MERCH_313,Merchant_313,Merchant_313_PTY_LTD,travel,US,AUD,2025-08-26,high,True,2026-02-02 07:26:36.509380,2026-04-17 07:26:36.509380
314,MERCH_314,Merchant_314,Merchant_314_PTY_LTD,travel,US,USD,2024-10-14,medium,False,2026-01-19 07:26:36.509380,2026-04-17 07:26:36.509380
315,MERCH_315,Merchant_315,Merchant_315_PTY_LTD,subscription,SG,USD,2023-09-01,high,True,2025-09-09 07:26:36.509380,2026-04-17 07:26:36.509380
316,MERCH_316,Merchant_316,Merchant_316_PTY_LTD,electronics,GB,INR,2023-12-17,high,True,2025-08-17 07:26:36.509380,2026-04-17 07:26:36.509380
290,MERCH_290,Merchant_290,Merchant_290_PTY_LTD,travel,SG,AUDD,2023-12-05,low,True,2025-04-25 07:26:36.509380,2026-04-17 07:26:36.509380
263,MERCH_263,Merchant_263,Merchant_263_PTY_LTD,subscription,US,usd,2025-10-24,medium,True,2026-04-04 07:26:36.509380,2026-04-17 07:26:36.509380
303,MERCH_303,Merchant_303,Merchant_303_PTY_LTD,subscription,US,usd,2024-08-05,high,True,2026-04-09 07:26:36.509380,2026-04-17 07:26:36.509380
276,MERCH_276,Merchant_276,Merchant_276_PTY_LTD,Ecommerce,AU,SGD,2024-10-13,medium,True,2025-07-08 07:26:36.509380,2026-04-17 07:26:36.509380
292,MERCH_292,Merchant_292,Merchant_292_PTY_LTD,Ecommerce,IN,USD,2026-04-01,low,True,2025-10-13 07:26:36.509380,2026-04-17 07:26:36.509380
298,MERCH_298,Merchant_298,Merchant_298_PTY_LTD,Ecommerce,IN,GBP,2023-12-24,low,True,2026-03-07 07:26:36.509380,2026-04-17 07:26:36.509380
273,MERCH_273,Merchant_273,Merchant_273_PTY_LTD,FOOD_DELIVERY,GB,SGD,2025-06-04,low,True,2025-07-14 07:26:36.509380,2026-04-17 07:26:36.509380
295,MERCH_295,Merchant_295,Merchant_295_PTY_LTD,subscription,AU,AUD,2026-10-08,high,True,2025-12-19 07:26:36.509380,2026-04-17 07:26:36.509380
310,MERCH_310,Merchant_310,Merchant_310_PTY_LTD,food_delivery,SG,INR,2026-09-27,high,True,2025-10-15 07:26:36.509380,2026-04-17 07:26:36.509380
262,MERCH_262,Merchant_262,Merchant_262_PTY_LTD,travel,AU,INR,2025-09-24,High,True,2026-02-22 07:26:36.509380,2026-04-17 07:26:36.509380
266,MERCH_266,Merchant_266,,subscription,AU,USD,2025-03-11,medium,False,2025-06-25 07:26:36.509380,2026-04-17 07:26:36.509380
269,MERCH_269,Merchant_269,,food_delivery,IN,SGD,2025-10-12,medium,True,2026-01-02 07:26:36.509380,2026-04-17 07:26:36.509380
277,MERCH_277,Merchant_277,,gaming,US,SGD,2024-03-22,High,True,2025-11-06 07:26:36.509380,2026-04-17 07:26:36.509380
318,MERCH_318,Merchant_318,Merchant_318_PTY_LTD,subscription,GB,INR,2025-01-07,low,True,2026-01-06 07:26:36.509380,2026-04-17 07:26:36.509380
320,MERCH_320,Merchant_320,Merchant_320_PTY_LTD,gaming,SG,USD,2023-08-08,low,True,2025-08-11 07:26:36.509380,2026-04-17 07:26:36.509380
322,MERCH_322,Merchant_322,Merchant_322_PTY_LTD,ecommerce,AU,USD,2024-12-31,medium,True,2025-09-28 07:26:36.509380,2026-04-17 07:26:36.509380
323,MERCH_323,Merchant_323,Merchant_323_PTY_LTD,food_delivery,SG,SGD,2025-06-10,medium,True,2025-08-14 07:26:36.509380,2026-04-17 07:26:36.509380
324,MERCH_324,Merchant_324,Merchant_324_PTY_LTD,ecommerce,SG,GBP,2025-12-30,low,False,2025-09-03 07:26:36.509380,2026-04-17 07:26:36.509380
325,MERCH_325,Merchant_325,Merchant_325_PTY_LTD,ecommerce,IN,INR,2024-11-21,medium,True,2025-11-06 07:26:36.509380,2026-04-17 07:26:36.509380
326,MERCH_326,Merchant_326,Merchant_326_PTY_LTD,ecommerce,GB,AUD,2024-01-27,high,True,2026-02-22 07:26:36.509380,2026-04-17 07:26:36.509380
327,MERCH_327,Merchant_327,Merchant_327_PTY_LTD,electronics,AU,INR,2025-01-10,medium,True,2025-04-17 07:26:36.509380,2026-04-17 07:26:36.509380
328,MERCH_328,Merchant_328,Merchant_328_PTY_LTD,gaming,SG,SGD,2024-04-10,low,True,2025-12-28 07:26:36.509380,2026-04-17 07:26:36.509380
329,MERCH_329,Merchant_329,Merchant_329_PTY_LTD,electronics,SG,INR,2023-07-30,low,True,2025-11-26 07:26:36.509380,2026-04-17 07:26:36.509380
331,MERCH_331,Merchant_331,Merchant_331_PTY_LTD,gaming,IN,AUD,2025-11-05,low,True,2025-05-20 07:26:36.509380,2026-04-17 07:26:36.509380
332,MERCH_332,Merchant_332,Merchant_332_PTY_LTD,ecommerce,AU,AUD,2025-12-11,low,True,2025-11-20 07:26:36.509380,2026-04-17 07:26:36.509380
333,MERCH_333,Merchant_333,Merchant_333_PTY_LTD,gaming,GB,AUD,2026-03-07,low,True,2025-07-09 07:26:36.509380,2026-04-17 07:26:36.509380
334,MERCH_334,Merchant_334,Merchant_334_PTY_LTD,gaming,GB,SGD,2025-03-17,medium,True,2025-07-17 07:26:36.509380,2026-04-17 07:26:36.509380
335,MERCH_335,Merchant_335,Merchant_335_PTY_LTD,food_delivery,US,GBP,2024-05-29,high,True,2025-05-22 07:26:36.509380,2026-04-17 07:26:36.509380
340,MERCH_340,Merchant_340,Merchant_340_PTY_LTD,ecommerce,GB,SGD,2024-12-01,high,True,2025-09-25 07:26:36.509380,2026-04-17 07:26:36.509380
341,MERCH_341,Merchant_341,Merchant_341_PTY_LTD,ecommerce,IN,GBP,2024-04-08,high,False,2026-02-20 07:26:36.509380,2026-04-17 07:26:36.509380
343,MERCH_343,Merchant_343,Merchant_343_PTY_LTD,gaming,US,GBP,2025-07-11,high,True,2026-01-23 07:26:36.509380,2026-04-17 07:26:36.509380
345,MERCH_345,Merchant_345,Merchant_345_PTY_LTD,gaming,AU,AUD,2025-06-29,high,True,2026-02-12 07:26:36.509380,2026-04-17 07:26:36.509380
346,MERCH_346,Merchant_346,Merchant_346_PTY_LTD,gaming,SG,SGD,2023-09-22,low,True,2025-09-07 07:26:36.509380,2026-04-17 07:26:36.509380
349,MERCH_349,Merchant_349,Merchant_349_PTY_LTD,travel,GB,USD,2023-12-26,high,True,2025-11-19 07:26:36.509380,2026-04-17 07:26:36.509380
350,MERCH_350,Merchant_350,Merchant_350_PTY_LTD,ecommerce,US,SGD,2025-05-04,high,True,2025-05-08 07:26:36.509380,2026-04-17 07:26:36.509380
351,MERCH_351,Merchant_351,Merchant_351_PTY_LTD,subscription,AU,AUD,2025-04-23,medium,True,2025-05-09 07:26:36.509380,2026-04-17 07:26:36.509380
352,MERCH_352,Merchant_352,Merchant_352_PTY_LTD,gaming,IN,GBP,2023-08-11,medium,True,2025-05-24 07:26:36.509380,2026-04-17 07:26:36.509380
353,MERCH_353,Merchant_353,Merchant_353_PTY_LTD,ecommerce,AU,GBP,2025-06-20,low,True,2026-03-13 07:26:36.509380,2026-04-17 07:26:36.509380
354,MERCH_354,Merchant_354,Merchant_354_PTY_LTD,ecommerce,US,SGD,2023-12-28,medium,True,2026-01-25 07:26:36.509380,2026-04-17 07:26:36.509380
355,MERCH_355,Merchant_355,Merchant_355_PTY_LTD,travel,AU,AUD,2026-01-14,medium,True,2026-01-17 07:26:36.509380,2026-04-17 07:26:36.509380
357,MERCH_357,Merchant_357,Merchant_357_PTY_LTD,gaming,AU,INR,2025-02-15,high,True,2026-03-28 07:26:36.509380,2026-04-17 07:26:36.509380
359,MERCH_359,Merchant_359,Merchant_359_PTY_LTD,food_delivery,SG,SGD,2025-07-17,low,True,2025-10-22 07:26:36.509380,2026-04-17 07:26:36.509380
361,MERCH_361,Merchant_361,Merchant_361_PTY_LTD,travel,US,GBP,2023-11-29,medium,True,2025-12-14 07:26:36.509380,2026-04-17 07:26:36.509380
363,MERCH_363,Merchant_363,Merchant_363_PTY_LTD,gaming,GB,SGD,2024-06-16,high,True,2025-09-11 07:26:36.509380,2026-04-17 07:26:36.509380
364,MERCH_364,Merchant_364,Merchant_364_PTY_LTD,electronics,US,GBP,2024-10-19,low,True,2025-05-19 07:26:36.509380,2026-04-17 07:26:36.509380
365,MERCH_365,Merchant_365,Merchant_365_PTY_LTD,travel,AU,GBP,2024-11-02,low,True,2025-11-14 07:26:36.509380,2026-04-17 07:26:36.509380
367,MERCH_367,Merchant_367,Merchant_367_PTY_LTD,food_delivery,GB,GBP,2024-02-13,high,True,2025-06-18 07:26:36.509380,2026-04-17 07:26:36.509380
370,MERCH_370,Merchant_370,Merchant_370_PTY_LTD,ecommerce,SG,USD,2025-11-07,high,True,2025-07-31 07:26:36.509380,2026-04-17 07:26:36.509380
371,MERCH_371,Merchant_371,Merchant_371_PTY_LTD,gaming,AU,SGD,2024-05-23,high,True,2026-04-02 07:26:36.509380,2026-04-17 07:26:36.509380
