chargeback_id,chargeback_ref,transaction_id,customer_id,merchant_id,chargeback_date,chargeback_amount,chargeback_reason,dispute_status,resolution_date
294,CB_17481,17481,7407,923,2025-06-16,63.26,service_not_received,Won,2025-07-30
306,CB_18168,18168,6155,696,2025-07-07,93.2,service_not_received,Won,2025-08-26
324,CB_19000,19000,3944,922,2025-06-22,93.74,duplicate_processing,Won,2025-06-23
290,CB_17141,17141,4018,51,2025-05-23,77.99,duplicate_processing,closed ,2025-07-05
339,CB_19724,19724,1051,847,2025-09-07,299.62,fraud,open,2025-08-19
357,CB_20599,20599,3755,705,2026-01-21,90.24,duplicate_processing,closed,
358,CB_20615,20615,3411,471,2026-03-22,56.56,authorization_issue,won,2026-04-27
359,CB_20655,20655,7666,1039,2025-11-10,44.65,duplicate_processing,open,2025-11-16
360,CB_20685,20685,4047,372,2026-04-21,11.25,duplicate_processing,closed,
361,CB_20686,20686,3153,413,2025-09-18,17.31,duplicate_processing,won,2025-11-14
364,CB_20804,20804,9779,139,2025-07-13,1.64,service_not_received,lost,
365,CB_20805,20805,7121,229,2026-01-21,12.48,duplicate_processing,open,2026-03-14
366,CB_20941,20941,650,369,2025-08-12,52.91,authorization_issue,closed,2025-09-11
367,CB_21007,21007,3539,832,2026-01-25,69.34,authorization_issue,won,2026-02-24
368,CB_21041,21041,3177,393,2025-09-25,70.48,duplicate_processing,lost,2025-09-18
369,CB_21088,21088,8092,640,2026-04-24,399.25,fraud,lost,2026-05-04
370,CB_21219,21219,9603,638,2025-06-02,46.49,duplicate_processing,open,2025-05-29
371,CB_21248,21248,7560,908,2025-06-09,42.91,duplicate_processing,open,2025-05-18
372,CB_21311,21311,5606,1062,2025-10-30,46.32,fraud,open,
373,CB_21378,21378,4441,1079,2026-05-20,71.0,duplicate_processing,won,2026-04-06
374,CB_21395,21395,5108,68,2026-03-11,109.63,service_not_received,open,
375,CB_21403,21403,1427,1193,2026-05-23,80.57,service_not_received,won,2026-06-03
377,CB_21500,21500,2446,688,2025-07-14,40.0,fraud,open,2025-07-30
379,CB_21585,21585,2290,644,2026-04-10,6.29,duplicate_processing,open,
381,CB_21652,21652,2847,447,2025-12-28,51.58,duplicate_processing,closed,2026-01-29
382,CB_21771,21771,7225,412,2025-07-14,1.46,service_not_received,open,2025-08-25
383,CB_21792,21792,51,477,2025-11-21,85.78,service_not_received,open,2025-12-29
384,CB_21806,21806,2916,820,2026-03-13,27.59,fraud,won,2026-03-26
386,CB_21871,21871,3378,395,2026-01-26,75.24,duplicate_processing,lost,2025-12-31
387,CB_21979,21979,6908,581,2025-11-06,144.19,service_not_received,lost,2025-12-27
388,CB_22057,22057,7858,1012,2026-01-25,283.9,service_not_received,won,
389,CB_22238,22238,80,521,2025-07-20,90.09,fraud,closed,
390,CB_22323,22323,8443,916,2026-04-25,6.41,duplicate_processing,lost,
392,CB_22404,22404,7316,1093,2025-06-22,32.43,duplicate_processing,won,
393,CB_22463,22463,5420,303,2026-03-20,38.3,authorization_issue,won,
394,CB_22511,22511,8659,777,2025-09-08,1606.99,authorization_issue,open,2025-09-04
395,CB_22605,22605,6830,866,2026-04-08,26.2,duplicate_processing,closed,2026-05-05
397,CB_22704,22704,9947,947,2026-01-19,43.39,service_not_received,lost,2026-01-16
398,CB_22717,22717,4662,1098,2025-10-06,314.25,fraud,won,2025-11-14
400,CB_22764,22764,1529,581,2025-12-03,73.85,duplicate_processing,lost,
401,CB_22859,22859,9036,1089,2025-10-18,30.62,authorization_issue,closed,2025-12-31
402,CB_22902,22902,622,798,2025-07-29,9.82,authorization_issue,lost,2025-10-02
403,CB_22920,22920,3734,282,2026-03-14,63.35,service_not_received,open,2026-03-30
405,CB_23132,23132,1445,880,2025-05-01,199.36,duplicate_processing,lost,
408,CB_23409,23409,9733,689,2026-01-20,2.53,fraud,won,2026-02-16
409,CB_23481,23481,2635,1177,2026-03-05,36.23,fraud,closed,2026-03-15
410,CB_23583,23583,4353,1053,2026-01-29,3.87,duplicate_processing,won,2026-01-26
411,CB_23598,23598,2010,932,2025-06-06,77.87,authorization_issue,open,2025-06-16
412,CB_23599,23599,7474,739,2025-08-26,304.24,duplicate_processing,lost,2025-09-08
413,CB_23602,23602,6909,908,2025-08-02,44.13,fraud,lost,
414,CB_23614,23614,9745,273,2026-06-11,404.03,authorization_issue,lost,
415,CB_23661,23661,5511,763,2025-11-05,222.33,authorization_issue,won,
416,CB_23690,23690,8559,348,2025-06-01,23.44,service_not_received,won,
417,CB_23801,23801,7166,820,2025-09-28,55.56,authorization_issue,won,2025-10-27
421,CB_24134,24134,7609,79,2025-06-07,82.56,authorization_issue,won,2025-05-30
422,CB_24250,24250,2427,745,2025-08-01,10.73,duplicate_processing,open,
423,CB_24265,24265,254,1069,2025-11-03,985.25,duplicate_processing,closed,2026-01-05
424,CB_24283,24283,292,398,2025-07-02,11.12,authorization_issue,open,2025-07-13
376,CB_21439,21439,960376,1120,2025-10-14,234.47,service_not_received,won,2025-12-24
362,CB_20702,20702,3967,970362,2026-04-15,89.93,duplicate_processing,lost,2026-04-24
406,CB_23144,23144,9581,970406,2026-01-14,203.17,service_not_received,lost,
363,CB_20761,20761,4521,323,2025-12-29,,service_not_received,closed,2025-12-18
378,CB_21546,21546,2535,325,2025-06-28,113.75,fraud,closed,2025-09-10
391,CB_22344,22344,7723,639,2025-10-16,96.51,duplicate_processing ,won,
396,CB_22663,22663,7951,1087,2026-03-19,48.84,duplicate_processing ,won,
404,CB_23098,23098,613,90,2025-08-31,79.81,authorization_issue,Won,2025-10-14
380,CB_21611,21611,4815,223,2026-04-09,52.08,duplicate_processing,closed,2026-04-01
399,CB_22752,22752,495,160,2025-09-15,150.0,authorization_issue,open,2025-09-04
419,CB_23849,23849,3478,92,2025-08-12,39.37,authorization_issue,lost,2025-07-28
425,CB_24399,24399,7180,475,2026-03-09,10.47,duplicate_processing,lost,2026-02-23
426,CB_24559,24559,9459,1171,2026-04-24,132.37,fraud,open,2026-06-05
427,CB_24578,24578,2711,357,2025-12-29,53.74,authorization_issue,won,2025-11-29
428,CB_24594,24594,6149,688,2025-08-15,83.45,service_not_received,open,2025-09-30
429,CB_24610,24610,365,1096,2025-07-05,836.84,authorization_issue,lost,2025-07-09
430,CB_24634,24634,1124,172,2025-09-10,8.11,authorization_issue,open,
431,CB_24687,24687,354,1177,2025-09-07,410.12,duplicate_processing,won,
432,CB_24722,24722,6800,312,2026-03-19,37.06,fraud,lost,2026-03-12
433,CB_24764,24764,8082,623,2025-05-22,40.7,authorization_issue,lost,
435,CB_24781,24781,735,905,2025-07-13,55.07,authorization_issue,lost,2025-07-09
436,CB_24792,24792,1559,105,2026-04-22,701.44,duplicate_processing,lost,2026-04-12
437,CB_24853,24853,4558,661,2025-12-20,86.08,fraud,closed,
438,CB_24874,24874,6794,878,2025-07-02,37.77,authorization_issue,lost,
439,CB_24881,24881,8447,155,2025-12-15,6.27,fraud,lost,
440,CB_24938,24938,8461,526,2026-03-19,110.98,fraud,closed,2026-05-24
441,CB_24940,24940,642,819,2025-09-24,5.92,authorization_issue,won,2025-12-08
442,CB_24955,24955,7294,772,2025-11-27,57.47,service_not_received,won,
443,CB_25051,25051,4517,265,2025-06-05,69.71,duplicate_processing,lost,2025-06-14
444,CB_25065,25065,217,788,2025-09-14,97.03,duplicate_processing,open,2025-08-09
447,CB_25235,25235,9435,1127,2025-08-23,99.14,authorization_issue,lost,2025-09-26
448,CB_25238,25238,3117,333,2026-03-08,76.6,duplicate_processing,open,2026-04-17
449,CB_25299,25299,1597,629,2026-02-05,10.47,authorization_issue,lost,2026-02-15
452,CB_25480,25480,5946,1026,2025-10-11,45.64,authorization_issue,closed,2026-01-02
453,CB_25500,25500,7469,672,2026-03-15,396.36,service_not_received,closed,2026-03-13
454,CB_25533,25533,8477,463,2026-03-31,85.6,service_not_received,won,2026-04-18
455,CB_25544,25544,3515,916,2025-08-28,279.29,duplicate_processing,closed,2025-10-10
456,CB_25553,25553,9709,157,2025-08-30,29.95,authorization_issue,open,
457,CB_25570,25570,4878,994,2025-07-21,44.67,fraud,lost,2025-08-19
458,CB_25731,25731,1489,5,2026-01-29,53.55,authorization_issue,lost,2026-02-04
460,CB_25936,25936,2680,655,2026-04-04,81.94,service_not_received,won,2026-05-16
461,CB_25945,25945,3731,62,2025-05-14,22.18,duplicate_processing,closed,
462,CB_26078,26078,3882,96,2025-11-05,70.88,duplicate_processing,closed,2025-09-20
463,CB_26121,26121,9535,1185,2025-11-12,35.63,service_not_received,open,2026-01-07
464,CB_26145,26145,60,657,2026-01-03,31.47,fraud,won,2025-11-21
465,CB_26167,26167,385,387,2025-07-17,87.89,fraud,open,2025-08-24
467,CB_26341,26341,9505,340,2025-07-24,29.1,service_not_received,open,2025-09-14
468,CB_26404,26404,9576,1005,2025-08-29,97.39,fraud,lost,2025-09-23
469,CB_26528,26528,1300,926,2026-05-18,55.26,authorization_issue,open,2026-04-15
470,CB_26586,26586,835,270,2025-11-21,394.9,duplicate_processing,lost,2025-11-18
471,CB_26598,26598,4434,172,2025-10-05,351.44,fraud,won,2025-10-21
472,CB_26604,26604,7384,1061,2025-07-19,469.77,duplicate_processing,closed,2025-09-10
473,CB_26644,26644,1149,65,2025-07-30,54.19,duplicate_processing,won,2025-08-28
474,CB_26646,26646,5558,1036,2026-04-25,357.37,duplicate_processing,won,2026-05-12
475,CB_26917,26917,5542,690,2025-06-18,19.37,authorization_issue,open,2025-08-07
476,CB_27011,27011,3914,67,2026-02-05,37.91,fraud,open,2026-03-09
477,CB_27123,27123,2106,403,2025-11-27,23.87,authorization_issue,won,
478,CB_27157,27157,5023,1193,2025-08-18,71.01,duplicate_processing,lost,2025-09-21
479,CB_27201,27201,5369,353,2025-11-24,93.15,fraud,won,2025-11-29
480,CB_27408,27408,9292,1123,2025-08-10,54.31,authorization_issue,lost,2025-07-19
481,CB_27417,27417,4844,745,2025-06-21,68.77,service_not_received,won,2025-07-01
482,CB_27445,27445,7236,969,2025-09-27,344.8,fraud,closed,
483,CB_27498,27498,5207,927,2025-07-16,61.57,duplicate_processing,lost,
484,CB_27509,27509,5894,1097,2025-07-01,9.22,authorization_issue,won,2025-06-28
485,CB_27601,27601,540,1049,2025-05-17,19.13,service_not_received,won,
486,CB_27610,27610,9508,1135,2025-11-30,118.26,service_not_received,closed,2025-11-02
487,CB_27655,27655,7384,1150,2025-06-01,37.64,duplicate_processing,lost,
488,CB_27689,27689,6814,667,2025-06-03,17.93,authorization_issue,open,2025-08-20
489,CB_27720,27720,408,223,2025-07-20,13.14,duplicate_processing,won,2025-08-20
491,CB_27841,27841,4868,924,2025-12-28,41.91,fraud,open,2026-01-01
493,CB_28080,28080,2085,1029,2025-08-14,22.44,authorization_issue,closed,2025-07-24
490,CB_27742,27742,2385,897,2025-12-31,,authorization_issue,lost,2026-02-18
451,CB_25414,25414,6941,1171,2025-11-21,-66.77,service_not_received,won,2025-12-27
445,CB_25084,25084,6078,41,2025-05-04,433.04,service_not_received,closed,2025-06-25
450,CB_25354,25354,8123,2,2025-11-05,61.32,duplicate_processing ,closed,2025-11-04
446,CB_25198,25198,3442,79,2026-05-21,41.07,service_not_received,OPEN,
459,CB_25856,25856,1960,1148,2025-07-29,32.03,duplicate_processing,closed ,2025-06-13
494,CB_28082,28082,3219,178,2025-05-25,61.4,service_not_received,lost,2025-05-29
495,CB_28141,28141,1925,271,2026-01-18,69.93,authorization_issue,lost,
496,CB_28259,28259,8972,577,2026-01-09,210.99,authorization_issue,lost,2026-02-01
497,CB_28415,28415,5802,87,2026-02-09,3.54,fraud,open,2026-03-31
499,CB_28444,28444,5169,634,2026-02-22,249.68,duplicate_processing,closed,2026-04-16
500,CB_28482,28482,8536,377,2025-06-17,4.28,service_not_received,open,2025-07-17
501,CB_28492,28492,547,1043,2025-11-30,25.45,fraud,open,
502,CB_28567,28567,1148,545,2025-11-04,80.0,service_not_received,won,
503,CB_28621,28621,5462,522,2025-09-24,651.77,duplicate_processing,lost,2025-10-19
504,CB_28709,28709,7234,712,2026-01-27,3.79,service_not_received,won,2026-03-14
505,CB_28720,28720,3626,37,2025-10-27,221.21,authorization_issue,won,2025-09-18
507,CB_28806,28806,7373,1058,2025-05-16,31.13,fraud,won,
508,CB_28886,28886,4510,388,2025-10-21,40.06,authorization_issue,closed,2025-11-27
509,CB_28907,28907,5491,183,2025-10-23,456.12,service_not_received,closed,2025-10-08
510,CB_29061,29061,5083,432,2025-06-22,25.57,duplicate_processing,won,2025-07-20
511,CB_29084,29084,7713,1081,2026-03-24,85.98,duplicate_processing,lost,2026-05-17
514,CB_29301,29301,9247,1138,2025-12-07,76.39,authorization_issue,open,2026-01-06
515,CB_29383,29383,5959,763,2026-03-18,197.97,authorization_issue,lost,2026-03-03
516,CB_29413,29413,1473,342,2026-01-29,16.18,authorization_issue,lost,2026-04-04
517,CB_29445,29445,9206,42,2026-03-14,20.61,duplicate_processing,closed,2026-06-14
518,CB_29478,29478,4571,37,2026-04-28,88.91,duplicate_processing,won,2026-04-27
519,CB_29518,29518,3360,199,2026-04-20,79.03,authorization_issue,lost,2026-06-15
520,CB_29533,29533,2863,1151,2025-12-17,40.18,duplicate_processing,lost,
523,CB_29689,29689,6190,120,2025-07-20,92.94,service_not_received,closed,
524,CB_29753,29753,8720,627,2025-11-03,66.25,fraud,won,2025-11-24
525,CB_29810,29810,3240,333,2026-03-07,51.54,duplicate_processing,closed,
527,CB_29877,29877,5380,444,2026-02-23,85.49,duplicate_processing,closed,2026-04-01
529,CB_30030,30030,7233,1029,2026-01-16,15.41,authorization_issue,open,2026-02-07
530,CB_30042,30042,2276,345,2025-06-08,148.2,fraud,lost,2025-06-12
531,CB_30071,30071,6475,405,2025-11-11,0.24,duplicate_processing,open,2025-12-01
532,CB_30284,30284,4083,37,2025-04-27,72.44,service_not_received,won,2025-05-13
533,CB_30326,30326,7228,234,2025-07-28,215.55,service_not_received,won,2025-08-30
535,CB_30454,30454,4996,741,2026-03-18,87.56,service_not_received,closed,2026-04-07
536,CB_30486,30486,5461,1119,2026-02-08,8.12,duplicate_processing,closed,2026-03-03
537,CB_30734,30734,6050,473,2025-05-17,85.82,service_not_received,lost,2025-07-20
539,CB_30767,30767,3230,1157,2026-03-27,62.69,authorization_issue,won,2026-03-11
541,CB_30882,30882,6290,895,2025-10-17,79.73,service_not_received,won,2025-10-08
542,CB_30930,30930,3065,782,2025-05-25,61.3,duplicate_processing,closed,2025-06-16
543,CB_31037,31037,4493,731,2026-02-23,463.78,fraud,lost,
545,CB_31095,31095,868,948,2025-11-17,66.05,authorization_issue,lost,
546,CB_31208,31208,9414,823,2025-10-15,24.11,fraud,won,
548,CB_31250,31250,6197,587,2026-02-03,134.86,duplicate_processing,open,2026-03-28
549,CB_31256,31256,5750,744,2025-10-20,91.86,duplicate_processing,won,2025-11-13
550,CB_31290,31290,8108,1158,2025-08-15,283.47,fraud,closed,
551,CB_31325,31325,3512,208,2025-11-19,123.87,service_not_received,lost,
552,CB_31358,31358,7887,830,2025-07-12,9.94,fraud,won,2025-06-24
553,CB_31492,31492,87,618,2025-11-19,21.66,service_not_received,lost,2026-01-11
554,CB_31629,31629,6039,539,2025-06-06,63.6,duplicate_processing,won,2025-06-16
556,CB_31689,31689,4029,775,2025-06-19,87.83,fraud,won,2025-08-30
557,CB_31696,31696,2540,503,2025-11-04,96.76,fraud,open,2025-11-21
558,CB_31703,31703,6344,642,2025-07-12,60.64,duplicate_processing,won,2025-08-05
559,CB_31841,31841,5778,982,2025-08-30,25.92,duplicate_processing,closed,
560,CB_31928,31928,2059,13,2026-04-22,64.78,service_not_received,won,2026-04-28
561,CB_32134,32134,8492,441,2025-06-02,91.97,service_not_received,closed,
562,CB_32194,32194,7732,549,2025-06-04,53.81,fraud,closed,2025-07-03
544,CB_31053,31053,960544,348,2026-01-12,66.46,service_not_received,open,2026-02-23
534,CB_30364,30364,1696,970534,2025-09-15,42.84,fraud,closed,2025-11-03
555,CB_31652,31652,6290,970555,2025-11-13,73.44,service_not_received,open,2025-12-20
498,CB_28418,28418,3910,973,2025-11-18,,authorization_issue,lost,2025-11-30
522,CB_29674,29674,5986,1104,2026-04-10,,duplicate_processing,closed,2026-04-30
512,CB_29190,29190,614,599,2025-05-10,-303.76,authorization_issue,lost,2025-05-29
547,CB_31221,31221,3664,1079,2026-03-27,-32.92,fraud,won,2026-04-29
521,CB_29652,29652,4672,161,2026-03-16,51.03,duplicate_processing,closed,2026-05-31
528,CB_30008,30008,7497,1159,2025-07-01,220.41,Fraud,won,
506,CB_28738,28738,2497,551,2025-11-09,173.88,fraud,OPEN,2025-11-30
540,CB_30778,30778,3940,1102,2026-05-03,362.03,service_not_received,Won,2026-04-01
513,CB_29243,29243,7277,912,2025-12-30,99.85,duplicate_processing,open,2025-12-26
564,CB_32331,32331,4943,320,2026-03-03,70.18,service_not_received,open,2026-02-23
565,CB_32353,32353,9433,907,2025-11-06,75.52,duplicate_processing,closed,2026-01-05
566,CB_32395,32395,1380,588,2025-09-12,392.71,service_not_received,open,2025-09-14
567,CB_32529,32529,2498,811,2026-04-09,6.46,service_not_received,won,
568,CB_32555,32555,6953,104,2026-03-16,91.8,service_not_received,won,2026-05-06
569,CB_32811,32811,7288,1006,2025-09-03,22.43,authorization_issue,won,2025-10-08
570,CB_32842,32842,5102,28,2025-08-30,40.18,duplicate_processing,won,
571,CB_33039,33039,1706,516,2026-03-05,81.46,duplicate_processing,won,
572,CB_33092,33092,9676,142,2025-10-02,72.31,service_not_received,closed,2025-11-07
573,CB_33098,33098,9838,1164,2026-03-05,4.49,authorization_issue,closed,2026-02-18
574,CB_33108,33108,4761,837,2025-05-26,89.72,service_not_received,lost,2025-05-15
575,CB_33212,33212,8562,43,2025-09-03,92.03,duplicate_processing,lost,2025-08-27
577,CB_33357,33357,5904,967,2025-07-30,58.89,service_not_received,won,2025-09-04
578,CB_33488,33488,2909,970,2025-10-31,462.97,authorization_issue,closed,
579,CB_33493,33493,8974,641,2025-12-13,5.43,authorization_issue,open,2026-02-14
581,CB_33541,33541,6198,454,2026-03-13,41.01,service_not_received,open,2026-03-12
583,CB_33576,33576,9741,362,2025-11-28,65.74,authorization_issue,lost,2025-11-18
586,CB_33782,33782,450,555,2025-08-20,70.02,authorization_issue,lost,2025-08-06
589,CB_33852,33852,6543,107,2025-05-28,12.23,fraud,open,
591,CB_34161,34161,693,297,2025-08-01,75.21,authorization_issue,closed,
593,CB_34210,34210,9804,922,2026-02-07,62.73,duplicate_processing,won,2026-02-03
596,CB_34336,34336,3690,286,2026-03-07,35.93,service_not_received,won,2026-02-11
597,CB_34353,34353,3239,499,2025-11-11,5.23,authorization_issue,lost,2025-09-24
599,CB_34480,34480,6462,1166,2025-06-21,22.63,authorization_issue,open,2025-05-30
601,CB_34555,34555,5046,1070,2025-05-19,92.78,authorization_issue,open,2025-06-17
603,CB_34637,34637,788,840,2025-09-29,5.48,authorization_issue,lost,
604,CB_34641,34641,1322,1175,2025-09-08,72.95,service_not_received,open,
605,CB_34722,34722,2843,75,2025-07-03,347.91,duplicate_processing,won,2025-08-19
607,CB_34760,34760,5644,861,2025-11-09,242.46,fraud,open,
609,CB_34836,34836,3001,1153,2025-12-24,1621.38,authorization_issue,closed,2026-01-03
610,CB_34837,34837,8600,1015,2025-05-28,31.03,service_not_received,lost,2025-06-17
611,CB_34840,34840,1398,540,2026-02-26,66.05,service_not_received,open,2026-04-07
612,CB_34898,34898,6297,434,2025-08-18,293.22,duplicate_processing,closed,2025-11-15
613,CB_34929,34929,8566,867,2025-07-16,93.1,duplicate_processing,open,2025-05-28
614,CB_34947,34947,9340,1104,2026-02-28,52.84,duplicate_processing,open,2026-04-03
615,CB_35105,35105,3393,486,2025-12-16,100.7,authorization_issue,won,2026-02-10
616,CB_35136,35136,554,308,2025-10-03,20.37,duplicate_processing,open,2025-10-04
617,CB_35148,35148,8096,1049,2025-12-09,9.49,authorization_issue,open,2026-02-07
619,CB_35328,35328,5076,555,2026-04-15,37.84,service_not_received,closed,2026-07-02
620,CB_35346,35346,8629,209,2025-06-05,85.02,authorization_issue,won,2025-06-27
621,CB_35416,35416,1318,1150,2025-07-22,31.25,duplicate_processing,lost,2025-06-15
622,CB_35460,35460,8963,455,2026-03-03,452.95,authorization_issue,won,2026-04-23
624,CB_35510,35510,7145,481,2025-12-29,6.67,authorization_issue,won,2026-03-06
625,CB_35609,35609,1902,690,2025-08-09,38.65,authorization_issue,open,2025-08-03
626,CB_35628,35628,2302,330,2025-12-16,69.23,service_not_received,won,2026-01-21
627,CB_35662,35662,2107,756,2025-06-24,70.96,service_not_received,lost,
628,CB_35682,35682,1767,770,2025-10-21,73.49,service_not_received,open,
588,CB_33825,33825,960588,971,2025-07-04,86.01,service_not_received,won,2025-07-24
563,CB_32329,32329,1683,970563,2025-05-12,176.3,authorization_issue,closed,
602,CB_34556,34556,9533,469,2025-10-12,8.32,fraud,OPEN,
580,CB_33524,33524,4085,922,2025-07-01,,duplicate_processing,closed,
582,CB_33558,33558,949,1160,2025-09-09,,authorization_issue,won,
587,CB_33803,33803,1531,426,2025-11-06,,fraud,closed,2025-12-03
585,CB_33708,33708,7420,781,2025-05-31,-88.84,service_not_received,won,2025-07-26
595,CB_34294,34294,5956,686,2025-12-12,-99.26,duplicate_processing,open,
600,CB_34551,34551,7178,403,2025-07-18,311.45,authorization_issue,open,
606,CB_34755,34755,5540,49,2025-11-13,15.71,fraud,lost,
630,CB_35849,35849,7082,76,2025-06-13,12.24,duplicate_processing,lost,2025-09-15
576,CB_33322,33322,5007,60,2025-11-14,74.04,Fraud,won,2025-11-12
590,CB_33985,33985,5720,881,2026-01-10,93.14,Fraud,open,2026-02-15
618,CB_35315,35315,9364,1193,2026-03-14,31.91,Fraud,open,
584,CB_33706,33706,7769,970584,2026-01-02,8.2,duplicate_processing ,open,2025-12-25
592,CB_34197,34197,4440,488,2025-05-31,17.31,service_not_received,Won,2025-06-21
608,CB_34768,34768,1715,627,2025-08-08,6.58,fraud,closed,2025-07-30
631,CB_35891,35891,198,801,2026-03-17,9.91,authorization_issue,open,2026-02-17
632,CB_35903,35903,9719,1011,2025-07-23,43.45,authorization_issue,lost,2025-06-20
633,CB_35955,35955,7572,616,2025-07-12,93.19,authorization_issue,lost,2025-07-12
634,CB_36028,36028,6331,277,2025-05-20,9.79,duplicate_processing,lost,2025-05-18
635,CB_36088,36088,4767,150,2026-03-22,79.89,duplicate_processing,won,2026-06-05
636,CB_36267,36267,8776,1007,2025-12-22,72.52,fraud,closed,2026-02-22
637,CB_36282,36282,7677,129,2025-10-10,28.49,service_not_received,open,2025-09-11
641,CB_36681,36681,6830,553,2026-01-26,7.82,service_not_received,won,
642,CB_36779,36779,8058,814,2026-04-10,194.39,fraud,open,2026-05-06
644,CB_36837,36837,8,571,2025-10-03,99.1,duplicate_processing,won,2025-11-27
645,CB_36959,36959,9882,865,2025-12-02,62.34,fraud,open,2025-10-24
646,CB_36987,36987,9351,69,2025-08-31,52.07,service_not_received,closed,2025-11-11
647,CB_36999,36999,9017,1007,2026-03-11,94.65,fraud,won,2026-03-16
648,CB_37014,37014,6453,324,2025-06-18,50.16,duplicate_processing,closed,2025-06-09
649,CB_37072,37072,9421,355,2025-08-13,6.12,fraud,lost,2025-09-18
650,CB_37175,37175,2850,928,2025-05-24,96.03,authorization_issue,open,
651,CB_37217,37217,7453,534,2025-12-12,27.62,authorization_issue,won,2025-12-02
652,CB_37342,37342,8206,973,2025-12-18,22.75,service_not_received,lost,
653,CB_37375,37375,8641,171,2025-11-09,39.67,authorization_issue,open,2025-11-09
654,CB_37513,37513,8073,886,2025-05-28,16.51,service_not_received,open,
655,CB_37524,37524,1066,885,2026-01-15,422.78,duplicate_processing,closed,2026-02-07
656,CB_37536,37536,4273,638,2026-02-19,261.86,service_not_received,closed,
657,CB_37559,37559,9788,819,2026-01-04,2.17,service_not_received,open,
658,CB_37582,37582,4965,1056,2026-01-13,69.13,duplicate_processing,won,2025-12-06
659,CB_37612,37612,3785,795,2025-05-15,42.44,fraud,won,
660,CB_37617,37617,2589,544,2026-01-25,108.57,authorization_issue,open,2026-02-17
661,CB_37633,37633,3427,651,2025-12-27,87.43,service_not_received,won,
662,CB_37719,37719,2216,412,2025-11-06,307.26,authorization_issue,closed,
663,CB_37727,37727,1684,549,2026-04-20,444.71,fraud,lost,2026-06-25
664,CB_37840,37840,8589,1068,2025-10-18,350.96,service_not_received,lost,2025-11-23
666,CB_37967,37967,1448,807,2026-03-03,28.68,duplicate_processing,closed,2026-02-10
667,CB_38145,38145,7910,1090,2025-06-08,29.01,authorization_issue,lost,2025-07-16
668,CB_38182,38182,4107,48,2025-07-25,343.94,authorization_issue,won,
669,CB_38197,38197,9780,232,2026-04-09,60.51,service_not_received,lost,
672,CB_38376,38376,448,537,2025-08-09,91.98,service_not_received,closed,2025-08-22
675,CB_38423,38423,8153,980,2026-01-25,69.3,service_not_received,lost,2025-12-30
676,CB_38484,38484,3081,615,2025-10-29,61.58,fraud,won,2025-11-21
678,CB_38544,38544,522,754,2025-06-16,58.85,fraud,open,2025-07-02
679,CB_38581,38581,5043,294,2026-01-10,51.26,service_not_received,won,2026-02-17
680,CB_38711,38711,4484,574,2025-06-22,243.41,fraud,lost,2025-05-29
681,CB_38837,38837,6467,885,2025-04-25,54.21,authorization_issue,closed,2025-06-10
685,CB_38936,38936,969,353,2025-07-10,35.09,service_not_received,open,
686,CB_38983,38983,6886,22,2025-09-22,454.33,fraud,lost,2025-10-25
687,CB_39063,39063,5095,823,2025-12-17,28.12,duplicate_processing,lost,
688,CB_39226,39226,708,845,2026-03-18,32.65,authorization_issue,lost,
689,CB_39244,39244,3331,736,2026-01-30,92.96,duplicate_processing,closed,2026-02-18
690,CB_39272,39272,9755,733,2026-01-22,50.41,service_not_received,closed,2026-01-20
693,CB_39436,39436,6691,1007,2026-05-26,59.8,service_not_received,lost,2026-06-04
694,CB_39468,39468,1552,540,2026-03-17,50.57,fraud,closed,2026-03-27
695,CB_39496,39496,1809,75,2025-08-16,97.05,duplicate_processing,won,
696,CB_39508,39508,2576,699,2025-08-21,99.57,authorization_issue,open,
697,CB_39554,39554,4048,287,2026-05-07,72.29,service_not_received,won,2026-06-22
698,CB_39565,39565,4229,968,2026-04-07,60.29,duplicate_processing,open,2026-05-03
699,CB_39615,39615,3767,1017,2025-07-08,20.68,service_not_received,won,2025-09-21
638,CB_36341,36341,960638,1163,2026-03-10,27.33,fraud,open,2026-03-30
639,CB_36373,36373,960639,854,2025-11-15,48.51,fraud,closed,2025-12-16
670,CB_38199,38199,2037,605,2025-11-17,,fraud,lost,
673,CB_38381,38381,4909,230,2025-10-12,75.11,service_not_received,open,2026-01-23
682,CB_38865,38865,8475,1153,2025-12-24,89.95,service_not_received,closed,2026-05-04
674,CB_38384,38384,2986,144,2025-12-24,306.68,Fraud,open,2025-12-29
643,CB_36797,36797,5643,1038,2025-11-05,47.06,duplicate_processing ,open,2026-01-05
684,CB_38908,38908,3506,492,2025-11-12,32.42,duplicate_processing ,open,2026-01-10
665,CB_37870,37870,5219,356,2026-01-21,64.16,fraud,closed ,2026-02-06
640,CB_36457,36457,11,571,2026-05-03,169.04,fraud,lost,2026-04-22
683,CB_38907,38907,5199,680,2025-07-04,427.98,duplicate_processing,lost,2025-06-24
700,CB_39624,39624,3489,306,2025-10-14,320.44,authorization_issue,closed,2025-09-17
701,CB_39766,39766,5729,803,2025-10-23,193.89,duplicate_processing,open,2025-11-28
703,CB_39904,39904,7665,630,2026-03-17,50.97,duplicate_processing,closed,2026-03-17
704,CB_40031,40031,4951,674,2026-03-06,75.9,service_not_received,closed,2026-02-28
