device_id,device_ref,customer_id,device_type,os_name,app_version,is_emulator,first_seen_at,last_seen_at,country_code,ip_country_code
747,DEV_747,271,tablet,iOS,v1.1,False,2025-06-09 07:31:40.479076,2026-03-30 07:31:40.479076,SG,SG
748,DEV_748,9935,tablet,Windows,v1.0,False,2025-06-30 07:31:40.479076,2026-04-16 07:31:40.479076,GB,AU
749,DEV_749,2162,desktop,iOS,v5.4,False,2025-08-19 07:31:40.479076,2026-03-20 07:31:40.479076,SG,GB
750,DEV_750,6070,tablet,Android,v1.4,False,2024-04-21 07:31:40.479076,2026-04-06 07:31:40.479076,GB,GB
751,DEV_751,990,tablet,iOS,v4.9,False,2025-04-22 07:31:40.479076,2026-03-31 07:31:40.479076,GB,SG
752,DEV_752,9133,desktop,iOS,v1.8,False,2025-01-14 07:31:40.479076,2026-03-20 07:31:40.479076,GB,AU
753,DEV_753,7176,desktop,MacOS,v4.6,False,2026-03-17 07:31:40.479076,2026-03-18 07:31:40.479076,SG,AU
754,DEV_754,845,mobile,iOS,v2.6,True,2024-07-20 07:31:40.479076,2026-03-30 07:31:40.479076,IN,GB
755,DEV_755,7470,desktop,Windows,v3.7,False,2026-01-01 07:31:40.479076,2026-03-22 07:31:40.479076,GB,GB
756,DEV_756,8542,desktop,Windows,v4.9,False,2025-07-18 07:31:40.479076,2026-04-03 07:31:40.479076,SG,GB
757,DEV_757,2113,desktop,MacOS,v2.2,False,2025-08-29 07:31:40.479076,2026-03-27 07:31:40.479076,US,AU
758,DEV_758,4145,desktop,MacOS,v1.5,False,2026-03-08 07:31:40.479076,2026-03-22 07:31:40.479076,SG,SG
759,DEV_759,3206,tablet,MacOS,v2.5,True,2024-12-08 07:31:40.479076,2026-04-14 07:31:40.479076,SG,GB
760,DEV_760,9814,mobile,MacOS,v5.1,False,2024-07-23 07:31:40.479076,2026-04-03 07:31:40.479076,IN,US
761,DEV_761,2262,mobile,Windows,v5.5,False,2025-12-01 07:31:40.479076,2026-03-21 07:31:40.479076,SG,US
762,DEV_762,2071,tablet,Windows,v3.3,False,2025-08-02 07:31:40.479076,2026-04-08 07:31:40.479076,US,IN
763,DEV_763,4323,desktop,Windows,v2.5,True,2025-09-03 07:31:40.479076,2026-03-26 07:31:40.479076,GB,GB
764,DEV_764,7218,desktop,MacOS,v2.8,False,2026-02-14 07:31:40.479076,2026-04-06 07:31:40.479076,IN,SG
765,DEV_765,9309,mobile,Android,v3.6,False,2026-02-26 07:31:40.479076,2026-04-15 07:31:40.479076,US,GB
766,DEV_766,2250,mobile,Android,v4.6,False,2025-09-08 07:31:40.479076,2026-04-15 07:31:40.479076,GB,AU
767,DEV_767,8314,desktop,Android,v4.8,False,2024-04-25 07:31:40.479076,2026-04-04 07:31:40.479076,SG,SG
768,DEV_768,4889,mobile,Windows,v3.6,False,2025-03-14 07:31:40.479076,2026-03-27 07:31:40.479076,IN,AU
769,DEV_769,2088,mobile,iOS,v5.5,False,2024-12-07 07:31:40.479076,2026-03-22 07:31:40.479076,SG,US
770,DEV_770,1053,tablet,Windows,v4.6,False,2024-10-08 07:31:40.479076,2026-04-03 07:31:40.479076,GB,AU
771,DEV_771,5193,mobile,Windows,v2.8,False,2025-09-23 07:31:40.479076,2026-03-26 07:31:40.479076,US,AU
772,DEV_772,4213,tablet,MacOS,v3.3,False,2024-11-15 07:31:40.479076,2026-03-20 07:31:40.479076,GB,IN
773,DEV_773,2492,mobile,MacOS,v3.3,False,2026-03-24 07:31:40.479076,2026-03-26 07:31:40.479076,AU,IN
774,DEV_774,8376,desktop,Android,v1.4,False,2026-02-22 07:31:40.479076,2026-04-09 07:31:40.479076,SG,SG
775,DEV_775,6181,tablet,Windows,v5.5,False,2024-10-30 07:31:40.479076,2026-03-20 07:31:40.479076,GB,SG
776,DEV_776,6239,desktop,MacOS,v3.8,False,2024-08-22 07:31:40.479076,2026-03-27 07:31:40.479076,AU,AU
777,DEV_777,9476,desktop,iOS,v5.4,False,2024-12-05 07:31:40.479076,2026-04-02 07:31:40.479076,US,US
779,DEV_779,9721,tablet,Windows,v3.0,False,2026-01-17 07:31:40.479076,2026-04-11 07:31:40.479076,IN,GB
780,DEV_780,3012,mobile,MacOS,v1.0,False,2026-02-19 07:31:40.479076,2026-03-31 07:31:40.479076,GB,US
781,DEV_781,2036,tablet,Android,v5.3,False,2025-07-28 07:31:40.479076,2026-04-14 07:31:40.479076,US,IN
782,DEV_782,498,mobile,Android,v3.6,False,2026-03-20 07:31:40.479076,2026-03-27 07:31:40.479076,IN,GB
784,DEV_784,6023,tablet,MacOS,v4.9,False,2024-05-19 07:31:40.479076,2026-04-08 07:31:40.479076,SG,AU
785,DEV_785,5997,mobile,iOS,v3.5,False,2025-07-09 07:31:40.479076,2026-03-28 07:31:40.479076,AU,US
786,DEV_786,1486,mobile,Windows,v1.7,False,2024-06-12 07:31:40.479076,2026-03-25 07:31:40.479076,US,GB
787,DEV_787,694,tablet,Android,v3.8,False,2024-10-10 07:31:40.479076,2026-04-12 07:31:40.479076,GB,SG
788,DEV_788,5788,tablet,Windows,v5.4,False,2024-08-05 07:31:40.479076,2026-04-17 07:31:40.479076,AU,SG
789,DEV_789,6984,desktop,MacOS,v2.2,False,2024-04-21 07:31:40.479076,2026-03-23 07:31:40.479076,IN,US
790,DEV_790,8494,desktop,iOS,v1.9,True,2024-05-25 07:31:40.479076,2026-03-19 07:31:40.479076,IN,IN
791,DEV_791,2659,tablet,MacOS,v3.9,False,2024-12-12 07:31:40.479076,2026-03-25 07:31:40.479076,IN,IN
792,DEV_792,4737,desktop,iOS,v4.7,False,2024-09-17 07:31:40.479076,2026-04-11 07:31:40.479076,IN,IN
793,DEV_793,1410,desktop,MacOS,v1.1,False,2025-06-02 07:31:40.479076,2026-04-07 07:31:40.479076,AU,GB
794,DEV_794,2537,mobile,iOS,v4.3,False,2024-05-24 07:31:40.479076,2026-04-10 07:31:40.479076,SG,GB
796,DEV_796,9804,mobile,MacOS,v3.5,False,2024-06-11 07:31:40.479076,2026-03-27 07:31:40.479076,SG,IN
797,DEV_797,6711,tablet,Android,v2.5,False,2025-09-23 07:31:40.479076,2026-03-23 07:31:40.479076,US,US
798,DEV_798,3942,mobile,Android,v1.9,False,2024-12-20 07:31:40.479076,2026-04-06 07:31:40.479076,IN,SG
799,DEV_799,5898,desktop,Windows,v4.5,False,2024-11-07 07:31:40.479076,2026-04-04 07:31:40.479076,US,GB
800,DEV_800,4033,desktop,MacOS,v5.1,False,2026-04-09 07:31:40.479076,2026-04-14 07:31:40.479076,US,IN
801,DEV_801,5884,mobile,iOS,v2.2,False,2026-01-04 07:31:40.479076,2026-03-19 07:31:40.479076,AU,SG
802,DEV_802,5305,desktop,MacOS,v2.3,False,2025-03-19 07:31:40.479076,2026-03-23 07:31:40.479076,IN,SG
804,DEV_804,5913,desktop,MacOS,v3.4,False,2025-03-18 07:31:40.479076,2026-03-28 07:31:40.479076,SG,GB
805,DEV_805,9825,desktop,Windows,v5.2,False,2024-07-05 07:31:40.479076,2026-03-27 07:31:40.479076,IN,AU
806,DEV_806,80,mobile,MacOS,v3.8,False,2025-08-24 07:31:40.479076,2026-03-28 07:31:40.479076,US,GB
807,DEV_807,6497,mobile,Android,v2.0,False,2024-12-29 07:31:40.479076,2026-04-01 07:31:40.479076,IN,AU
808,DEV_808,8193,desktop,Windows,v5.4,False,2025-11-28 07:31:40.479076,2026-04-14 07:31:40.479076,IN,SG
809,DEV_809,1827,desktop,iOS,v2.6,False,2024-06-18 07:31:40.479076,2026-03-24 07:31:40.479076,SG,US
810,DEV_810,5277,desktop,Android,v2.4,False,2025-04-02 07:31:40.479076,2026-03-28 07:31:40.479076,AU,IN
778,DEV_778,6911,mobile,Android,,True,2025-02-14 07:31:40.479076,2026-04-15 07:31:40.479076,IN,IN
795,DEV_795,7528,tablet,Android,v3.1,False,2024-08-15 07:31:40.479076,2026-03-25 07:31:40.479076,au,US
803,DEV_803,912,tablet,Windows,v5.7,False,2024-07-22 07:31:40.479076,2026-03-29 07:31:40.479076,au,AU
811,DEV_811,4289,tablet,Windows,v4.6,False,2026-03-26 07:31:40.479076,2026-03-21 07:31:40.479076,GB,US
812,DEV_812,5135,mobile,iOS,v2.7,False,2025-11-04 07:31:40.479076,2026-03-18 07:31:40.479076,GB,AU
813,DEV_813,5999,mobile,iOS,v2.9,False,2024-07-23 07:31:40.479076,2026-03-30 07:31:40.479076,IN,US
814,DEV_814,3205,mobile,Android,v4.4,False,2025-10-23 07:31:40.479076,2026-03-27 07:31:40.479076,GB,AU
815,DEV_815,4119,tablet,Android,v1.1,False,2024-11-24 07:31:40.479076,2026-04-12 07:31:40.479076,AU,GB
816,DEV_816,7230,tablet,MacOS,v5.7,False,2025-01-08 07:31:40.479076,2026-03-31 07:31:40.479076,SG,AU
817,DEV_817,5299,desktop,Android,v5.9,False,2025-09-18 07:31:40.479076,2026-03-25 07:31:40.479076,GB,IN
818,DEV_818,1025,tablet,iOS,v4.9,False,2026-01-25 07:31:40.479076,2026-04-11 07:31:40.479076,SG,IN
819,DEV_819,8710,mobile,Windows,v3.5,False,2024-08-01 07:31:40.479076,2026-04-08 07:31:40.479076,US,IN
820,DEV_820,9624,tablet,Android,v1.3,False,2025-03-15 07:31:40.479076,2026-03-24 07:31:40.479076,IN,IN
821,DEV_821,1774,desktop,iOS,v2.8,False,2024-07-20 07:31:40.479076,2026-04-01 07:31:40.479076,SG,IN
822,DEV_822,4417,desktop,Windows,v2.6,False,2025-02-28 07:31:40.479076,2026-04-11 07:31:40.479076,US,GB
823,DEV_823,1063,tablet,Android,v4.4,False,2024-06-19 07:31:40.479076,2026-03-18 07:31:40.479076,AU,AU
824,DEV_824,7791,mobile,MacOS,v4.0,False,2024-08-17 07:31:40.479076,2026-04-14 07:31:40.479076,GB,US
825,DEV_825,7072,desktop,iOS,v2.8,False,2024-12-22 07:31:40.479076,2026-04-05 07:31:40.479076,SG,IN
826,DEV_826,2206,mobile,Windows,v5.1,False,2024-04-28 07:31:40.479076,2026-03-30 07:31:40.479076,IN,AU
828,DEV_828,5865,desktop,Android,v5.0,False,2024-11-18 07:31:40.479076,2026-03-20 07:31:40.479076,AU,SG
829,DEV_829,7831,desktop,iOS,v5.4,False,2026-03-22 07:31:40.479076,2026-04-14 07:31:40.479076,IN,US
830,DEV_830,2417,desktop,iOS,v2.0,False,2024-08-31 07:31:40.479076,2026-03-25 07:31:40.479076,AU,IN
831,DEV_831,1312,desktop,Android,v4.1,True,2025-03-14 07:31:40.479076,2026-04-08 07:31:40.479076,IN,AU
832,DEV_832,186,mobile,Android,v2.4,False,2024-11-09 07:31:40.479076,2026-03-26 07:31:40.479076,IN,AU
833,DEV_833,1103,mobile,Android,v1.2,False,2025-05-21 07:31:40.479076,2026-04-05 07:31:40.479076,US,SG
834,DEV_834,5435,tablet,Android,v4.4,False,2024-12-05 07:31:40.479076,2026-04-15 07:31:40.479076,US,AU
835,DEV_835,4270,tablet,Android,v4.9,False,2024-07-01 07:31:40.479076,2026-04-17 07:31:40.479076,GB,SG
836,DEV_836,5522,tablet,Android,v2.3,False,2024-07-21 07:31:40.479076,2026-03-30 07:31:40.479076,SG,AU
838,DEV_838,4858,desktop,MacOS,v4.1,False,2025-04-23 07:31:40.479076,2026-03-19 07:31:40.479076,GB,AU
839,DEV_839,9751,mobile,Android,v3.9,False,2025-01-15 07:31:40.479076,2026-03-21 07:31:40.479076,SG,AU
840,DEV_840,676,desktop,Android,v3.5,True,2025-11-08 07:31:40.479076,2026-04-07 07:31:40.479076,SG,US
841,DEV_841,9364,mobile,iOS,v3.5,False,2026-02-11 07:31:40.479076,2026-04-15 07:31:40.479076,US,AU
842,DEV_842,2408,desktop,Android,v4.2,False,2025-08-03 07:31:40.479076,2026-03-23 07:31:40.479076,GB,IN
843,DEV_843,8567,desktop,Windows,v2.4,False,2024-04-20 07:31:40.479076,2026-03-31 07:31:40.479076,AU,SG
844,DEV_844,326,desktop,MacOS,v4.8,False,2024-10-14 07:31:40.479076,2026-04-04 07:31:40.479076,SG,AU
845,DEV_845,2077,desktop,Android,v5.1,False,2026-03-14 07:31:40.479076,2026-04-03 07:31:40.479076,US,US
846,DEV_846,754,tablet,Windows,v2.9,False,2026-02-17 07:31:40.479076,2026-03-22 07:31:40.479076,AU,IN
847,DEV_847,9265,tablet,iOS,v2.6,False,2025-03-07 07:31:40.479076,2026-04-07 07:31:40.479076,US,IN
848,DEV_848,5718,mobile,MacOS,v2.9,False,2025-06-29 07:31:40.479076,2026-03-23 07:31:40.479076,GB,GB
849,DEV_849,3110,tablet,iOS,v3.5,False,2025-10-01 07:31:40.479076,2026-04-09 07:31:40.479076,AU,AU
850,DEV_850,5853,tablet,iOS,v3.4,False,2025-10-26 07:31:40.479076,2026-04-09 07:31:40.479076,SG,AU
851,DEV_851,7608,mobile,Android,v2.8,False,2025-03-24 07:31:40.479076,2026-04-11 07:31:40.479076,US,SG
852,DEV_852,5454,mobile,Windows,v1.7,False,2026-03-20 07:31:40.479076,2026-03-25 07:31:40.479076,US,IN
853,DEV_853,4247,desktop,Android,v5.0,True,2026-03-06 07:31:40.479076,2026-03-26 07:31:40.479076,IN,AU
854,DEV_854,6492,desktop,MacOS,v3.7,False,2025-05-07 07:31:40.479076,2026-03-19 07:31:40.479076,GB,AU
855,DEV_855,3711,mobile,MacOS,v1.9,False,2024-04-27 07:31:40.479076,2026-03-24 07:31:40.479076,AU,SG
856,DEV_856,9154,mobile,Windows,v3.6,False,2026-04-10 07:31:40.479076,2026-03-22 07:31:40.479076,US,SG
857,DEV_857,6579,desktop,MacOS,v3.6,False,2024-06-08 07:31:40.479076,2026-04-01 07:31:40.479076,IN,AU
858,DEV_858,6063,tablet,Android,v1.1,False,2024-10-01 07:31:40.479076,2026-04-01 07:31:40.479076,IN,US
859,DEV_859,3196,mobile,MacOS,v3.3,False,2025-09-28 07:31:40.479076,2026-03-28 07:31:40.479076,IN,US
860,DEV_860,5621,mobile,Windows,v3.6,True,2025-02-01 07:31:40.479076,2026-03-24 07:31:40.479076,US,IN
861,DEV_861,2646,tablet,MacOS,v3.4,False,2026-03-08 07:31:40.479076,2026-03-23 07:31:40.479076,SG,AU
862,DEV_862,1588,desktop,MacOS,v4.8,False,2026-03-01 07:31:40.479076,2026-03-26 07:31:40.479076,AU,AU
863,DEV_863,9950,tablet,Android,v2.9,False,2025-10-18 07:31:40.479076,2026-04-08 07:31:40.479076,SG,GB
864,DEV_864,6308,mobile,MacOS,v5.7,False,2025-08-21 07:31:40.479076,2026-03-23 07:31:40.479076,GB,IN
866,DEV_866,6915,desktop,Android,v2.0,False,2025-10-26 07:31:40.479076,2026-03-29 07:31:40.479076,IN,SG
867,DEV_867,6576,mobile,MacOS,v5.2,False,2024-08-12 07:31:40.479076,2026-04-17 07:31:40.479076,IN,GB
868,DEV_868,8417,mobile,iOS,v1.9,False,2025-01-22 07:31:40.479076,2026-03-25 07:31:40.479076,IN,IN
869,DEV_869,3127,mobile,Android,v5.6,False,2024-11-21 07:31:40.479076,2026-03-31 07:31:40.479076,AU,GB
870,DEV_870,4955,desktop,iOS,v2.5,False,2025-05-10 07:31:40.479076,2026-04-17 07:31:40.479076,GB,AU
871,DEV_871,1959,mobile,Android,v4.5,False,2025-02-06 07:31:40.479076,2026-03-27 07:31:40.479076,GB,US
872,DEV_872,5136,mobile,Android,v3.0,False,2024-07-13 07:31:40.479076,2026-03-20 07:31:40.479076,GB,AU
873,DEV_873,7851,desktop,Windows,v1.2,True,2025-03-11 07:31:40.479076,2026-04-02 07:31:40.479076,US,GB
874,DEV_874,8013,tablet,MacOS,v1.1,False,2025-10-05 07:31:40.479076,2026-03-25 07:31:40.479076,SG,IN
875,DEV_875,5401,desktop,MacOS,v1.6,False,2025-06-18 07:31:40.479076,2026-04-14 07:31:40.479076,GB,IN
876,DEV_876,5074,mobile,Android,v3.6,False,2026-04-14 07:31:40.479076,2026-04-04 07:31:40.479076,IN,IN
877,DEV_877,6635,mobile,Android,v3.4,False,2025-01-11 07:31:40.479076,2026-04-07 07:31:40.479076,SG,GB
878,DEV_878,3752,tablet,Windows,v2.8,False,2025-09-18 07:31:40.479076,2026-03-24 07:31:40.479076,US,IN
879,DEV_879,5526,mobile,Windows,v2.8,False,2025-05-15 07:31:40.479076,2026-04-12 07:31:40.479076,SG,IN
880,DEV_880,8082,desktop,Windows,v4.5,False,2025-01-29 07:31:40.479076,2026-04-07 07:31:40.479076,AU,GB
881,DEV_881,5715,tablet,Windows,v1.6,False,2025-06-11 07:31:40.479076,2026-04-07 07:31:40.479076,US,IN
882,DEV_882,1044,desktop,iOS,v2.5,False,2024-06-24 07:31:40.479076,2026-03-21 07:31:40.479076,US,SG
883,DEV_883,7369,tablet,iOS,v3.5,False,2025-04-23 07:31:40.479076,2026-03-26 07:31:40.479076,AU,IN
884,DEV_884,867,desktop,iOS,v1.1,False,2025-08-16 07:31:40.479076,2026-04-11 07:31:40.479076,IN,SG
885,DEV_885,2411,desktop,MacOS,v1.3,False,2025-06-24 07:31:40.479076,2026-03-24 07:31:40.479076,AU,US
886,DEV_886,3669,tablet,iOS,v2.6,False,2024-12-01 07:31:40.479076,2026-04-06 07:31:40.479076,IN,SG
887,DEV_887,6845,mobile,Android,v3.5,False,2025-05-05 07:31:40.479076,2026-03-22 07:31:40.479076,SG,AU
888,DEV_888,4643,desktop,Android,v3.9,False,2024-09-15 07:31:40.479076,2026-04-16 07:31:40.479076,GB,IN
889,DEV_889,3200,tablet,MacOS,v2.4,False,2025-09-10 07:31:40.479076,2026-04-08 07:31:40.479076,IN,IN
890,DEV_890,219,desktop,Android,v5.5,False,2025-12-22 07:31:40.479076,2026-03-28 07:31:40.479076,GB,AU
891,DEV_891,523,desktop,Android,v2.2,False,2025-03-26 07:31:40.479076,2026-04-12 07:31:40.479076,IN,IN
865,DEV_865,7260,desktop,ios,v2.1,False,2026-01-24 07:31:40.479076,2026-04-15 07:31:40.479076,US,IN
827,DEV_827,724,mobile,Android,v3.7,False,2026-01-28 07:31:40.479076,2026-01-23 07:31:40.479076,IN,US
892,DEV_892,490,mobile,iOS,v5.4,False,2025-02-27 07:31:40.479076,2026-04-08 07:31:40.479076,GB,AU
893,DEV_893,8149,tablet,Android,v3.0,False,2026-04-05 07:31:40.479076,2026-04-09 07:31:40.479076,US,US
894,DEV_894,9413,desktop,Windows,v4.0,False,2026-03-08 07:31:40.479076,2026-03-22 07:31:40.479076,GB,GB
896,DEV_896,9106,desktop,Windows,v5.4,False,2025-10-28 07:31:40.479076,2026-04-10 07:31:40.479076,AU,US
897,DEV_897,2286,mobile,iOS,v3.7,False,2025-06-12 07:31:40.479076,2026-04-17 07:31:40.479076,IN,AU
898,DEV_898,6706,mobile,MacOS,v2.4,False,2025-12-15 07:31:40.479076,2026-04-06 07:31:40.479076,US,SG
899,DEV_899,879,desktop,iOS,v3.3,False,2024-11-21 07:31:40.479076,2026-03-20 07:31:40.479076,AU,US
900,DEV_900,263,mobile,Android,v5.1,False,2025-11-22 07:31:40.479076,2026-03-19 07:31:40.479076,US,AU
901,DEV_901,3043,mobile,MacOS,v2.3,False,2025-08-14 07:31:40.479076,2026-04-08 07:31:40.479076,US,GB
902,DEV_902,5939,mobile,MacOS,v4.5,False,2024-04-18 07:31:40.479076,2026-03-22 07:31:40.479076,US,US
903,DEV_903,3294,desktop,Android,v5.6,False,2026-02-20 07:31:40.479076,2026-03-21 07:31:40.479076,IN,SG
904,DEV_904,8876,tablet,iOS,v1.3,False,2026-04-02 07:31:40.479076,2026-03-30 07:31:40.479076,SG,IN
905,DEV_905,1195,tablet,iOS,v3.9,False,2025-01-10 07:31:40.479076,2026-03-19 07:31:40.479076,IN,GB
906,DEV_906,9042,mobile,Android,v2.2,False,2026-01-10 07:31:40.479076,2026-03-23 07:31:40.479076,GB,AU
907,DEV_907,189,mobile,Windows,v2.0,False,2025-12-11 07:31:40.479076,2026-03-21 07:31:40.479076,GB,IN
909,DEV_909,5917,tablet,MacOS,v3.1,False,2024-11-11 07:31:40.479076,2026-03-24 07:31:40.479076,AU,IN
910,DEV_910,5016,mobile,MacOS,v2.4,False,2024-10-22 07:31:40.479076,2026-03-21 07:31:40.479076,IN,AU
912,DEV_912,3825,mobile,Android,v4.1,True,2025-03-10 07:31:40.479076,2026-04-04 07:31:40.479076,IN,SG
913,DEV_913,7203,tablet,Android,v3.8,False,2025-11-20 07:31:40.479076,2026-03-27 07:31:40.479076,AU,US
914,DEV_914,8642,mobile,Windows,v2.9,False,2024-12-27 07:31:40.479076,2026-04-13 07:31:40.479076,SG,SG
915,DEV_915,3611,mobile,Android,v5.7,False,2026-02-27 07:31:40.479076,2026-04-13 07:31:40.479076,SG,SG
916,DEV_916,3178,desktop,iOS,v2.2,False,2025-03-24 07:31:40.479076,2026-03-30 07:31:40.479076,IN,SG
917,DEV_917,9880,desktop,Android,v3.6,True,2024-06-16 07:31:40.479076,2026-03-23 07:31:40.479076,SG,GB
918,DEV_918,5027,tablet,Android,v2.1,False,2025-03-20 07:31:40.479076,2026-03-29 07:31:40.479076,IN,GB
919,DEV_919,1965,tablet,Android,v2.8,False,2025-11-13 07:31:40.479076,2026-03-20 07:31:40.479076,US,US
920,DEV_920,2855,desktop,Windows,v3.2,False,2024-07-28 07:31:40.479076,2026-04-11 07:31:40.479076,AU,GB
921,DEV_921,9910,desktop,Windows,v1.1,False,2026-04-15 07:31:40.479076,2026-03-31 07:31:40.479076,SG,SG
922,DEV_922,8585,desktop,MacOS,v1.2,False,2024-08-22 07:31:40.479076,2026-03-22 07:31:40.479076,IN,AU
923,DEV_923,8866,tablet,Windows,v5.0,False,2024-12-29 07:31:40.479076,2026-03-22 07:31:40.479076,GB,SG
924,DEV_924,2831,tablet,iOS,v4.5,False,2025-03-26 07:31:40.479076,2026-04-07 07:31:40.479076,SG,SG
925,DEV_925,7628,tablet,Windows,v4.9,False,2025-02-18 07:31:40.479076,2026-03-31 07:31:40.479076,GB,AU
926,DEV_926,2134,mobile,MacOS,v2.5,False,2024-06-25 07:31:40.479076,2026-03-31 07:31:40.479076,GB,GB
927,DEV_927,9946,tablet,Windows,v3.7,False,2025-01-26 07:31:40.479076,2026-03-22 07:31:40.479076,SG,US
928,DEV_928,1799,desktop,MacOS,v1.7,False,2025-09-10 07:31:40.479076,2026-03-22 07:31:40.479076,AU,IN
929,DEV_929,1428,mobile,Windows,v1.4,False,2025-06-27 07:31:40.479076,2026-04-11 07:31:40.479076,GB,SG
930,DEV_930,434,tablet,iOS,v5.3,True,2025-03-25 07:31:40.479076,2026-04-10 07:31:40.479076,AU,US
931,DEV_931,6703,tablet,Android,v3.3,False,2025-04-26 07:31:40.479076,2026-03-23 07:31:40.479076,US,AU
932,DEV_932,5247,tablet,iOS,v1.3,True,2026-03-10 07:31:40.479076,2026-03-24 07:31:40.479076,US,US
933,DEV_933,7386,tablet,Android,v1.5,False,2024-12-27 07:31:40.479076,2026-03-23 07:31:40.479076,AU,SG
934,DEV_934,5653,desktop,Android,v3.7,False,2025-01-07 07:31:40.479076,2026-04-10 07:31:40.479076,IN,IN
935,DEV_935,9987,mobile,Android,v5.2,False,2026-03-02 07:31:40.479076,2026-04-15 07:31:40.479076,US,IN
936,DEV_936,492,desktop,iOS,v5.7,False,2025-05-13 07:31:40.479076,2026-03-28 07:31:40.479076,SG,AU
937,DEV_937,2957,desktop,Windows,v4.0,False,2024-05-01 07:31:40.479076,2026-04-03 07:31:40.479076,IN,GB
939,DEV_939,496,tablet,Android,v2.5,False,2025-11-18 07:31:40.479076,2026-04-01 07:31:40.479076,GB,GB
941,DEV_941,5861,mobile,iOS,v4.4,False,2026-04-12 07:31:40.479076,2026-04-15 07:31:40.479076,GB,AU
942,DEV_942,2315,tablet,iOS,v5.7,False,2025-09-08 07:31:40.479076,2026-04-09 07:31:40.479076,SG,AU
943,DEV_943,9130,mobile,iOS,v4.2,False,2025-07-27 07:31:40.479076,2026-04-16 07:31:40.479076,IN,AU
944,DEV_944,8120,mobile,MacOS,v4.1,False,2024-12-28 07:31:40.479076,2026-04-15 07:31:40.479076,AU,US
945,DEV_945,2262,tablet,iOS,v1.9,False,2025-07-23 07:31:40.479076,2026-03-29 07:31:40.479076,GB,IN
947,DEV_947,7081,mobile,Android,v4.8,False,2024-08-30 07:31:40.479076,2026-03-25 07:31:40.479076,AU,GB
948,DEV_948,8249,desktop,Android,v1.8,False,2026-01-13 07:31:40.479076,2026-04-09 07:31:40.479076,GB,GB
949,DEV_949,6757,desktop,Windows,v1.2,False,2024-06-16 07:31:40.479076,2026-04-10 07:31:40.479076,US,AU
950,DEV_950,8165,tablet,iOS,v4.4,False,2025-07-22 07:31:40.479076,2026-03-24 07:31:40.479076,IN,AU
951,DEV_951,9802,tablet,MacOS,v3.4,False,2026-02-07 07:31:40.479076,2026-03-26 07:31:40.479076,IN,AU
952,DEV_952,3698,tablet,Android,v2.2,False,2025-03-15 07:31:40.479076,2026-04-08 07:31:40.479076,GB,US
953,DEV_953,4168,mobile,Android,v3.3,False,2025-06-23 07:31:40.479076,2026-04-08 07:31:40.479076,US,GB
954,DEV_954,3282,desktop,iOS,v1.7,False,2025-12-12 07:31:40.479076,2026-03-29 07:31:40.479076,GB,AU
955,DEV_955,1929,tablet,MacOS,v3.3,False,2025-05-01 07:31:40.479076,2026-03-29 07:31:40.479076,AU,GB
956,DEV_956,9577,desktop,Windows,v3.4,False,2025-05-11 07:31:40.479076,2026-03-23 07:31:40.479076,SG,SG
957,DEV_957,8275,mobile,MacOS,v5.3,False,2025-04-22 07:31:40.479076,2026-03-19 07:31:40.479076,GB,SG
958,DEV_958,241,desktop,Android,v4.1,False,2026-02-20 07:31:40.479076,2026-04-01 07:31:40.479076,SG,SG
959,DEV_959,2292,tablet,MacOS,v1.6,False,2025-02-24 07:31:40.479076,2026-04-05 07:31:40.479076,US,AU
961,DEV_961,5177,mobile,Android,v5.1,False,2025-08-06 07:31:40.479076,2026-04-02 07:31:40.479076,AU,AU
962,DEV_962,1864,desktop,Windows,v5.3,False,2025-03-03 07:31:40.479076,2026-03-23 07:31:40.479076,IN,US
963,DEV_963,6805,tablet,Windows,v2.0,False,2026-02-19 07:31:40.479076,2026-04-13 07:31:40.479076,IN,SG
964,DEV_964,7855,mobile,Windows,v1.0,False,2025-05-25 07:31:40.479076,2026-04-03 07:31:40.479076,AU,GB
965,DEV_965,7607,mobile,Android,v3.3,False,2025-11-17 07:31:40.479076,2026-04-14 07:31:40.479076,GB,GB
966,DEV_966,8730,desktop,Android,v2.4,False,2024-12-27 07:31:40.479076,2026-04-07 07:31:40.479076,SG,IN
967,DEV_967,9881,mobile,MacOS,v3.4,False,2025-04-15 07:31:40.479076,2026-03-24 07:31:40.479076,US,SG
968,DEV_968,4839,desktop,Windows,v3.1,False,2026-01-25 07:31:40.479076,2026-03-20 07:31:40.479076,IN,US
969,DEV_969,9290,desktop,iOS,v5.3,False,2024-05-24 07:31:40.479076,2026-04-12 07:31:40.479076,US,US
970,DEV_970,9545,desktop,Windows,v2.5,False,2025-04-10 07:31:40.479076,2026-03-25 07:31:40.479076,US,AU
971,DEV_971,3016,mobile,Android,v4.6,True,2024-04-28 07:31:40.479076,2026-03-23 07:31:40.479076,AU,US
908,DEV_908,3508,tablet,ios,v5.8,False,2025-01-28 07:31:40.479076,2026-03-20 07:31:40.479076,AU,AU
946,DEV_946,836,mobile,ANDROID,v1.6,False,2025-03-18 07:31:40.479076,2026-03-23 07:31:40.479076,SG,IN
895,DEV_895,1000894,tablet,Android,v1.0,False,2026-02-20 07:31:40.479076,2026-04-17 07:31:40.479076,US,AU
